size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
253044,1.187,0,4,2,2,0,0
132681,0.457,1,0,0,1,2,0
132681,0.468,10,1,0,1,1,0
104345,1.21,11,2,1,2,1,1
71539,1.236,12,1,0,2,0,2
123783,0.226,13,1,2,0,1,1
102327,1.295,14,3,1,2,2,2
128341,1.35,15,0,3,2,3,2
122715,0.596,16,4,2,1,1,2
132681,0.484,17,1,0,1,3,0
131866,1.224,18,2,3,2,1,1
125934,0.529,19,1,2,1,3,1
122715,1.36,2,1,2,2,2,2
71539,1.27,20,2,0,2,3,2
122715,1.314,21,1,2,2,3,2
231584,0.201,22,3,2,0,1,0
73763,0.22,23,3,1,0,3,1
71301,0.306,24,0,1,0,0,2
104345,1.236,25,3,1,2,3,1
73419,0.461,26,4,0,1,3,1
199145,1.233,27,2,1,2,2,0
102327,0.538,28,1,1,1,1,2
73763,0.214,29,2,1,0,0,1
131866,0.472,3,3,3,1,0,1
73763,0.197,30,1,1,0,2,1
131866,0.458,31,4,3,1,3,1
272549,0.188,32,4,3,0,1,0
128341,0.644,33,4,3,1,2,2
71539,1.322,34,4,0,2,2,2
253044,0.495,35,1,2,1,0,0
276002,0.462,36,1,3,1,0,0
122715,1.311,37,0,2,2,0,2
199145,0.488,38,4,1,1,1,0
137502,0.271,39,0,3,0,0,2
231584,0.193,4,2,2,0,1,0
131866,1.236,40,0,3,2,0,1
128341,0.608,41,1,3,1,0,2
104345,0.521,42,3,1,1,2,1
123783,0.222,43,1,2,0,2,1
253044,0.503,44,2,2,1,2,0
128341,1.421,45,1,3,2,1,2
71539,1.273,46,0,0,2,2,2
71301,0.284,47,2,1,0,2,2
131866,0.484,48,3,3,1,2,1
125934,1.253,49,4,2,2,3,1
123783,0.247,5,0,2,0,3,1
199145,1.226,50,0,1,2,0,0
125934,0.501,51,3,2,1,1,1
73763,0.205,52,0,1,0,0,1
104345,1.233,53,3,1,2,2,1
73419,1.214,54,0,0,2,2,1
71539,1.248,55,3,0,2,0,2
253044,0.506,56,1,2,1,2,0
71539,1.289,57,0,0,2,3,2
71301,0.289,58,1,1,0,2,2
276002,1.168,59,3,3,2,0,0
253044,0.484,6,3,2,1,3,0
199145,1.208,60,3,1,2,2,0
73419,0.498,61,3,0,1,1,1
131866,1.192,62,2,3,2,2,1
253044,1.207,63,0,2,2,0,0
71301,0.266,64,4,1,0,0,2
125934,1.274,65,3,2,2,0,1
73763,0.204,66,3,1,0,0,1
253044,1.237,67,2,2,2,2,0
122715,1.324,68,4,2,2,3,2
122715,0.607,69,2,2,1,2,2
125934,1.232,7,2,2,2,0,1
104345,0.482,70,1,1,1,1,1
104345,0.505,71,0,1,1,2,1
34962,0.197,72,4,0,0,2,1
71539,0.546,73,2,0,1,3,2
140009,0.206,74,1,3,0,0,1
78695,0.18,75,2,0,0,1,0
140009,0.217,76,3,3,0,0,1
123783,0.282,77,0,2,0,1,1
131866,0.527,78,2,3,1,2,1
143600,0.206,79,3,1,0,0,0
132681,0.496,8,4,0,1,1,0
143600,0.194,80,0,1,0,0,0
71539,0.572,81,0,0,1,0,2
78695,0.212,82,1,0,0,2,0
131866,1.283,83,2,3,2,0,1
125934,1.221,84,3,2,2,2,1
73419,1.205,85,0,0,2,0,1
132681,0.461,86,3,0,1,2,0
253044,1.226,87,2,2,2,1,0
122715,0.577,88,3,2,1,2,2
128341,0.578,89,4,3,1,0,2
122715,1.324,9,0,2,2,2,2
122715,0.614,90,4,2,1,2,2
34962,0.184,91,2,0,0,1,1
199145,0.498,92,4,1,1,0,0
71301,0.304,93,4,1,0,1,2
137502,0.293,94,1,3,0,3,2
71539,0.53,95,3,0,1,1,2
32735,0.253,96,3,0,0,3,2
128341,1.376,97,0,3,2,1,2
131866,1.229,98,0,3,2,1,1
125934,0.491,99,2,2,1,3,1
