size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
257207,2.334,0,4,2,2,0,0
148832,0.9,1,0,0,1,2,0
148832,0.884,10,1,0,1,1,0
77086,2.339,11,2,1,2,1,1
71967,2.45,12,1,0,2,0,2
90680,0.406,13,1,2,0,1,1
75346,2.391,14,3,1,2,2,2
93318,2.452,15,0,3,2,3,2
87257,0.996,16,4,2,1,1,2
148832,0.93,17,1,0,1,3,0
99084,2.318,18,2,3,2,1,1
90952,0.911,19,1,2,1,3,1
87257,2.463,2,1,2,2,2,2
71967,2.385,20,2,0,2,3,2
87257,2.461,21,1,2,2,3,2
242151,0.361,22,3,2,0,1,0
66092,0.331,23,3,1,0,3,1
64394,0.406,24,0,1,0,0,2
77086,2.453,25,3,1,2,3,1
72717,0.885,26,4,0,1,3,1
178280,2.333,27,2,1,2,2,0
75346,0.994,28,1,1,1,1,2
66092,0.312,29,2,1,0,0,1
99084,0.926,3,3,3,1,0,1
66092,0.387,30,1,1,0,2,1
99084,0.902,31,4,3,1,3,1
294273,0.338,32,4,3,0,1,0
93318,1.187,33,4,3,1,2,2
71967,2.475,34,4,0,2,2,2
257207,0.888,35,1,2,1,0,0
302874,0.858,36,1,3,1,0,0
87257,2.39,37,0,2,2,0,2
178280,0.917,38,4,1,1,1,0
98129,0.41,39,0,3,0,0,2
242151,0.381,4,2,2,0,1,0
99084,2.417,40,0,3,2,0,1
93318,1.018,41,1,3,1,0,2
77086,0.907,42,3,1,1,2,1
90680,0.384,43,1,2,0,2,1
257207,0.938,44,2,2,1,2,0
93318,2.577,45,1,3,2,1,2
71967,2.448,46,0,0,2,2,2
64394,0.388,47,2,1,0,2,2
99084,0.895,48,3,3,1,2,1
90952,2.404,49,4,2,2,3,1
90680,0.374,5,0,2,0,3,1
178280,2.394,50,0,1,2,0,0
90952,0.914,51,3,2,1,1,1
66092,0.336,52,0,1,0,0,1
77086,2.433,53,3,1,2,2,1
72717,2.325,54,0,0,2,2,1
71967,2.318,55,3,0,2,0,2
257207,0.937,56,1,2,1,2,0
71967,2.353,57,0,0,2,3,2
64394,0.427,58,1,1,0,2,2
302874,2.313,59,3,3,2,0,0
257207,0.935,6,3,2,1,3,0
178280,2.372,60,3,1,2,2,0
72717,0.878,61,3,0,1,1,1
99084,2.372,62,2,3,2,2,1
257207,2.395,63,0,2,2,0,0
64394,0.353,64,4,1,0,0,2
90952,2.35,65,3,2,2,0,1
66092,0.304,66,3,1,0,0,1
257207,2.393,67,2,2,2,2,0
87257,2.424,68,4,2,2,3,2
87257,1.011,69,2,2,1,2,2
90952,2.43,7,2,2,2,0,1
77086,0.922,70,1,1,1,1,1
77086,0.907,71,0,1,1,2,1
57208,0.339,72,4,0,0,2,1
71967,0.969,73,2,0,1,3,2
102529,0.335,74,1,3,0,0,1
109146,0.345,75,2,0,0,1,0
102529,0.334,76,3,3,0,0,1
90680,0.389,77,0,2,0,1,1
99084,1.065,78,2,3,1,2,1
147478,0.353,79,3,1,0,0,0
148832,0.931,8,4,0,1,1,0
147478,0.352,80,0,1,0,0,0
71967,0.974,81,0,0,1,0,2
109146,0.303,82,1,0,0,2,0
99084,2.385,83,2,3,2,0,1
90952,2.355,84,3,2,2,2,1
72717,2.293,85,0,0,2,0,1
148832,0.874,86,3,0,1,2,0
257207,2.385,87,2,2,2,1,0
87257,1.042,88,3,2,1,2,2
93318,1.024,89,4,3,1,0,2
87257,2.467,9,0,2,2,2,2
87257,0.998,90,4,2,1,2,2
57208,0.318,91,2,0,0,1,1
178280,0.99,92,4,1,1,0,0
64394,0.388,93,4,1,0,1,2
98129,0.486,94,1,3,0,3,2
71967,0.987,95,3,0,1,1,2
56138,0.361,96,3,0,0,3,2
93318,2.563,97,0,3,2,1,2
99084,2.297,98,0,3,2,1,1
90952,0.933,99,2,2,1,3,1
