size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
198573,3.051,0,4,2,2,0,0
88311,1.174,1,0,0,1,2,0
88311,1.183,10,1,0,1,1,0
31313,3.153,11,2,1,2,1,1
16308,3.112,12,1,0,2,0,2
37183,0.381,13,1,2,0,1,1
29908,3.244,14,3,1,2,2,2
53487,3.273,15,0,3,2,3,2
41362,1.309,16,4,2,1,1,2
88311,1.194,17,1,0,1,3,0
60752,3.085,18,2,3,2,1,1
45332,1.218,19,1,2,1,3,1
41362,3.227,2,1,2,2,2,2
16308,3.151,20,2,0,2,3,2
41362,3.282,21,1,2,2,3,2
181625,0.355,22,3,2,0,1,0
20719,0.369,23,3,1,0,3,1
19468,0.442,24,0,1,0,0,2
31313,3.304,25,3,1,2,3,1
16892,1.211,26,4,0,1,3,1
132950,3.123,27,2,1,2,2,0
29908,1.258,28,1,1,1,1,2
20719,0.366,29,2,1,0,0,1
60752,1.265,3,3,3,1,0,1
20719,0.385,30,1,1,0,2,1
60752,1.261,31,4,3,1,3,1
238568,0.335,32,4,3,0,1,0
53487,1.419,33,4,3,1,2,2
16308,3.239,34,4,0,2,2,2
198573,1.19,35,1,2,1,0,0
251763,1.122,36,1,3,1,0,0
41362,3.163,37,0,2,2,0,2
132950,1.179,38,4,1,1,1,0
49785,0.459,39,0,3,0,0,2
181625,0.346,4,2,2,0,1,0
60752,3.186,40,0,3,2,0,1
53487,1.318,41,1,3,1,0,2
31313,1.21,42,3,1,1,2,1
37183,0.399,43,1,2,0,2,1
198573,1.23,44,2,2,1,2,0
53487,3.363,45,1,3,2,1,2
16308,3.279,46,0,0,2,2,2
19468,0.419,47,2,1,0,2,2
60752,1.133,48,3,3,1,2,1
45332,3.083,49,4,2,2,3,1
37183,0.418,5,0,2,0,3,1
132950,3.095,50,0,1,2,0,0
45332,1.177,51,3,2,1,1,1
20719,0.377,52,0,1,0,0,1
31313,3.125,53,3,1,2,2,1
16892,3.121,54,0,0,2,2,1
16308,3.052,55,3,0,2,0,2
198573,1.235,56,1,2,1,2,0
16308,3.07,57,0,0,2,3,2
19468,0.417,58,1,1,0,2,2
251763,3.008,59,3,3,2,0,0
198573,1.203,6,3,2,1,3,0
132950,3.122,60,3,1,2,2,0
16892,1.151,61,3,0,1,1,1
60752,3.092,62,2,3,2,2,1
198573,3.076,63,0,2,2,0,0
19468,0.414,64,4,1,0,0,2
45332,3.071,65,3,2,2,0,1
20719,0.389,66,3,1,0,0,1
198573,3.144,67,2,2,2,2,0
41362,3.166,68,4,2,2,3,2
41362,1.329,69,2,2,1,2,2
45332,3.103,7,2,2,2,0,1
31313,1.21,70,1,1,1,1,1
31313,1.187,71,0,1,1,2,1
9545,0.38,72,4,0,0,2,1
16308,1.288,73,2,0,1,3,2
55604,0.386,74,1,3,0,0,1
79904,0.359,75,2,0,0,1,0
55604,0.363,76,3,3,0,0,1
37183,0.409,77,0,2,0,1,1
60752,1.289,78,2,3,1,2,1
117636,0.426,79,3,1,0,0,0
88311,1.271,8,4,0,1,1,0
117636,0.436,80,0,1,0,0,0
16308,1.36,81,0,0,1,0,2
79904,0.418,82,1,0,0,2,0
60752,3.207,83,2,3,2,0,1
45332,3.101,84,3,2,2,2,1
16892,3.065,85,0,0,2,0,1
88311,1.177,86,3,0,1,2,0
198573,3.092,87,2,2,2,1,0
41362,1.24,88,3,2,1,2,2
53487,1.316,89,4,3,1,0,2
41362,3.22,9,0,2,2,2,2
41362,1.272,90,4,2,1,2,2
9545,0.355,91,2,0,0,1,1
132950,1.222,92,4,1,1,0,0
19468,0.426,93,4,1,0,1,2
49785,0.481,94,1,3,0,3,2
16308,1.275,95,3,0,1,1,2
8940,0.428,96,3,0,0,3,2
53487,3.582,97,0,3,2,1,2
60752,3.146,98,0,3,2,1,1
45332,1.205,99,2,2,1,3,1
