size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
36431,0.223,0,4,2,2,0,0
27656,0.115,1,0,0,1,2,0
27656,0.127,10,1,0,1,1,0
22045,0.226,11,2,1,2,1,1
22506,0.215,12,1,0,2,0,2
24975,0.081,13,1,2,0,1,1
21953,0.226,14,3,1,2,2,2
23142,0.23,15,0,3,2,3,2
23455,0.115,16,4,2,1,1,2
27656,0.123,17,1,0,1,3,0
23167,0.273,18,2,3,2,1,1
23459,0.144,19,1,2,1,3,1
23455,0.266,2,1,2,2,2,2
22506,0.262,20,2,0,2,3,2
23455,0.244,21,1,2,2,3,2
35148,0.081,22,3,2,0,1,0
17825,0.099,23,3,1,0,3,1
17643,0.091,24,0,1,0,0,2
22045,0.247,25,3,1,2,3,1
22683,0.113,26,4,0,1,3,1
30814,0.235,27,2,1,2,2,0
21953,0.108,28,1,1,1,1,2
17825,0.091,29,2,1,0,0,1
23167,0.131,3,3,3,1,0,1
17825,0.094,30,1,1,0,2,1
23167,0.128,31,4,3,1,3,1
36750,0.089,32,4,3,0,1,0
23142,0.115,33,4,3,1,2,2
22506,0.255,34,4,0,2,2,2
36431,0.121,35,1,2,1,0,0
36429,0.124,36,1,3,1,0,0
23455,0.261,37,0,2,2,0,2
30814,0.135,38,4,1,1,1,0
24888,0.07,39,0,3,0,0,2
35148,0.08,4,2,2,0,1,0
23167,0.24,40,0,3,2,0,1
23142,0.13,41,1,3,1,0,2
22045,0.137,42,3,1,1,2,1
24975,0.093,43,1,2,0,2,1
36431,0.12,44,2,2,1,2,0
23142,0.265,45,1,3,2,1,2
22506,0.237,46,0,0,2,2,2
17643,0.091,47,2,1,0,2,2
23167,0.128,48,3,3,1,2,1
23459,0.26,49,4,2,2,3,1
24975,0.079,5,0,2,0,3,1
30814,0.26,50,0,1,2,0,0
23459,0.101,51,3,2,1,1,1
17825,0.07,52,0,1,0,0,1
22045,0.24,53,3,1,2,2,1
22683,0.25,54,0,0,2,2,1
22506,0.26,55,3,0,2,0,2
36431,0.123,56,1,2,1,2,0
22506,0.223,57,0,0,2,3,2
17643,0.09,58,1,1,0,2,2
36429,0.257,59,3,3,2,0,0
36431,0.116,6,3,2,1,3,0
30814,0.251,60,3,1,2,2,0
22683,0.126,61,3,0,1,1,1
23167,0.256,62,2,3,2,2,1
36431,0.248,63,0,2,2,0,0
17643,0.085,64,4,1,0,0,2
23459,0.248,65,3,2,2,0,1
17825,0.093,66,3,1,0,0,1
36431,0.233,67,2,2,2,2,0
23455,0.248,68,4,2,2,3,2
23455,0.134,69,2,2,1,2,2
23459,0.276,7,2,2,2,0,1
22045,0.121,70,1,1,1,1,1
22045,0.13,71,0,1,1,2,1
13969,0.072,72,4,0,0,2,1
22506,0.129,73,2,0,1,3,2
24894,0.093,74,1,3,0,0,1
14544,0.076,75,2,0,0,1,0
24894,0.091,76,3,3,0,0,1
24975,0.093,77,0,2,0,1,1
23167,0.128,78,2,3,1,2,1
21076,0.074,79,3,1,0,0,0
27656,0.128,8,4,0,1,1,0
21076,0.074,80,0,1,0,0,0
22506,0.156,81,0,0,1,0,2
14544,0.072,82,1,0,0,2,0
23167,0.248,83,2,3,2,0,1
23459,0.27,84,3,2,2,2,1
22683,0.233,85,0,0,2,0,1
27656,0.115,86,3,0,1,2,0
36431,0.252,87,2,2,2,1,0
23455,0.123,88,3,2,1,2,2
23142,0.133,89,4,3,1,0,2
23455,0.271,9,0,2,2,2,2
23455,0.124,90,4,2,1,2,2
13969,0.063,91,2,0,0,1,1
30814,0.135,92,4,1,1,0,0
17643,0.112,93,4,1,0,1,2
24888,0.084,94,1,3,0,3,2
22506,0.12,95,3,0,1,1,2
13711,0.097,96,3,0,0,3,2
23142,0.256,97,0,3,2,1,2
23167,0.263,98,0,3,2,1,1
23459,0.117,99,2,2,1,3,1
