size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
419214,2.405,0,4,2,2,0,0
243439,0.934,1,0,0,1,2,0
243439,0.889,10,1,0,1,1,0
234885,2.462,11,2,1,2,1,1
162374,2.422,12,1,0,2,0,2
258529,0.374,13,1,2,0,1,1
231986,2.606,14,3,1,2,2,2
237212,2.523,15,0,3,2,3,2
241614,1.081,16,4,2,1,1,2
243439,0.895,17,1,0,1,3,0
238296,2.395,18,2,3,2,1,1
242447,0.994,19,1,2,1,3,1
241614,2.55,2,1,2,2,2,2
162374,2.475,20,2,0,2,3,2
241614,2.618,21,1,2,2,3,2
391980,0.376,22,3,2,0,1,0
182646,0.385,23,3,1,0,3,1
176973,0.595,24,0,1,0,0,2
234885,2.526,25,3,1,2,3,1
164517,0.949,26,4,0,1,3,1
345418,2.455,27,2,1,2,2,0
231986,1.06,28,1,1,1,1,2
182646,0.37,29,2,1,0,0,1
238296,0.969,3,3,3,1,0,1
182646,0.419,30,1,1,0,2,1
238296,0.965,31,4,3,1,3,1
428261,0.312,32,4,3,0,1,0
237212,1.146,33,4,3,1,2,2
162374,2.59,34,4,0,2,2,2
419214,0.951,35,1,2,1,0,0
427731,0.909,36,1,3,1,0,0
241614,2.617,37,0,2,2,0,2
345418,0.916,38,4,1,1,1,0
261611,0.4,39,0,3,0,0,2
391980,0.357,4,2,2,0,1,0
238296,2.477,40,0,3,2,0,1
237212,1.021,41,1,3,1,0,2
234885,1.006,42,3,1,1,2,1
258529,0.44,43,1,2,0,2,1
419214,1.014,44,2,2,1,2,0
237212,2.595,45,1,3,2,1,2
162374,2.505,46,0,0,2,2,2
176973,0.64,47,2,1,0,2,2
238296,0.974,48,3,3,1,2,1
242447,2.603,49,4,2,2,3,1
258529,0.41,5,0,2,0,3,1
345418,2.54,50,0,1,2,0,0
242447,0.964,51,3,2,1,1,1
182646,0.352,52,0,1,0,0,1
234885,2.495,53,3,1,2,2,1
164517,2.403,54,0,0,2,2,1
162374,2.477,55,3,0,2,0,2
419214,0.948,56,1,2,1,2,0
162374,2.475,57,0,0,2,3,2
176973,0.625,58,1,1,0,2,2
427731,2.466,59,3,3,2,0,0
419214,0.964,6,3,2,1,3,0
345418,2.412,60,3,1,2,2,0
164517,0.917,61,3,0,1,1,1
238296,2.487,62,2,3,2,2,1
419214,2.407,63,0,2,2,0,0
176973,0.614,64,4,1,0,0,2
242447,2.521,65,3,2,2,0,1
182646,0.375,66,3,1,0,0,1
419214,2.415,67,2,2,2,2,0
241614,2.521,68,4,2,2,3,2
241614,1.071,69,2,2,1,2,2
242447,2.513,7,2,2,2,0,1
234885,0.975,70,1,1,1,1,1
234885,0.977,71,0,1,1,2,1
97153,0.376,72,4,0,0,2,1
162374,1.013,73,2,0,1,3,2
262784,0.346,74,1,3,0,0,1
139908,0.334,75,2,0,0,1,0
262784,0.38,76,3,3,0,0,1
258529,0.402,77,0,2,0,1,1
238296,1.017,78,2,3,1,2,1
231122,0.35,79,3,1,0,0,0
243439,0.96,8,4,0,1,1,0
231122,0.345,80,0,1,0,0,0
162374,1.032,81,0,0,1,0,2
139908,0.338,82,1,0,0,2,0
238296,2.506,83,2,3,2,0,1
242447,2.459,84,3,2,2,2,1
164517,2.415,85,0,0,2,0,1
243439,0.949,86,3,0,1,2,0
419214,2.451,87,2,2,2,1,0
241614,1.069,88,3,2,1,2,2
237212,0.993,89,4,3,1,0,2
241614,2.625,9,0,2,2,2,2
241614,1.112,90,4,2,1,2,2
97153,0.328,91,2,0,0,1,1
345418,0.917,92,4,1,1,0,0
176973,0.566,93,4,1,0,1,2
261611,0.472,94,1,3,0,3,2
162374,1.044,95,3,0,1,1,2
93950,0.501,96,3,0,0,3,2
237212,2.596,97,0,3,2,1,2
238296,2.462,98,0,3,2,1,1
242447,1.007,99,2,2,1,3,1
