size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
517278,2.547,0,4,2,2,0,0
485504,0.99,1,0,0,1,2,0
485504,0.987,10,1,0,1,1,0
348468,2.721,11,2,1,2,1,1
375537,2.671,12,1,0,2,0,2
362870,0.339,13,1,2,0,1,1
348276,2.698,14,3,1,2,2,2
328400,2.633,15,0,3,2,3,2
332362,1.001,16,4,2,1,1,2
485504,1.013,17,1,0,1,3,0
329128,2.632,18,2,3,2,1,1
332393,1.009,19,1,2,1,3,1
332362,2.664,2,1,2,2,2,2
375537,2.694,20,2,0,2,3,2
332362,2.635,21,1,2,2,3,2
508165,0.325,22,3,2,0,1,0
326967,0.459,23,3,1,0,3,1
326152,0.487,24,0,1,0,0,2
348468,2.766,25,3,1,2,3,1
376582,1.034,26,4,0,1,3,1
510840,2.682,27,2,1,2,2,0
348276,1.033,28,1,1,1,1,2
326967,0.414,29,2,1,0,0,1
329128,1.008,3,3,3,1,0,1
326967,0.442,30,1,1,0,2,1
329128,1.087,31,4,3,1,3,1
520193,0.316,32,4,3,0,1,0
328400,1.086,33,4,3,1,2,2
375537,2.856,34,4,0,2,2,2
517278,0.913,35,1,2,1,0,0
517322,0.945,36,1,3,1,0,0
332362,2.609,37,0,2,2,0,2
510840,1.064,38,4,1,1,1,0
360954,0.4,39,0,3,0,0,2
508165,0.302,4,2,2,0,1,0
329128,2.691,40,0,3,2,0,1
328400,1.028,41,1,3,1,0,2
348468,1.076,42,3,1,1,2,1
362870,0.35,43,1,2,0,2,1
517278,0.954,44,2,2,1,2,0
328400,2.703,45,1,3,2,1,2
375537,2.677,46,0,0,2,2,2
326152,0.483,47,2,1,0,2,2
329128,1.022,48,3,3,1,2,1
332393,2.73,49,4,2,2,3,1
362870,0.372,5,0,2,0,3,1
510840,2.724,50,0,1,2,0,0
332393,0.961,51,3,2,1,1,1
326967,0.423,52,0,1,0,0,1
348468,2.784,53,3,1,2,2,1
376582,2.653,54,0,0,2,2,1
375537,2.667,55,3,0,2,0,2
517278,0.935,56,1,2,1,2,0
375537,2.669,57,0,0,2,3,2
326152,0.525,58,1,1,0,2,2
517322,2.546,59,3,3,2,0,0
517278,0.981,6,3,2,1,3,0
510840,2.613,60,3,1,2,2,0
376582,1.042,61,3,0,1,1,1
329128,2.625,62,2,3,2,2,1
517278,2.569,63,0,2,2,0,0
326152,0.531,64,4,1,0,0,2
332393,2.671,65,3,2,2,0,1
326967,0.448,66,3,1,0,0,1
517278,2.633,67,2,2,2,2,0
332362,2.628,68,4,2,2,3,2
332362,1.036,69,2,2,1,2,2
332393,2.631,7,2,2,2,0,1
348468,1.061,70,1,1,1,1,1
348468,1.077,71,0,1,1,2,1
267383,0.424,72,4,0,0,2,1
375537,1.1,73,2,0,1,3,2
361088,0.401,74,1,3,0,0,1
276936,0.375,75,2,0,0,1,0
361088,0.4,76,3,3,0,0,1
362870,0.353,77,0,2,0,1,1
329128,1.065,78,2,3,1,2,1
391318,0.391,79,3,1,0,0,0
485504,1.016,8,4,0,1,1,0
391318,0.426,80,0,1,0,0,0
375537,1.102,81,0,0,1,0,2
276936,0.401,82,1,0,0,2,0
329128,2.668,83,2,3,2,0,1
332393,2.592,84,3,2,2,2,1
376582,2.649,85,0,0,2,0,1
485504,1.0,86,3,0,1,2,0
517278,2.539,87,2,2,2,1,0
332362,0.996,88,3,2,1,2,2
328400,1.02,89,4,3,1,0,2
332362,2.663,9,0,2,2,2,2
332362,0.994,90,4,2,1,2,2
267383,0.408,91,2,0,0,1,1
510840,1.043,92,4,1,1,0,0
326152,0.501,93,4,1,0,1,2
360954,0.388,94,1,3,0,3,2
375537,1.143,95,3,0,1,1,2
264541,0.619,96,3,0,0,3,2
328400,2.704,97,0,3,2,1,2
329128,2.585,98,0,3,2,1,1
332393,1.005,99,2,2,1,3,1
