size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
351941,2.313,0,4,2,2,0,0
194843,0.914,1,0,0,1,2,0
194843,0.885,10,1,0,1,1,0
125336,2.33,11,2,1,2,1,1
120055,2.396,12,1,0,2,0,2
180159,0.395,13,1,2,0,1,1
121846,2.443,14,3,1,2,2,2
187882,2.623,15,0,3,2,3,2
176314,1.148,16,4,2,1,1,2
194843,0.895,17,1,0,1,3,0
194206,2.365,18,2,3,2,1,1
182520,0.942,19,1,2,1,3,1
176314,2.629,2,1,2,2,2,2
120055,2.408,20,2,0,2,3,2
176314,2.614,21,1,2,2,3,2
311641,0.333,22,3,2,0,1,0
95525,0.353,23,3,1,0,3,1
91885,0.485,24,0,1,0,0,2
125336,2.482,25,3,1,2,3,1
122491,0.91,26,4,0,1,3,1
220624,2.343,27,2,1,2,2,0
121846,0.97,28,1,1,1,1,2
95525,0.334,29,2,1,0,0,1
194206,0.961,3,3,3,1,0,1
95525,0.381,30,1,1,0,2,1
194206,0.943,31,4,3,1,3,1
403091,0.328,32,4,3,0,1,0
187882,1.308,33,4,3,1,2,2
120055,2.448,34,4,0,2,2,2
351941,0.9,35,1,2,1,0,0
412410,0.865,36,1,3,1,0,0
176314,2.611,37,0,2,2,0,2
220624,0.909,38,4,1,1,1,0
203976,0.487,39,0,3,0,0,2
311641,0.375,4,2,2,0,1,0
194206,2.463,40,0,3,2,0,1
187882,1.187,41,1,3,1,0,2
125336,0.973,42,3,1,1,2,1
180159,0.372,43,1,2,0,2,1
351941,0.998,44,2,2,1,2,0
187882,2.688,45,1,3,2,1,2
120055,2.427,46,0,0,2,2,2
91885,0.459,47,2,1,0,2,2
194206,0.935,48,3,3,1,2,1
182520,2.419,49,4,2,2,3,1
180159,0.364,5,0,2,0,3,1
220624,2.397,50,0,1,2,0,0
182520,0.973,51,3,2,1,1,1
95525,0.326,52,0,1,0,0,1
125336,2.437,53,3,1,2,2,1
122491,2.374,54,0,0,2,2,1
120055,2.464,55,3,0,2,0,2
351941,0.935,56,1,2,1,2,0
120055,2.429,57,0,0,2,3,2
91885,0.471,58,1,1,0,2,2
412410,2.321,59,3,3,2,0,0
351941,0.9,6,3,2,1,3,0
220624,2.336,60,3,1,2,2,0
122491,0.891,61,3,0,1,1,1
194206,2.328,62,2,3,2,2,1
351941,2.347,63,0,2,2,0,0
91885,0.449,64,4,1,0,0,2
182520,2.438,65,3,2,2,0,1
95525,0.334,66,3,1,0,0,1
351941,2.374,67,2,2,2,2,0
176314,2.597,68,4,2,2,3,2
176314,1.226,69,2,2,1,2,2
182520,2.37,7,2,2,2,0,1
125336,0.895,70,1,1,1,1,1
125336,1.001,71,0,1,1,2,1
77518,0.33,72,4,0,0,2,1
120055,1.031,73,2,0,1,3,2
208638,0.34,74,1,3,0,0,1
125476,0.32,75,2,0,0,1,0
208638,0.325,76,3,3,0,0,1
180159,0.398,77,0,2,0,1,1
194206,0.976,78,2,3,1,2,1
163436,0.364,79,3,1,0,0,0
194843,0.94,8,4,0,1,1,0
163436,0.316,80,0,1,0,0,0
120055,1.057,81,0,0,1,0,2
125476,0.37,82,1,0,0,2,0
194206,2.448,83,2,3,2,0,1
182520,2.38,84,3,2,2,2,1
122491,2.394,85,0,0,2,0,1
194843,0.902,86,3,0,1,2,0
351941,2.368,87,2,2,2,1,0
176314,1.171,88,3,2,1,2,2
187882,1.191,89,4,3,1,0,2
176314,2.653,9,0,2,2,2,2
176314,1.151,90,4,2,1,2,2
77518,0.344,91,2,0,0,1,1
220624,0.957,92,4,1,1,0,0
91885,0.456,93,4,1,0,1,2
203976,0.556,94,1,3,0,3,2
120055,1.036,95,3,0,1,1,2
74819,0.443,96,3,0,0,3,2
187882,2.684,97,0,3,2,1,2
194206,2.318,98,0,3,2,1,1
182520,0.965,99,2,2,1,3,1
