size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
25485,0.18,0,4,2,2,0,0
13369,0.077,1,0,0,1,2,0
13369,0.092,10,1,0,1,1,0
6858,0.177,11,2,1,2,1,1
7628,0.185,12,1,0,2,0,2
10028,0.057,13,1,2,0,1,1
6580,0.189,14,3,1,2,2,2
12523,0.23,15,0,3,2,3,2
11187,0.108,16,4,2,1,1,2
13369,0.115,17,1,0,1,3,0
12800,0.198,18,2,3,2,1,1
11527,0.086,19,1,2,1,3,1
11187,0.215,2,1,2,2,2,2
7628,0.195,20,2,0,2,3,2
11187,0.189,21,1,2,2,3,2
21655,0.068,22,3,2,0,1,0
4399,0.058,23,3,1,0,3,1
4083,0.072,24,0,1,0,0,2
6858,0.164,25,3,1,2,3,1
7831,0.069,26,4,0,1,3,1
15014,0.211,27,2,1,2,2,0
6580,0.1,28,1,1,1,1,2
4399,0.053,29,2,1,0,0,1
12800,0.095,3,3,3,1,0,1
4399,0.057,30,1,1,0,2,1
12800,0.114,31,4,3,1,3,1
29278,0.062,32,4,3,0,1,0
12523,0.121,33,4,3,1,2,2
7628,0.231,34,4,0,2,2,2
25485,0.096,35,1,2,1,0,0
30314,0.091,36,1,3,1,0,0
11187,0.226,37,0,2,2,0,2
15014,0.106,38,4,1,1,1,0
12894,0.08,39,0,3,0,0,2
21655,0.061,4,2,2,0,1,0
12800,0.2,40,0,3,2,0,1
12523,0.105,41,1,3,1,0,2
6858,0.101,42,3,1,1,2,1
10028,0.05,43,1,2,0,2,1
25485,0.098,44,2,2,1,2,0
12523,0.221,45,1,3,2,1,2
7628,0.194,46,0,0,2,2,2
4083,0.062,47,2,1,0,2,2
12800,0.091,48,3,3,1,2,1
11527,0.201,49,4,2,2,3,1
10028,0.06,5,0,2,0,3,1
15014,0.174,50,0,1,2,0,0
11527,0.097,51,3,2,1,1,1
4399,0.062,52,0,1,0,0,1
6858,0.21,53,3,1,2,2,1
7831,0.213,54,0,0,2,2,1
7628,0.184,55,3,0,2,0,2
25485,0.111,56,1,2,1,2,0
7628,0.187,57,0,0,2,3,2
4083,0.071,58,1,1,0,2,2
30314,0.192,59,3,3,2,0,0
25485,0.09,6,3,2,1,3,0
15014,0.212,60,3,1,2,2,0
7831,0.106,61,3,0,1,1,1
12800,0.208,62,2,3,2,2,1
25485,0.213,63,0,2,2,0,0
4083,0.063,64,4,1,0,0,2
11527,0.177,65,3,2,2,0,1
4399,0.066,66,3,1,0,0,1
25485,0.212,67,2,2,2,2,0
11187,0.227,68,4,2,2,3,2
11187,0.126,69,2,2,1,2,2
11527,0.213,7,2,2,2,0,1
6858,0.085,70,1,1,1,1,1
6858,0.1,71,0,1,1,2,1
4136,0.053,72,4,0,0,2,1
7628,0.103,73,2,0,1,3,2
13141,0.055,74,1,3,0,0,1
8763,0.064,75,2,0,0,1,0
13141,0.07,76,3,3,0,0,1
10028,0.05,77,0,2,0,1,1
12800,0.115,78,2,3,1,2,1
11868,0.067,79,3,1,0,0,0
13369,0.127,8,4,0,1,1,0
11868,0.049,80,0,1,0,0,0
7628,0.109,81,0,0,1,0,2
8763,0.063,82,1,0,0,2,0
12800,0.216,83,2,3,2,0,1
11527,0.202,84,3,2,2,2,1
7831,0.193,85,0,0,2,0,1
13369,0.103,86,3,0,1,2,0
25485,0.192,87,2,2,2,1,0
11187,0.117,88,3,2,1,2,2
12523,0.14,89,4,3,1,0,2
11187,0.229,9,0,2,2,2,2
11187,0.105,90,4,2,1,2,2
4136,0.071,91,2,0,0,1,1
15014,0.095,92,4,1,1,0,0
4083,0.071,93,4,1,0,1,2
12894,0.062,94,1,3,0,3,2
7628,0.108,95,3,0,1,1,2
3900,0.071,96,3,0,0,3,2
12523,0.191,97,0,3,2,1,2
12800,0.213,98,0,3,2,1,1
11527,0.083,99,2,2,1,3,1
