size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
441166,2.407,0,4,2,2,0,0
379569,1.034,1,0,0,1,2,0
379569,0.932,10,1,0,1,1,0
299395,2.564,11,2,1,2,1,1
285073,2.536,12,1,0,2,0,2
319499,0.32,13,1,2,0,1,1
299194,2.537,14,3,1,2,2,2
292329,2.425,15,0,3,2,3,2
291874,0.924,16,4,2,1,1,2
379569,0.943,17,1,0,1,3,0
292672,2.425,18,2,3,2,1,1
292132,0.932,19,1,2,1,3,1
291874,2.513,2,1,2,2,2,2
285073,2.501,20,2,0,2,3,2
291874,2.441,21,1,2,2,3,2
438809,0.302,22,3,2,0,1,0
306221,0.452,23,3,1,0,3,1
305973,0.437,24,0,1,0,0,2
299395,2.636,25,3,1,2,3,1
286509,0.956,26,4,0,1,3,1
440179,2.49,27,2,1,2,2,0
299194,0.999,28,1,1,1,1,2
306221,0.407,29,2,1,0,0,1
292672,1.019,3,3,3,1,0,1
306221,0.452,30,1,1,0,2,1
292672,0.995,31,4,3,1,3,1
444331,0.309,32,4,3,0,1,0
292329,0.978,33,4,3,1,2,2
285073,2.587,34,4,0,2,2,2
441166,0.865,35,1,2,1,0,0
442442,0.887,36,1,3,1,0,0
291874,2.418,37,0,2,2,0,2
440179,0.94,38,4,1,1,1,0
322062,0.358,39,0,3,0,0,2
438809,0.289,4,2,2,0,1,0
292672,2.492,40,0,3,2,0,1
292329,1.002,41,1,3,1,0,2
299395,0.999,42,3,1,1,2,1
319499,0.375,43,1,2,0,2,1
441166,0.953,44,2,2,1,2,0
292329,2.501,45,1,3,2,1,2
285073,2.497,46,0,0,2,2,2
305973,0.411,47,2,1,0,2,2
292672,0.944,48,3,3,1,2,1
292132,2.456,49,4,2,2,3,1
319499,0.355,5,0,2,0,3,1
440179,2.426,50,0,1,2,0,0
292132,0.908,51,3,2,1,1,1
306221,0.362,52,0,1,0,0,1
299395,2.541,53,3,1,2,2,1
286509,2.468,54,0,0,2,2,1
285073,2.477,55,3,0,2,0,2
441166,0.988,56,1,2,1,2,0
285073,2.491,57,0,0,2,3,2
305973,0.437,58,1,1,0,2,2
442442,2.389,59,3,3,2,0,0
441166,0.895,6,3,2,1,3,0
440179,2.462,60,3,1,2,2,0
286509,0.958,61,3,0,1,1,1
292672,2.442,62,2,3,2,2,1
441166,2.364,63,0,2,2,0,0
305973,0.427,64,4,1,0,0,2
292132,2.484,65,3,2,2,0,1
306221,0.399,66,3,1,0,0,1
441166,2.388,67,2,2,2,2,0
291874,2.436,68,4,2,2,3,2
291874,0.918,69,2,2,1,2,2
292132,2.406,7,2,2,2,0,1
299395,0.94,70,1,1,1,1,1
299395,1.035,71,0,1,1,2,1
209680,0.387,72,4,0,0,2,1
285073,0.981,73,2,0,1,3,2
322300,0.345,74,1,3,0,0,1
223847,0.352,75,2,0,0,1,0
322300,0.377,76,3,3,0,0,1
319499,0.369,77,0,2,0,1,1
292672,1.035,78,2,3,1,2,1
369521,0.389,79,3,1,0,0,0
379569,1.079,8,4,0,1,1,0
369521,0.393,80,0,1,0,0,0
285073,1.027,81,0,0,1,0,2
223847,0.366,82,1,0,0,2,0
292672,2.47,83,2,3,2,0,1
292132,2.433,84,3,2,2,2,1
286509,2.424,85,0,0,2,0,1
379569,0.95,86,3,0,1,2,0
441166,2.353,87,2,2,2,1,0
291874,0.895,88,3,2,1,2,2
292329,0.946,89,4,3,1,0,2
291874,2.447,9,0,2,2,2,2
291874,1.087,90,4,2,1,2,2
209680,0.351,91,2,0,0,1,1
440179,0.99,92,4,1,1,0,0
305973,0.404,93,4,1,0,1,2
322062,0.376,94,1,3,0,3,2
285073,1.072,95,3,0,1,1,2
205724,0.513,96,3,0,0,3,2
292329,2.503,97,0,3,2,1,2
292672,2.422,98,0,3,2,1,1
292132,0.948,99,2,2,1,3,1
