size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
2124885,18.202,0,4,2,2,0,0
1017015,6.016,1,0,0,1,2,0
1017015,6.074,10,1,0,1,1,0
782297,18.377,11,2,1,2,1,1
596940,18.496,12,1,0,2,0,2
1022825,1.649,13,1,2,0,1,1
758542,19.169,14,3,1,2,2,2
1043656,19.841,15,0,3,2,3,2
993559,7.673,16,4,2,1,1,2
1017015,6.166,17,1,0,1,3,0
1078108,18.224,18,2,3,2,1,1
1028996,6.466,19,1,2,1,3,1
993559,19.82,2,1,2,2,2,2
596940,18.734,20,2,0,2,3,2
993559,19.94,21,1,2,2,3,2
1915727,1.552,22,3,2,0,1,0
604073,1.573,23,3,1,0,3,1
579496,2.278,24,0,1,0,0,2
782297,18.628,25,3,1,2,3,1
609159,6.105,26,4,0,1,3,1
1452856,18.39,27,2,1,2,2,0
758542,6.853,28,1,1,1,1,2
604073,1.477,29,2,1,0,0,1
1078108,6.089,3,3,3,1,0,1
604073,1.463,30,1,1,0,2,1
1078108,6.202,31,4,3,1,3,1
2416524,1.096,32,4,3,0,1,0
1043656,7.674,33,4,3,1,2,2
596940,18.674,34,4,0,2,2,2
2124885,6.171,35,1,2,1,0,0
2453559,5.741,36,1,3,1,0,0
993559,19.733,37,0,2,2,0,2
1452856,6.199,38,4,1,1,1,0
1151905,2.274,39,0,3,0,0,2
1915727,1.519,4,2,2,0,1,0
1078108,18.333,40,0,3,2,0,1
1043656,7.422,41,1,3,1,0,2
782297,6.337,42,3,1,1,2,1
1022825,1.635,43,1,2,0,2,1
2124885,6.384,44,2,2,1,2,0
1043656,19.715,45,1,3,2,1,2
596940,18.652,46,0,0,2,2,2
579496,2.23,47,2,1,0,2,2
1078108,6.109,48,3,3,1,2,1
1028996,18.471,49,4,2,2,3,1
1022825,1.693,5,0,2,0,3,1
1452856,18.396,50,0,1,2,0,0
1028996,6.344,51,3,2,1,1,1
604073,1.454,52,0,1,0,0,1
782297,18.569,53,3,1,2,2,1
609159,18.207,54,0,0,2,2,1
596940,18.513,55,3,0,2,0,2
2124885,6.221,56,1,2,1,2,0
596940,18.597,57,0,0,2,3,2
579496,2.274,58,1,1,0,2,2
2453559,17.802,59,3,3,2,0,0
2124885,6.201,6,3,2,1,3,0
1452856,18.315,60,3,1,2,2,0
609159,6.058,61,3,0,1,1,1
1078108,18.18,62,2,3,2,2,1
2124885,18.322,63,0,2,2,0,0
579496,2.183,64,4,1,0,0,2
1028996,18.528,65,3,2,2,0,1
604073,1.457,66,3,1,0,0,1
2124885,18.448,67,2,2,2,2,0
993559,19.616,68,4,2,2,3,2
993559,7.667,69,2,2,1,2,2
1028996,18.558,7,2,2,2,0,1
782297,6.331,70,1,1,1,1,1
782297,6.347,71,0,1,1,2,1
368231,1.38,72,4,0,0,2,1
596940,6.674,73,2,0,1,3,2
1172366,1.395,74,1,3,0,0,1
661361,1.282,75,2,0,0,1,0
1172366,1.383,76,3,3,0,0,1
1022825,1.655,77,0,2,0,1,1
1078108,6.043,78,2,3,1,2,1
1084730,1.381,79,3,1,0,0,0
1017015,6.14,8,4,0,1,1,0
1084730,1.349,80,0,1,0,0,0
596940,6.535,81,0,0,1,0,2
661361,1.341,82,1,0,0,2,0
1078108,18.361,83,2,3,2,0,1
1028996,18.436,84,3,2,2,2,1
609159,18.251,85,0,0,2,0,1
1017015,5.993,86,3,0,1,2,0
2124885,18.34,87,2,2,2,1,0
993559,7.496,88,3,2,1,2,2
1043656,7.715,89,4,3,1,0,2
993559,19.887,9,0,2,2,2,2
993559,7.682,90,4,2,1,2,2
368231,1.422,91,2,0,0,1,1
1452856,6.235,92,4,1,1,0,0
579496,2.168,93,4,1,0,1,2
1151905,2.422,94,1,3,0,3,2
596940,6.493,95,3,0,1,1,2
353826,1.939,96,3,0,0,3,2
1043656,19.812,97,0,3,2,1,2
1078108,18.367,98,0,3,2,1,1
1028996,6.458,99,2,2,1,3,1
