size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
601253,4.346,0,4,2,2,0,0
255313,1.635,1,0,0,1,2,0
255313,1.585,10,1,0,1,1,0
239853,4.231,11,2,1,2,1,1
145648,4.228,12,1,0,2,0,2
299081,0.531,13,1,2,0,1,1
234959,4.372,14,3,1,2,2,2
299060,4.38,15,0,3,2,3,2
299472,1.833,16,4,2,1,1,2
255313,1.599,17,1,0,1,3,0
304909,4.183,18,2,3,2,1,1
304805,1.703,19,1,2,1,3,1
299472,4.472,2,1,2,2,2,2
145648,4.254,20,2,0,2,3,2
299472,4.482,21,1,2,2,3,2
536223,0.501,22,3,2,0,1,0
168523,0.52,23,3,1,0,3,1
162364,0.697,24,0,1,0,0,2
239853,4.361,25,3,1,2,3,1
148190,1.586,26,4,0,1,3,1
436244,4.232,27,2,1,2,2,0
234959,1.716,28,1,1,1,1,2
168523,0.506,29,2,1,0,0,1
304909,1.571,3,3,3,1,0,1
168523,0.537,30,1,1,0,2,1
304909,1.629,31,4,3,1,3,1
640071,0.413,32,4,3,0,1,0
299060,1.915,33,4,3,1,2,2
145648,4.305,34,4,0,2,2,2
601253,1.597,35,1,2,1,0,0
647196,1.503,36,1,3,1,0,0
299472,4.438,37,0,2,2,0,2
436244,1.553,38,4,1,1,1,0
321596,0.578,39,0,3,0,0,2
536223,0.502,4,2,2,0,1,0
304909,4.303,40,0,3,2,0,1
299060,1.757,41,1,3,1,0,2
239853,1.612,42,3,1,1,2,1
299081,0.56,43,1,2,0,2,1
601253,1.689,44,2,2,1,2,0
299060,4.529,45,1,3,2,1,2
145648,4.269,46,0,0,2,2,2
162364,0.711,47,2,1,0,2,2
304909,1.667,48,3,3,1,2,1
304805,4.357,49,4,2,2,3,1
299081,0.573,5,0,2,0,3,1
436244,4.251,50,0,1,2,0,0
304805,1.608,51,3,2,1,1,1
168523,0.504,52,0,1,0,0,1
239853,4.455,53,3,1,2,2,1
148190,4.196,54,0,0,2,2,1
145648,4.243,55,3,0,2,0,2
601253,1.6,56,1,2,1,2,0
145648,4.314,57,0,0,2,3,2
162364,0.71,58,1,1,0,2,2
647196,4.221,59,3,3,2,0,0
601253,1.607,6,3,2,1,3,0
436244,4.241,60,3,1,2,2,0
148190,1.552,61,3,0,1,1,1
304909,4.151,62,2,3,2,2,1
601253,4.221,63,0,2,2,0,0
162364,0.667,64,4,1,0,0,2
304805,4.342,65,3,2,2,0,1
168523,0.472,66,3,1,0,0,1
601253,4.19,67,2,2,2,2,0
299472,4.459,68,4,2,2,3,2
299472,1.797,69,2,2,1,2,2
304805,4.263,7,2,2,2,0,1
239853,1.646,70,1,1,1,1,1
239853,1.631,71,0,1,1,2,1
78437,0.487,72,4,0,0,2,1
145648,1.716,73,2,0,1,3,2
324856,0.467,74,1,3,0,0,1
159536,0.445,75,2,0,0,1,0
324856,0.443,76,3,3,0,0,1
299081,0.55,77,0,2,0,1,1
304909,1.642,78,2,3,1,2,1
308986,0.473,79,3,1,0,0,0
255313,1.706,8,4,0,1,1,0
308986,0.462,80,0,1,0,0,0
145648,1.784,81,0,0,1,0,2
159536,0.477,82,1,0,0,2,0
304909,4.348,83,2,3,2,0,1
304805,4.264,84,3,2,2,2,1
148190,4.132,85,0,0,2,0,1
255313,1.563,86,3,0,1,2,0
601253,4.215,87,2,2,2,1,0
299472,1.826,88,3,2,1,2,2
299060,1.733,89,4,3,1,0,2
299472,4.521,9,0,2,2,2,2
299472,1.835,90,4,2,1,2,2
78437,0.452,91,2,0,0,1,1
436244,1.581,92,4,1,1,0,0
162364,0.697,93,4,1,0,1,2
321596,0.669,94,1,3,0,3,2
145648,1.673,95,3,0,1,1,2
75189,0.591,96,3,0,0,3,2
299060,4.4,97,0,3,2,1,2
304909,4.101,98,0,3,2,1,1
304805,1.697,99,2,2,1,3,1
