size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
398266,3.926,0,4,2,2,0,0
200639,1.394,1,0,0,1,2,0
200639,1.385,10,1,0,1,1,0
178716,3.901,11,2,1,2,1,1
133264,3.914,12,1,0,2,0,2
215274,0.479,13,1,2,0,1,1
174125,3.993,14,3,1,2,2,2
220682,4.122,15,0,3,2,3,2
217410,1.602,16,4,2,1,1,2
200639,1.43,17,1,0,1,3,0
225768,3.886,18,2,3,2,1,1
222359,1.468,19,1,2,1,3,1
217410,4.123,2,1,2,2,2,2
133264,3.958,20,2,0,2,3,2
217410,4.083,21,1,2,2,3,2
346252,0.454,22,3,2,0,1,0
131646,0.463,23,3,1,0,3,1
126075,0.658,24,0,1,0,0,2
178716,4.088,25,3,1,2,3,1
135437,1.42,26,4,0,1,3,1
270952,3.877,27,2,1,2,2,0
174125,1.561,28,1,1,1,1,2
131646,0.455,29,2,1,0,0,1
225768,1.482,3,3,3,1,0,1
131646,0.474,30,1,1,0,2,1
225768,1.504,31,4,3,1,3,1
431123,0.429,32,4,3,0,1,0
220682,1.703,33,4,3,1,2,2
133264,4.049,34,4,0,2,2,2
398266,1.399,35,1,2,1,0,0
441536,1.387,36,1,3,1,0,0
217410,4.096,37,0,2,2,0,2
270952,1.373,38,4,1,1,1,0
235378,0.581,39,0,3,0,0,2
346252,0.438,4,2,2,0,1,0
225768,4.047,40,0,3,2,0,1
220682,1.59,41,1,3,1,0,2
178716,1.448,42,3,1,1,2,1
215274,0.504,43,1,2,0,2,1
398266,1.513,44,2,2,1,2,0
220682,4.169,45,1,3,2,1,2
133264,3.912,46,0,0,2,2,2
126075,0.632,47,2,1,0,2,2
225768,1.395,48,3,3,1,2,1
222359,3.894,49,4,2,2,3,1
215274,0.515,5,0,2,0,3,1
270952,3.96,50,0,1,2,0,0
222359,1.389,51,3,2,1,1,1
131646,0.471,52,0,1,0,0,1
178716,3.964,53,3,1,2,2,1
135437,3.872,54,0,0,2,2,1
133264,3.897,55,3,0,2,0,2
398266,1.415,56,1,2,1,2,0
133264,3.942,57,0,0,2,3,2
126075,0.596,58,1,1,0,2,2
441536,3.883,59,3,3,2,0,0
398266,1.419,6,3,2,1,3,0
270952,3.868,60,3,1,2,2,0
135437,1.402,61,3,0,1,1,1
225768,3.908,62,2,3,2,2,1
398266,3.859,63,0,2,2,0,0
126075,0.608,64,4,1,0,0,2
222359,3.969,65,3,2,2,0,1
131646,0.447,66,3,1,0,0,1
398266,3.878,67,2,2,2,2,0
217410,4.091,68,4,2,2,3,2
217410,1.628,69,2,2,1,2,2
222359,3.915,7,2,2,2,0,1
178716,1.432,70,1,1,1,1,1
178716,1.425,71,0,1,1,2,1
84968,0.436,72,4,0,0,2,1
133264,1.538,73,2,0,1,3,2
240039,0.452,74,1,3,0,0,1
126235,0.415,75,2,0,0,1,0
240039,0.449,76,3,3,0,0,1
215274,0.534,77,0,2,0,1,1
225768,1.514,78,2,3,1,2,1
186639,0.468,79,3,1,0,0,0
200639,1.462,8,4,0,1,1,0
186639,0.452,80,0,1,0,0,0
133264,1.561,81,0,0,1,0,2
126235,0.488,82,1,0,0,2,0
225768,4.04,83,2,3,2,0,1
222359,3.913,84,3,2,2,2,1
135437,3.835,85,0,0,2,0,1
200639,1.388,86,3,0,1,2,0
398266,3.889,87,2,2,2,1,0
217410,1.608,88,3,2,1,2,2
220682,1.58,89,4,3,1,0,2
217410,4.182,9,0,2,2,2,2
217410,1.62,90,4,2,1,2,2
84968,0.443,91,2,0,0,1,1
270952,1.449,92,4,1,1,0,0
126075,0.581,93,4,1,0,1,2
235378,0.633,94,1,3,0,3,2
133264,1.566,95,3,0,1,1,2
82258,0.585,96,3,0,0,3,2
220682,4.313,97,0,3,2,1,2
225768,3.877,98,0,3,2,1,1
222359,1.473,99,2,2,1,3,1
