size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
2987540,38.065,0,4,2,2,0,0
1633363,12.36,1,0,0,1,2,0
1633363,12.355,10,1,0,1,1,0
795183,37.845,11,2,1,2,1,1
779559,37.979,12,1,0,2,0,2
1641226,2.872,13,1,2,0,1,1
786181,38.298,14,3,1,2,2,2
1595077,43.421,15,0,3,2,3,2
1577869,15.938,16,4,2,1,1,2
1633363,12.581,17,1,0,1,3,0
1720309,37.707,18,2,3,2,1,1
1672097,12.982,19,1,2,1,3,1
1577869,41.403,2,1,2,2,2,2
779559,37.991,20,2,0,2,3,2
1577869,41.499,21,1,2,2,3,2
2616009,2.92,22,3,2,0,1,0
559815,2.774,23,3,1,0,3,1
549525,2.972,24,0,1,0,0,2
795183,37.837,25,3,1,2,3,1
785780,12.501,26,4,0,1,3,1
1734735,37.656,27,2,1,2,2,0
786181,12.796,28,1,1,1,1,2
559815,2.449,29,2,1,0,0,1
1720309,12.274,3,3,3,1,0,1
559815,2.699,30,1,1,0,2,1
1720309,12.296,31,4,3,1,3,1
3274926,1.978,32,4,3,0,1,0
1595077,17.873,33,4,3,1,2,2
779559,37.86,34,4,0,2,2,2
2987540,12.488,35,1,2,1,0,0
3373608,12.264,36,1,3,1,0,0
1577869,41.299,37,0,2,2,0,2
1734735,12.378,38,4,1,1,1,0
1719998,6.881,39,0,3,0,0,2
2616009,2.681,4,2,2,0,1,0
1720309,37.603,40,0,3,2,0,1
1595077,18.081,41,1,3,1,0,2
795183,12.563,42,3,1,1,2,1
1641226,2.951,43,1,2,0,2,1
2987540,12.646,44,2,2,1,2,0
1595077,43.222,45,1,3,2,1,2
779559,37.826,46,0,0,2,2,2
549525,2.948,47,2,1,0,2,2
1720309,12.368,48,3,3,1,2,1
1672097,38.413,49,4,2,2,3,1
1641226,2.991,5,0,2,0,3,1
1734735,37.753,50,0,1,2,0,0
1672097,12.814,51,3,2,1,1,1
559815,2.53,52,0,1,0,0,1
795183,37.87,53,3,1,2,2,1
785780,37.537,54,0,0,2,2,1
779559,37.742,55,3,0,2,0,2
2987540,12.662,56,1,2,1,2,0
779559,38.038,57,0,0,2,3,2
549525,2.998,58,1,1,0,2,2
3373608,36.889,59,3,3,2,0,0
2987540,12.663,6,3,2,1,3,0
1734735,37.735,60,3,1,2,2,0
785780,12.414,61,3,0,1,1,1
1720309,37.731,62,2,3,2,2,1
2987540,37.74,63,0,2,2,0,0
549525,2.991,64,4,1,0,0,2
1672097,37.921,65,3,2,2,0,1
559815,2.551,66,3,1,0,0,1
2987540,37.826,67,2,2,2,2,0
1577869,41.358,68,4,2,2,3,2
1577869,16.086,69,2,2,1,2,2
1672097,38.187,7,2,2,2,0,1
795183,12.365,70,1,1,1,1,1
795183,12.602,71,0,1,1,2,1
445490,2.469,72,4,0,0,2,1
779559,12.818,73,2,0,1,3,2
1837283,2.335,74,1,3,0,0,1
1113461,2.463,75,2,0,0,1,0
1837283,2.364,76,3,3,0,0,1
1641226,2.931,77,0,2,0,1,1
1720309,12.707,78,2,3,1,2,1
1316285,2.441,79,3,1,0,0,0
1633363,12.321,8,4,0,1,1,0
1316285,2.495,80,0,1,0,0,0
779559,12.58,81,0,0,1,0,2
1113461,2.485,82,1,0,0,2,0
1720309,37.759,83,2,3,2,0,1
1672097,38.198,84,3,2,2,2,1
785780,37.516,85,0,0,2,0,1
1633363,12.353,86,3,0,1,2,0
2987540,37.732,87,2,2,2,1,0
1577869,16.043,88,3,2,1,2,2
1595077,17.811,89,4,3,1,0,2
1577869,41.22,9,0,2,2,2,2
1577869,16.084,90,4,2,1,2,2
445490,2.521,91,2,0,0,1,1
1734735,12.363,92,4,1,1,0,0
549525,2.964,93,4,1,0,1,2
1719998,7.065,94,1,3,0,3,2
779559,12.666,95,3,0,1,1,2
439316,2.897,96,3,0,0,3,2
1595077,43.443,97,0,3,2,1,2
1720309,37.717,98,0,3,2,1,1
1672097,12.953,99,2,2,1,3,1
