size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
114992,0.672,0,4,2,2,0,0
47375,0.253,1,0,0,1,2,0
47375,0.279,10,1,0,1,1,0
36677,0.666,11,2,1,2,1,1
21192,0.707,12,1,0,2,0,2
52110,0.137,13,1,2,0,1,1
35531,0.747,14,3,1,2,2,2
53753,0.808,15,0,3,2,3,2
51231,0.356,16,4,2,1,1,2
47375,0.262,17,1,0,1,3,0
55950,0.721,18,2,3,2,1,1
52479,0.288,19,1,2,1,3,1
51231,0.732,2,1,2,2,2,2
21192,0.674,20,2,0,2,3,2
51231,0.752,21,1,2,2,3,2
103351,0.14,22,3,2,0,1,0
27711,0.128,23,3,1,0,3,1
26731,0.168,24,0,1,0,0,2
36677,0.695,25,3,1,2,3,1
21586,0.272,26,4,0,1,3,1
68360,0.709,27,2,1,2,2,0
35531,0.297,28,1,1,1,1,2
27711,0.13,29,2,1,0,0,1
55950,0.275,3,3,3,1,0,1
27711,0.141,30,1,1,0,2,1
55950,0.305,31,4,3,1,3,1
126474,0.125,32,4,3,0,1,0
53753,0.392,33,4,3,1,2,2
21192,0.697,34,4,0,2,2,2
114992,0.297,35,1,2,1,0,0
129734,0.276,36,1,3,1,0,0
51231,0.761,37,0,2,2,0,2
68360,0.324,38,4,1,1,1,0
57674,0.22,39,0,3,0,0,2
103351,0.152,4,2,2,0,1,0
55950,0.734,40,0,3,2,0,1
53753,0.415,41,1,3,1,0,2
36677,0.267,42,3,1,1,2,1
52110,0.128,43,1,2,0,2,1
114992,0.286,44,2,2,1,2,0
53753,0.762,45,1,3,2,1,2
21192,0.715,46,0,0,2,2,2
26731,0.15,47,2,1,0,2,2
55950,0.291,48,3,3,1,2,1
52479,0.677,49,4,2,2,3,1
52110,0.117,5,0,2,0,3,1
68360,0.7,50,0,1,2,0,0
52479,0.26,51,3,2,1,1,1
27711,0.135,52,0,1,0,0,1
36677,0.722,53,3,1,2,2,1
21586,0.659,54,0,0,2,2,1
21192,0.674,55,3,0,2,0,2
114992,0.301,56,1,2,1,2,0
21192,0.665,57,0,0,2,3,2
26731,0.166,58,1,1,0,2,2
129734,0.722,59,3,3,2,0,0
114992,0.316,6,3,2,1,3,0
68360,0.678,60,3,1,2,2,0
21586,0.292,61,3,0,1,1,1
55950,0.755,62,2,3,2,2,1
114992,0.715,63,0,2,2,0,0
26731,0.17,64,4,1,0,0,2
52479,0.682,65,3,2,2,0,1
27711,0.145,66,3,1,0,0,1
114992,0.696,67,2,2,2,2,0
51231,0.725,68,4,2,2,3,2
51231,0.351,69,2,2,1,2,2
52479,0.673,7,2,2,2,0,1
36677,0.253,70,1,1,1,1,1
36677,0.306,71,0,1,1,2,1
13032,0.125,72,4,0,0,2,1
21192,0.316,73,2,0,1,3,2
59398,0.151,74,1,3,0,0,1
33191,0.123,75,2,0,0,1,0
59398,0.14,76,3,3,0,0,1
52110,0.156,77,0,2,0,1,1
55950,0.327,78,2,3,1,2,1
50122,0.143,79,3,1,0,0,0
47375,0.301,8,4,0,1,1,0
50122,0.139,80,0,1,0,0,0
21192,0.314,81,0,0,1,0,2
33191,0.136,82,1,0,0,2,0
55950,0.771,83,2,3,2,0,1
52479,0.687,84,3,2,2,2,1
21586,0.66,85,0,0,2,0,1
47375,0.276,86,3,0,1,2,0
114992,0.708,87,2,2,2,1,0
51231,0.346,88,3,2,1,2,2
53753,0.388,89,4,3,1,0,2
51231,0.723,9,0,2,2,2,2
51231,0.355,90,4,2,1,2,2
13032,0.129,91,2,0,0,1,1
68360,0.291,92,4,1,1,0,0
26731,0.177,93,4,1,0,1,2
57674,0.209,94,1,3,0,3,2
21192,0.303,95,3,0,1,1,2
12679,0.155,96,3,0,0,3,2
53753,0.843,97,0,3,2,1,2
55950,0.704,98,0,3,2,1,1
52479,0.298,99,2,2,1,3,1
