size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
289489,3.148,0,4,2,2,0,0
185176,1.19,1,0,0,1,2,0
185176,1.191,10,1,0,1,1,0
90428,3.066,11,2,1,2,1,1
102479,3.112,12,1,0,2,0,2
118093,0.382,13,1,2,0,1,1
87542,3.147,14,3,1,2,2,2
128150,3.461,15,0,3,2,3,2
116021,1.337,16,4,2,1,1,2
185176,1.21,17,1,0,1,3,0
135578,3.146,18,2,3,2,1,1
120694,1.248,19,1,2,1,3,1
116021,3.252,2,1,2,2,2,2
102479,3.158,20,2,0,2,3,2
116021,3.283,21,1,2,2,3,2
262126,0.363,22,3,2,0,1,0
69143,0.398,23,3,1,0,3,1
66611,0.451,24,0,1,0,0,2
90428,3.206,25,3,1,2,3,1
104471,1.202,26,4,0,1,3,1
177079,3.108,27,2,1,2,2,0
87542,1.262,28,1,1,1,1,2
69143,0.406,29,2,1,0,0,1
135578,1.237,3,3,3,1,0,1
69143,0.405,30,1,1,0,2,1
135578,1.377,31,4,3,1,3,1
335922,0.4,32,4,3,0,1,0
128150,1.569,33,4,3,1,2,2
102479,3.181,34,4,0,2,2,2
289489,1.184,35,1,2,1,0,0
347121,1.218,36,1,3,1,0,0
116021,3.193,37,0,2,2,0,2
177079,1.185,38,4,1,1,1,0
134931,0.607,39,0,3,0,0,2
262126,0.387,4,2,2,0,1,0
135578,3.253,40,0,3,2,0,1
128150,1.484,41,1,3,1,0,2
90428,1.244,42,3,1,1,2,1
118093,0.443,43,1,2,0,2,1
289489,1.249,44,2,2,1,2,0
128150,3.411,45,1,3,2,1,2
102479,3.198,46,0,0,2,2,2
66611,0.463,47,2,1,0,2,2
135578,1.202,48,3,3,1,2,1
120694,3.169,49,4,2,2,3,1
118093,0.435,5,0,2,0,3,1
177079,3.149,50,0,1,2,0,0
120694,1.215,51,3,2,1,1,1
69143,0.403,52,0,1,0,0,1
90428,3.154,53,3,1,2,2,1
104471,3.074,54,0,0,2,2,1
102479,3.107,55,3,0,2,0,2
289489,1.25,56,1,2,1,2,0
102479,3.169,57,0,0,2,3,2
66611,0.484,58,1,1,0,2,2
347121,3.048,59,3,3,2,0,0
289489,1.215,6,3,2,1,3,0
177079,3.118,60,3,1,2,2,0
104471,1.173,61,3,0,1,1,1
135578,3.147,62,2,3,2,2,1
289489,3.064,63,0,2,2,0,0
66611,0.457,64,4,1,0,0,2
120694,3.099,65,3,2,2,0,1
69143,0.373,66,3,1,0,0,1
289489,3.156,67,2,2,2,2,0
116021,3.313,68,4,2,2,3,2
116021,1.349,69,2,2,1,2,2
120694,3.14,7,2,2,2,0,1
90428,1.169,70,1,1,1,1,1
90428,1.218,71,0,1,1,2,1
70663,0.386,72,4,0,0,2,1
102479,1.347,73,2,0,1,3,2
141695,0.421,74,1,3,0,0,1
126338,0.371,75,2,0,0,1,0
141695,0.392,76,3,3,0,0,1
118093,0.454,77,0,2,0,1,1
135578,1.351,78,2,3,1,2,1
134448,0.399,79,3,1,0,0,0
185176,1.276,8,4,0,1,1,0
134448,0.372,80,0,1,0,0,0
102479,1.343,81,0,0,1,0,2
126338,0.422,82,1,0,0,2,0
135578,3.324,83,2,3,2,0,1
120694,3.091,84,3,2,2,2,1
104471,3.119,85,0,0,2,0,1
185176,1.216,86,3,0,1,2,0
289489,3.115,87,2,2,2,1,0
116021,1.377,88,3,2,1,2,2
128150,1.464,89,4,3,1,0,2
116021,3.289,9,0,2,2,2,2
116021,1.413,90,4,2,1,2,2
70663,0.367,91,2,0,0,1,1
177079,1.264,92,4,1,1,0,0
66611,0.502,93,4,1,0,1,2
134931,0.667,94,1,3,0,3,2
102479,1.353,95,3,0,1,1,2
68558,0.466,96,3,0,0,3,2
128150,3.48,97,0,3,2,1,2
135578,3.104,98,0,3,2,1,1
120694,1.255,99,2,2,1,3,1
