size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
3212491,36.536,0,4,2,2,0,0
1601988,11.976,1,0,0,1,2,0
1601988,11.928,10,1,0,1,1,0
1165104,36.495,11,2,1,2,1,1
763721,36.684,12,1,0,2,0,2
1317249,3.006,13,1,2,0,1,1
1142957,37.087,14,3,1,2,2,2
1715590,39.58,15,0,3,2,3,2
1345857,13.821,16,4,2,1,1,2
1601988,12.096,17,1,0,1,3,0
1802645,36.101,18,2,3,2,1,1
1392646,12.492,19,1,2,1,3,1
1345857,38.095,2,1,2,2,2,2
763721,36.863,20,2,0,2,3,2
1345857,38.15,21,1,2,2,3,2
2851945,2.822,22,3,2,0,1,0
853459,2.805,23,3,1,0,3,1
827116,3.584,24,0,1,0,0,2
1165104,36.693,25,3,1,2,3,1
771538,12.125,26,4,0,1,3,1
2511013,36.346,27,2,1,2,2,0
1142957,12.705,28,1,1,1,1,2
853459,2.63,29,2,1,0,0,1
1802645,11.701,3,3,3,1,0,1
853459,2.72,30,1,1,0,2,1
1802645,11.797,31,4,3,1,3,1
3984698,1.893,32,4,3,0,1,0
1715590,15.03,33,4,3,1,2,2
763721,36.831,34,4,0,2,2,2
3212491,12.158,35,1,2,1,0,0
4116367,11.295,36,1,3,1,0,0
1345857,38.055,37,0,2,2,0,2
2511013,12.067,38,4,1,1,1,0
1817868,4.752,39,0,3,0,0,2
2851945,2.83,4,2,2,0,1,0
1802645,36.276,40,0,3,2,0,1
1715590,14.898,41,1,3,1,0,2
1165104,12.231,42,3,1,1,2,1
1317249,3.052,43,1,2,0,2,1
3212491,12.278,44,2,2,1,2,0
1715590,39.441,45,1,3,2,1,2
763721,36.821,46,0,0,2,2,2
827116,3.559,47,2,1,0,2,2
1802645,11.759,48,3,3,1,2,1
1392646,36.762,49,4,2,2,3,1
1317249,3.076,5,0,2,0,3,1
2511013,36.363,50,0,1,2,0,0
1392646,12.408,51,3,2,1,1,1
853459,2.621,52,0,1,0,0,1
1165104,36.648,53,3,1,2,2,1
771538,36.355,54,0,0,2,2,1
763721,36.662,55,3,0,2,0,2
3212491,12.223,56,1,2,1,2,0
763721,36.847,57,0,0,2,3,2
827116,3.553,58,1,1,0,2,2
4116367,36.038,59,3,3,2,0,0
3212491,12.271,6,3,2,1,3,0
2511013,36.406,60,3,1,2,2,0
771538,12.005,61,3,0,1,1,1
1802645,36.159,62,2,3,2,2,1
3212491,36.514,63,0,2,2,0,0
827116,3.482,64,4,1,0,0,2
1392646,36.794,65,3,2,2,0,1
853459,2.628,66,3,1,0,0,1
3212491,36.617,67,2,2,2,2,0
1345857,37.996,68,4,2,2,3,2
1345857,13.803,69,2,2,1,2,2
1392646,36.701,7,2,2,2,0,1
1165104,12.193,70,1,1,1,1,1
1165104,12.265,71,0,1,1,2,1
437262,2.576,72,4,0,0,2,1
763721,12.589,73,2,0,1,3,2
1892660,2.189,74,1,3,0,0,1
1126930,2.384,75,2,0,0,1,0
1892660,2.274,76,3,3,0,0,1
1317249,2.983,77,0,2,0,1,1
1802645,11.679,78,2,3,1,2,1
1909727,2.538,79,3,1,0,0,0
1601988,12.026,8,4,0,1,1,0
1909727,2.439,80,0,1,0,0,0
763721,12.451,81,0,0,1,0,2
1126930,2.408,82,1,0,0,2,0
1802645,36.2,83,2,3,2,0,1
1392646,36.734,84,3,2,2,2,1
771538,36.317,85,0,0,2,0,1
1601988,12.01,86,3,0,1,2,0
3212491,36.34,87,2,2,2,1,0
1345857,13.772,88,3,2,1,2,2
1715590,14.977,89,4,3,1,0,2
1345857,38.161,9,0,2,2,2,2
1345857,13.688,90,4,2,1,2,2
437262,2.472,91,2,0,0,1,1
2511013,12.13,92,4,1,1,0,0
827116,3.524,93,4,1,0,1,2
1817868,4.791,94,1,3,0,3,2
763721,12.505,95,3,0,1,1,2
427286,3.116,96,3,0,0,3,2
1715590,39.348,97,0,3,2,1,2
1802645,36.191,98,0,3,2,1,1
1392646,12.437,99,2,2,1,3,1
