configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17560,0.097,2.07424
1,-Og,1,1,0,1,17736,0.076,2.6358610000000002
10,-O1,0,1,1,0,17592,0.102,1.835394
11,-Ofast,1,1,1,1,19120,0.122,1.8040669999999999
12,-O2,1,0,0,1,17560,0.13,2.055703
13,-Ofast,1,0,1,0,19120,0.145,1.76215
14,-Ofast,1,0,1,1,19120,0.131,1.717271
15,-O1,0,0,1,0,17592,0.098,1.811654
16,-O2,0,0,0,1,17560,0.121,2.087424
17,-O2,0,1,1,1,17560,0.106,1.756607
18,-O0,1,1,0,0,17760,0.061,3.8007230000000005
19,-O0,1,1,1,1,17760,0.054,2.890752
2,-Og,0,1,0,0,17736,0.062,2.599908
20,-O0,1,1,0,1,17760,0.062,3.758443
21,-Og,0,0,0,0,17736,0.07,2.59921
22,-O2,1,1,1,0,17560,0.108,1.726861
23,-O1,0,1,0,0,17592,0.088,2.610916
24,-O1,0,0,0,1,17592,0.1,2.6032189999999997
25,-O0,0,1,0,0,17760,0.064,3.942391
26,-Og,0,1,1,1,17736,0.083,1.823734
27,-O0,1,0,0,0,17760,0.071,3.920746
28,-O1,0,0,1,1,17592,0.108,1.8247790000000002
29,-O0,1,1,1,0,17760,0.071,2.887135
3,-O0,1,0,1,0,17760,0.057,2.960772
30,-O1,1,0,0,0,17592,0.101,2.614159
31,-O2,0,1,1,0,17560,0.108,1.788847
32,-O0,0,1,0,1,17760,0.067,3.782728
33,-O2,1,1,1,1,17560,0.094,1.769494
34,-O0,0,0,0,0,17760,0.066,3.779719
35,-Ofast,0,1,0,1,19120,0.129,2.0495200000000002
36,-Og,1,0,1,1,17736,0.062,1.8238830000000001
37,-Og,1,1,0,0,17736,0.075,2.6277369999999998
38,-Og,1,0,0,1,17736,0.069,2.608964
39,-Ofast,0,0,1,1,19120,0.123,1.7807520000000001
4,-O2,0,0,0,0,17560,0.13,2.074051
40,-O2,1,0,0,0,17560,0.126,2.031544
41,-O2,1,1,0,1,17560,0.102,2.071643
42,-O1,1,1,1,0,17592,0.095,1.817325
43,-O0,0,1,1,0,17760,0.07,2.938014
44,-O2,0,1,0,0,17560,0.091,2.066203
45,-Og,0,1,0,1,17736,0.075,2.600366
46,-Og,1,0,1,0,17736,0.065,1.7923349999999998
47,-O2,1,0,1,0,17560,0.117,1.7952
48,-O1,1,0,1,0,17592,0.101,1.8254860000000002
49,-Ofast,0,1,0,0,19120,0.122,2.049541
5,-Ofast,0,1,1,1,19120,0.131,1.765207
50,-Ofast,0,1,1,0,19120,0.113,1.7314439999999998
51,-Og,1,1,1,1,17736,0.076,1.841404
52,-Ofast,1,1,0,0,19120,0.126,2.038599
53,-Og,0,0,0,1,17736,0.079,2.612876
54,-Og,0,1,1,0,17736,0.077,1.8486619999999998
55,-O0,0,0,1,0,17760,0.066,2.91073
56,-Og,0,0,1,1,17736,0.065,1.815667
57,-O0,0,0,0,1,17760,0.057,3.7666699999999995
58,-O1,0,1,1,1,17592,0.08,1.8320299999999998
59,-O1,1,1,1,1,17592,0.092,1.800429
6,-Ofast,1,0,0,0,19120,0.151,2.072746
60,-Ofast,1,1,1,0,19120,0.119,1.774833
61,-Og,1,0,0,0,17736,0.076,2.6268759999999998
62,-Og,0,0,1,0,17736,0.075,1.847984
63,-Ofast,0,0,1,0,19120,0.122,1.7761959999999999
64,-Ofast,0,0,0,1,19120,0.141,2.061783
65,-O1,1,1,0,0,17592,0.087,2.583184
66,-Ofast,0,0,0,0,19120,0.13,2.0727860000000002
67,-O0,1,0,1,1,17760,0.071,2.897656
68,-O2,0,1,0,1,17560,0.106,2.049747
69,-O1,1,1,0,1,17592,0.095,2.6222659999999998
7,-O0,0,0,1,1,17760,0.068,2.914508
70,-O0,0,1,1,1,17760,0.067,2.894066
71,-O0,1,0,0,1,17760,0.055,3.821847
72,-O2,0,0,1,0,17560,0.115,1.7688509999999997
73,-O2,0,0,1,1,17560,0.118,1.8064630000000002
74,-O1,0,1,0,1,17592,0.086,2.605737
75,-O1,1,0,0,1,17592,0.1,2.6128299999999998
76,-O2,1,0,1,1,17560,0.109,1.785668
77,-Og,1,1,1,0,17736,0.084,1.8559259999999997
78,-O1,0,0,0,0,17592,0.114,2.6071720000000003
79,-O1,1,0,1,1,17592,0.091,1.8185
8,-Ofast,1,0,0,1,19120,0.134,2.071918
9,-Ofast,1,1,0,1,19120,0.127,2.092377
