configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,0,0.109,0
1,-Og,1,1,0,1,0,0.085,0
10,-O1,0,1,1,0,0,0.106,0
11,-Ofast,1,1,1,1,19120,0.127,1.805978
12,-O2,1,0,0,1,0,0.139,0
13,-Ofast,1,0,1,0,19120,0.149,1.73942
14,-Ofast,1,0,1,1,19120,0.158,1.796316
15,-O1,0,0,1,0,0,0.113,0
16,-O2,0,0,0,1,0,0.149,0
17,-O2,0,1,1,1,0,0.11,0
18,-O0,1,1,0,0,0,0.07,0
19,-O0,1,1,1,1,0,0.061,0
2,-Og,0,1,0,0,0,0.082,0
20,-O0,1,1,0,1,0,0.065,0
21,-Og,0,0,0,0,0,0.086,0
22,-O2,1,1,1,0,0,0.125,0
23,-O1,0,1,0,0,0,0.089,0
24,-O1,0,0,0,1,0,0.124,0
25,-O0,0,1,0,0,0,0.067,0
26,-Og,0,1,1,1,0,0.081,0
27,-O0,1,0,0,0,0,0.062,0
28,-O1,0,0,1,1,0,0.117,0
29,-O0,1,1,1,0,0,0.063,0
3,-O0,1,0,1,0,0,0.064,0
30,-O1,1,0,0,0,0,0.119,0
31,-O2,0,1,1,0,0,0.108,0
32,-O0,0,1,0,1,0,0.07,0
33,-O2,1,1,1,1,0,0.101,0
34,-O0,0,0,0,0,0,0.073,0
35,-Ofast,0,1,0,1,19120,0.143,2.101035
36,-Og,1,0,1,1,0,0.08,0
37,-Og,1,1,0,0,0,0.08,0
38,-Og,1,0,0,1,0,0.088,0
39,-Ofast,0,0,1,1,19120,0.152,1.804819
4,-O2,0,0,0,0,0,0.147,0
40,-O2,1,0,0,0,0,0.151,0
41,-O2,1,1,0,1,0,0.114,0
42,-O1,1,1,1,0,0,0.094,0
43,-O0,0,1,1,0,0,0.071,0
44,-O2,0,1,0,0,0,0.126,0
45,-Og,0,1,0,1,0,0.085,0
46,-Og,1,0,1,0,0,0.082,0
47,-O2,1,0,1,0,0,0.149,0
48,-O1,1,0,1,0,0,0.108,0
49,-Ofast,0,1,0,0,19120,0.129,2.076798
5,-Ofast,0,1,1,1,19120,0.134,1.81748
50,-Ofast,0,1,1,0,19120,0.128,1.742272
51,-Og,1,1,1,1,0,0.078,0
52,-Ofast,1,1,0,0,19120,0.147,2.071854
53,-Og,0,0,0,1,0,0.072,0
54,-Og,0,1,1,0,0,0.077,0
55,-O0,0,0,1,0,0,0.052,0
56,-Og,0,0,1,1,0,0.088,0
57,-O0,0,0,0,1,0,0.064,0
58,-O1,0,1,1,1,0,0.092,0
59,-O1,1,1,1,1,0,0.1,0
6,-Ofast,1,0,0,0,23216,0.157,2.063195
60,-Ofast,1,1,1,0,19120,0.129,1.747391
61,-Og,1,0,0,0,0,0.092,0
62,-Og,0,0,1,0,0,0.074,0
63,-Ofast,0,0,1,0,19120,0.152,1.805575
64,-Ofast,0,0,0,1,23216,0.163,2.077557
65,-O1,1,1,0,0,0,0.091,0
66,-Ofast,0,0,0,0,23216,0.17,2.046827
67,-O0,1,0,1,1,0,0.058,0
68,-O2,0,1,0,1,0,0.121,0
69,-O1,1,1,0,1,0,0.105,0
7,-O0,0,0,1,1,0,0.057,0
70,-O0,0,1,1,1,0,0.068,0
71,-O0,1,0,0,1,0,0.063,0
72,-O2,0,0,1,0,0,0.134,0
73,-O2,0,0,1,1,0,0.135,0
74,-O1,0,1,0,1,0,0.106,0
75,-O1,1,0,0,1,0,0.127,0
76,-O2,1,0,1,1,0,0.117,0
77,-Og,1,1,1,0,0,0.073,0
78,-O1,0,0,0,0,0,0.125,0
79,-O1,1,0,1,1,0,0.111,0
8,-Ofast,1,0,0,1,23216,0.177,2.056066
9,-Ofast,1,1,0,1,19120,0.133,2.055762
