configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.104,0.729215
1,-Og,1,1,0,1,17720,0.065,0.7461800000000001
10,-O1,0,1,1,0,17584,0.077,0.376682
11,-Ofast,1,1,1,1,19112,0.136,0.125907
12,-O2,1,0,0,1,17552,0.108,0.701503
13,-Ofast,1,0,1,0,19112,0.143,0.11158900000000001
14,-Ofast,1,0,1,1,19112,0.15,0.11266
15,-O1,0,0,1,0,17584,0.108,0.21089499999999997
16,-O2,0,0,0,1,17552,0.108,0.702819
17,-O2,0,1,1,1,17552,0.094,0.210721
18,-O0,1,1,0,0,17744,0.068,1.8169110000000002
19,-O0,1,1,1,1,17744,0.065,1.457951
2,-Og,0,1,0,0,17720,0.066,0.739215
20,-O0,1,1,0,1,17744,0.054,1.827665
21,-Og,0,0,0,0,17720,0.065,0.709068
22,-O2,1,1,1,0,17552,0.11,0.21608400000000003
23,-O1,0,1,0,0,17584,0.092,0.7007
24,-O1,0,0,0,1,17584,0.102,0.698092
25,-O0,0,1,0,0,17744,0.062,1.807353
26,-Og,0,1,1,1,17720,0.062,0.368368
27,-O0,1,0,0,0,17744,0.065,1.812554
28,-O1,0,0,1,1,17584,0.098,0.208608
29,-O0,1,1,1,0,17744,0.058,1.473676
3,-O0,1,0,1,0,17744,0.045,1.45991
30,-O1,1,0,0,0,17584,0.106,0.699104
31,-O2,0,1,1,0,17552,0.089,0.20899
32,-O0,0,1,0,1,17744,0.045,1.762802
33,-O2,1,1,1,1,17552,0.097,0.20761100000000002
34,-O0,0,0,0,0,17744,0.062,1.8780150000000002
35,-Ofast,0,1,0,1,19112,0.133,0.343906
36,-Og,1,0,1,1,17720,0.07,0.378508
37,-Og,1,1,0,0,17720,0.075,0.7360439999999999
38,-Og,1,0,0,1,17720,0.075,0.760313
39,-Ofast,0,0,1,1,19112,0.128,0.10804200000000001
4,-O2,0,0,0,0,17552,0.107,0.6918300000000001
40,-O2,1,0,0,0,17552,0.116,0.6909529999999999
41,-O2,1,1,0,1,17552,0.102,0.713548
42,-O1,1,1,1,0,17584,0.082,0.371602
43,-O0,0,1,1,0,17744,0.056,1.531966
44,-O2,0,1,0,0,17552,0.1,0.682521
45,-Og,0,1,0,1,17720,0.068,0.736063
46,-Og,1,0,1,0,17720,0.074,0.365952
47,-O2,1,0,1,0,17552,0.095,0.302927
48,-O1,1,0,1,0,17584,0.093,0.201792
49,-Ofast,0,1,0,0,19112,0.136,0.35086999999999996
5,-Ofast,0,1,1,1,19112,0.12,0.12521400000000002
50,-Ofast,0,1,1,0,19112,0.119,0.127172
51,-Og,1,1,1,1,17720,0.081,0.352574
52,-Ofast,1,1,0,0,19112,0.14,0.352553
53,-Og,0,0,0,1,17720,0.079,0.711538
54,-Og,0,1,1,0,17720,0.068,0.37903400000000004
55,-O0,0,0,1,0,17744,0.053,1.466358
56,-Og,0,0,1,1,17720,0.049,0.365845
57,-O0,0,0,0,1,17744,0.063,1.759455
58,-O1,0,1,1,1,17584,0.089,0.36490700000000004
59,-O1,1,1,1,1,17584,0.087,0.390257
6,-Ofast,1,0,0,0,23208,0.16,0.340149
60,-Ofast,1,1,1,0,19112,0.131,0.127505
61,-Og,1,0,0,0,17720,0.084,0.764323
62,-Og,0,0,1,0,17720,0.065,0.363666
63,-Ofast,0,0,1,0,19112,0.14,0.11376199999999999
64,-Ofast,0,0,0,1,23208,0.164,0.348233
65,-O1,1,1,0,0,17584,0.096,0.692788
66,-Ofast,0,0,0,0,23208,0.158,0.337379
67,-O0,1,0,1,1,17744,0.063,1.471659
68,-O2,0,1,0,1,17552,0.096,0.713824
69,-O1,1,1,0,1,17584,0.088,0.720928
7,-O0,0,0,1,1,17744,0.051,1.487295
70,-O0,0,1,1,1,17744,0.055,1.4604270000000001
71,-O0,1,0,0,1,17744,0.063,1.8772099999999998
72,-O2,0,0,1,0,17552,0.101,0.288204
73,-O2,0,0,1,1,17552,0.105,0.292541
74,-O1,0,1,0,1,17584,0.086,0.691078
75,-O1,1,0,0,1,17584,0.106,0.722063
76,-O2,1,0,1,1,17552,0.098,0.27987399999999996
77,-Og,1,1,1,0,17720,0.075,0.37711500000000003
78,-O1,0,0,0,0,17584,0.096,0.692637
79,-O1,1,0,1,1,17584,0.101,0.20962399999999998
8,-Ofast,1,0,0,1,23208,0.154,0.34931599999999996
9,-Ofast,1,1,0,1,19112,0.131,0.35488600000000003
