configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.106,0.12003
1,-Og,1,1,0,1,17720,0.082,0.17113299999999998
10,-O1,0,1,1,0,17584,0.095,0.11716900000000001
11,-Ofast,1,1,1,1,19112,0.109,0.09961
12,-O2,1,0,0,1,21648,0.13,0.129607
13,-Ofast,1,0,1,0,19112,0.133,0.09911
14,-Ofast,1,0,1,1,19112,0.124,0.099639
15,-O1,0,0,1,0,17584,0.101,0.101763
16,-O2,0,0,0,1,21648,0.125,0.12968
17,-O2,0,1,1,1,17552,0.087,0.099561
18,-O0,1,1,0,0,17752,0.069,0.248059
19,-O0,1,1,1,1,17752,0.051,0.183635
2,-Og,0,1,0,0,17720,0.084,0.17008
20,-O0,1,1,0,1,17752,0.062,0.237089
21,-Og,0,0,0,0,17720,0.078,0.170672
22,-O2,1,1,1,0,17552,0.097,0.100609
23,-O1,0,1,0,0,17584,0.086,0.171579
24,-O1,0,0,0,1,21680,0.104,0.136577
25,-O0,0,1,0,0,17752,0.07,0.232683
26,-Og,0,1,1,1,17720,0.068,0.11838499999999999
27,-O0,1,0,0,0,17752,0.067,0.248784
28,-O1,0,0,1,1,17584,0.101,0.101177
29,-O0,1,1,1,0,17752,0.058,0.186893
3,-O0,1,0,1,0,17752,0.056,0.182314
30,-O1,1,0,0,0,21680,0.105,0.13553900000000002
31,-O2,0,1,1,0,17552,0.092,0.10067000000000001
32,-O0,0,1,0,1,17752,0.067,0.248282
33,-O2,1,1,1,1,17552,0.098,0.09955
34,-O0,0,0,0,0,17752,0.076,0.24082399999999998
35,-Ofast,0,1,0,1,19112,0.105,0.11956199999999999
36,-Og,1,0,1,1,17720,0.07,0.117656
37,-Og,1,1,0,0,17720,0.071,0.170269
38,-Og,1,0,0,1,17720,0.077,0.170744
39,-Ofast,0,0,1,1,19112,0.122,0.099635
4,-O2,0,0,0,0,21648,0.136,0.13109400000000002
40,-O2,1,0,0,0,21648,0.135,0.134278
41,-O2,1,1,0,1,17552,0.107,0.12014000000000001
42,-O1,1,1,1,0,17584,0.086,0.118952
43,-O0,0,1,1,0,17752,0.068,0.178465
44,-O2,0,1,0,0,17552,0.101,0.11975799999999999
45,-Og,0,1,0,1,17720,0.07,0.171666
46,-Og,1,0,1,0,17720,0.07,0.11712
47,-O2,1,0,1,0,17552,0.117,0.099823
48,-O1,1,0,1,0,17584,0.107,0.101406
49,-Ofast,0,1,0,0,19112,0.105,0.118902
5,-Ofast,0,1,1,1,19112,0.109,0.100365
50,-Ofast,0,1,1,0,19112,0.109,0.09900199999999999
51,-Og,1,1,1,1,17720,0.075,0.118119
52,-Ofast,1,1,0,0,19112,0.114,0.11936
53,-Og,0,0,0,1,17720,0.077,0.17036800000000002
54,-Og,0,1,1,0,17720,0.068,0.11658800000000001
55,-O0,0,0,1,0,17752,0.052,0.182702
56,-Og,0,0,1,1,17720,0.07,0.11768900000000002
57,-O0,0,0,0,1,17752,0.069,0.24051199999999998
58,-O1,0,1,1,1,17584,0.08,0.117684
59,-O1,1,1,1,1,17584,0.084,0.117908
6,-Ofast,1,0,0,0,23208,0.154,0.135051
60,-Ofast,1,1,1,0,19112,0.11,0.100656
61,-Og,1,0,0,0,17720,0.088,0.17011700000000002
62,-Og,0,0,1,0,17720,0.076,0.117692
63,-Ofast,0,0,1,0,19112,0.143,0.100185
64,-Ofast,0,0,0,1,23208,0.15,0.149983
65,-O1,1,1,0,0,17584,0.094,0.17229
66,-Ofast,0,0,0,0,23208,0.143,0.13098900000000002
67,-O0,1,0,1,1,17752,0.064,0.187247
68,-O2,0,1,0,1,17552,0.115,0.11968800000000002
69,-O1,1,1,0,1,17584,0.083,0.175208
7,-O0,0,0,1,1,17752,0.067,0.181009
70,-O0,0,1,1,1,17752,0.059,0.182426
71,-O0,1,0,0,1,17752,0.074,0.246234
72,-O2,0,0,1,0,17552,0.116,0.100611
73,-O2,0,0,1,1,17552,0.112,0.100863
74,-O1,0,1,0,1,17584,0.089,0.175966
75,-O1,1,0,0,1,21680,0.112,0.133616
76,-O2,1,0,1,1,17552,0.119,0.100024
77,-Og,1,1,1,0,17720,0.075,0.117486
78,-O1,0,0,0,0,21680,0.113,0.136597
79,-O1,1,0,1,1,17584,0.097,0.10259000000000001
8,-Ofast,1,0,0,1,23208,0.132,0.130695
9,-Ofast,1,1,0,1,19112,0.11,0.119734
