configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.131,1.213759
1,-Og,1,1,0,1,17720,0.085,1.235252
10,-O1,0,1,1,0,17584,0.103,0.6132850000000001
11,-Ofast,1,1,1,1,19112,0.17,0.5555760000000001
12,-O2,1,0,0,1,21648,0.165,1.2106
13,-Ofast,1,0,1,0,23208,0.24,0.5590890000000001
14,-Ofast,1,0,1,1,23208,0.248,0.559355
15,-O1,0,0,1,0,17584,0.112,0.616613
16,-O2,0,0,0,1,21648,0.175,1.194532
17,-O2,0,1,1,1,17552,0.117,0.614707
18,-O0,1,1,0,0,21848,0.069,2.118706
19,-O0,1,1,1,1,17752,0.063,1.6527779999999999
2,-Og,0,1,0,0,17720,0.099,1.270218
20,-O0,1,1,0,1,21848,0.073,2.117633
21,-Og,0,0,0,0,17720,0.091,1.258151
22,-O2,1,1,1,0,17552,0.139,0.669646
23,-O1,0,1,0,0,17584,0.099,1.295523
24,-O1,0,0,0,1,21680,0.139,1.3047959999999998
25,-O0,0,1,0,0,21848,0.066,2.081571
26,-Og,0,1,1,1,17720,0.082,0.674415
27,-O0,1,0,0,0,21848,0.074,2.082961
28,-O1,0,0,1,1,17584,0.113,0.617154
29,-O0,1,1,1,0,17752,0.07,1.653502
3,-O0,1,0,1,0,17752,0.053,1.597605
30,-O1,1,0,0,0,21680,0.131,1.211276
31,-O2,0,1,1,0,17552,0.135,0.615397
32,-O0,0,1,0,1,21848,0.065,2.143573
33,-O2,1,1,1,1,17552,0.118,0.6157100000000001
34,-O0,0,0,0,0,21848,0.071,2.118114
35,-Ofast,0,1,0,1,23208,0.179,1.014977
36,-Og,1,0,1,1,17720,0.083,0.67655
37,-Og,1,1,0,0,17720,0.093,1.225516
38,-Og,1,0,0,1,17720,0.083,1.232107
39,-Ofast,0,0,1,1,23208,0.257,0.558357
4,-O2,0,0,0,0,21648,0.162,1.193838
40,-O2,1,0,0,0,21648,0.16,1.2050370000000001
41,-O2,1,1,0,1,17552,0.127,1.212715
42,-O1,1,1,1,0,17584,0.098,0.614788
43,-O0,0,1,1,0,17752,0.065,1.592514
44,-O2,0,1,0,0,17552,0.126,1.19587
45,-Og,0,1,0,1,17720,0.083,1.234848
46,-Og,1,0,1,0,17720,0.086,0.6752060000000001
47,-O2,1,0,1,0,17552,0.149,0.617073
48,-O1,1,0,1,0,17584,0.111,0.618386
49,-Ofast,0,1,0,0,23208,0.189,1.020683
5,-Ofast,0,1,1,1,19112,0.17,0.555381
50,-Ofast,0,1,1,0,19112,0.176,0.555746
51,-Og,1,1,1,1,17720,0.083,0.681983
52,-Ofast,1,1,0,0,23208,0.186,1.018132
53,-Og,0,0,0,1,17720,0.086,1.2391530000000002
54,-Og,0,1,1,0,17720,0.09,0.676351
55,-O0,0,0,1,0,17752,0.062,1.596203
56,-Og,0,0,1,1,17720,0.081,0.675602
57,-O0,0,0,0,1,21848,0.065,2.129235
58,-O1,0,1,1,1,17584,0.096,0.616358
59,-O1,1,1,1,1,17584,0.096,0.616783
6,-Ofast,1,0,0,0,31400,0.316,1.016226
60,-Ofast,1,1,1,0,19112,0.17,0.556772
61,-Og,1,0,0,0,17720,0.093,1.2341389999999999
62,-Og,0,0,1,0,17720,0.083,0.675646
63,-Ofast,0,0,1,0,23208,0.224,0.557517
64,-Ofast,0,0,0,1,31400,0.288,1.0218770000000001
65,-O1,1,1,0,0,17584,0.107,1.2021709999999999
66,-Ofast,0,0,0,0,31400,0.309,1.007598
67,-O0,1,0,1,1,17752,0.062,1.659007
68,-O2,0,1,0,1,17552,0.128,1.193562
69,-O1,1,1,0,1,17584,0.115,1.19232
7,-O0,0,0,1,1,17752,0.067,1.603134
70,-O0,0,1,1,1,17752,0.075,1.65429
71,-O0,1,0,0,1,21848,0.056,2.214803
72,-O2,0,0,1,0,17552,0.157,0.61853
73,-O2,0,0,1,1,17552,0.142,0.617492
74,-O1,0,1,0,1,17584,0.118,1.205252
75,-O1,1,0,0,1,21680,0.118,1.221822
76,-O2,1,0,1,1,17552,0.166,0.6452289999999999
77,-Og,1,1,1,0,17720,0.081,0.673421
78,-O1,0,0,0,0,21680,0.133,1.195665
79,-O1,1,0,1,1,17584,0.123,0.614001
8,-Ofast,1,0,0,1,31400,0.324,1.0167
9,-Ofast,1,1,0,1,23208,0.205,1.014424
