configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.134,19.184613
1,-Og,1,1,0,1,17720,0.081,24.266496
10,-O1,0,1,1,0,17584,0.105,9.542204
11,-Ofast,1,1,1,1,19112,0.139,11.256796000000001
12,-O2,1,0,0,1,25744,0.192,20.000797
13,-Ofast,1,0,1,0,19112,0.17,9.196411
14,-Ofast,1,0,1,1,19112,0.166,7.855208999999999
15,-O1,0,0,1,0,17584,0.141,9.884855
16,-O2,0,0,0,1,25744,0.182,16.954221
17,-O2,0,1,1,1,17552,0.125,9.691828
18,-O0,1,1,0,0,17752,0.063,40.702597
19,-O0,1,1,1,1,17752,0.069,37.248072
2,-Og,0,1,0,0,17720,0.095,24.870459
20,-O0,1,1,0,1,17752,0.072,44.390322
21,-Og,0,0,0,0,17720,0.089,23.802493
22,-O2,1,1,1,0,17552,0.12,10.329754
23,-O1,0,1,0,0,17584,0.101,22.272717999999998
24,-O1,0,0,0,1,25776,0.153,21.042908999999998
25,-O0,0,1,0,0,17752,0.073,37.546483
26,-Og,0,1,1,1,17720,0.08,11.030062
27,-O0,1,0,0,0,17752,0.073,41.457812
28,-O1,0,0,1,1,17584,0.135,8.5911
29,-O0,1,1,1,0,17752,0.061,37.568036
3,-O0,1,0,1,0,17752,0.072,37.099344
30,-O1,1,0,0,0,25776,0.158,17.521157000000002
31,-O2,0,1,1,0,17552,0.123,9.234749
32,-O0,0,1,0,1,17752,0.071,38.890147
33,-O2,1,1,1,1,17552,0.121,9.461831
34,-O0,0,0,0,0,17752,0.076,39.763313000000004
35,-Ofast,0,1,0,1,19112,0.15,20.316075
36,-Og,1,0,1,1,17720,0.083,11.626011
37,-Og,1,1,0,0,17720,0.093,24.196696
38,-Og,1,0,0,1,17720,0.082,25.425926999999998
39,-Ofast,0,0,1,1,19112,0.166,10.107497
4,-O2,0,0,0,0,25744,0.195,17.511549
40,-O2,1,0,0,0,25744,0.182,19.08736
41,-O2,1,1,0,1,17552,0.128,20.535835000000002
42,-O1,1,1,1,0,17584,0.097,9.948959
43,-O0,0,1,1,0,17752,0.061,37.835924
44,-O2,0,1,0,0,17552,0.12,17.641579999999998
45,-Og,0,1,0,1,17720,0.084,19.920610999999997
46,-Og,1,0,1,0,17720,0.079,10.678675
47,-O2,1,0,1,0,17552,0.171,8.988491
48,-O1,1,0,1,0,17584,0.144,10.524082
49,-Ofast,0,1,0,0,19112,0.151,18.850569
5,-Ofast,0,1,1,1,19112,0.128,10.241031
50,-Ofast,0,1,1,0,19112,0.139,9.675730999999999
51,-Og,1,1,1,1,17720,0.087,10.042278999999999
52,-Ofast,1,1,0,0,19112,0.15,19.885513
53,-Og,0,0,0,1,17720,0.085,24.287692
54,-Og,0,1,1,0,17720,0.086,10.3516
55,-O0,0,0,1,0,17752,0.069,37.849866999999996
56,-Og,0,0,1,1,17720,0.091,10.112098
57,-O0,0,0,0,1,17752,0.069,38.272655
58,-O1,0,1,1,1,17584,0.103,10.953507
59,-O1,1,1,1,1,17584,0.097,10.214711
6,-Ofast,1,0,0,0,23208,0.194,18.767194
60,-Ofast,1,1,1,0,19112,0.136,9.037802000000001
61,-Og,1,0,0,0,17720,0.092,20.721398
62,-Og,0,0,1,0,17720,0.083,10.516564
63,-Ofast,0,0,1,0,19112,0.151,7.892753999999999
64,-Ofast,0,0,0,1,23208,0.182,18.129143
65,-O1,1,1,0,0,17584,0.112,25.757267000000002
66,-Ofast,0,0,0,0,23208,0.185,17.847255999999998
67,-O0,1,0,1,1,17752,0.067,35.000599
68,-O2,0,1,0,1,17552,0.13,21.109779999999997
69,-O1,1,1,0,1,17584,0.1,24.355776000000002
7,-O0,0,0,1,1,17752,0.071,33.634664
70,-O0,0,1,1,1,17752,0.075,35.379621
71,-O0,1,0,0,1,17752,0.07,34.973631
72,-O2,0,0,1,0,17552,0.178,9.278541
73,-O2,0,0,1,1,17552,0.167,9.204034
74,-O1,0,1,0,1,17584,0.098,24.600448999999998
75,-O1,1,0,0,1,25776,0.144,20.639084
76,-O2,1,0,1,1,17552,0.165,8.673059
77,-Og,1,1,1,0,17720,0.083,10.036238
78,-O1,0,0,0,0,25776,0.162,21.043018
79,-O1,1,0,1,1,17584,0.138,10.814816
8,-Ofast,1,0,0,1,23208,0.184,19.830507
9,-Ofast,1,1,0,1,19112,0.136,19.981996
