configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.102,0.077155
1,-Og,1,1,0,1,17728,0.085,0.078686
10,-O1,0,1,1,0,17584,0.082,0.036924
11,-Ofast,1,1,1,1,19112,0.118,0.037041000000000004
12,-O2,1,0,0,1,17552,0.102,0.076872
13,-Ofast,1,0,1,0,19112,0.108,0.037078
14,-Ofast,1,0,1,1,19112,0.108,0.036931
15,-O1,0,0,1,0,17584,0.086,0.037022
16,-O2,0,0,0,1,17552,0.113,0.077998
17,-O2,0,1,1,1,17552,0.095,0.03704
18,-O0,1,1,0,0,17760,0.057,0.125505
19,-O0,1,1,1,1,17760,0.062,0.11506
2,-Og,0,1,0,0,17728,0.075,0.077934
20,-O0,1,1,0,1,17760,0.062,0.13156700000000002
21,-Og,0,0,0,0,17728,0.069,0.078235
22,-O2,1,1,1,0,17552,0.092,0.036974
23,-O1,0,1,0,0,17584,0.085,0.078002
24,-O1,0,0,0,1,17584,0.095,0.077861
25,-O0,0,1,0,0,17760,0.059,0.125944
26,-Og,0,1,1,1,17728,0.068,0.036826
27,-O0,1,0,0,0,17760,0.062,0.12345899999999999
28,-O1,0,0,1,1,17584,0.097,0.036947
29,-O0,1,1,1,0,17760,0.061,0.11596
3,-O0,1,0,1,0,17760,0.059,0.116702
30,-O1,1,0,0,0,17584,0.097,0.077974
31,-O2,0,1,1,0,17552,0.099,0.037009
32,-O0,0,1,0,1,17760,0.058,0.132166
33,-O2,1,1,1,1,17552,0.101,0.036938
34,-O0,0,0,0,0,17760,0.071,0.127302
35,-Ofast,0,1,0,1,19112,0.123,0.07791000000000001
36,-Og,1,0,1,1,17728,0.07,0.036999000000000004
37,-Og,1,1,0,0,17728,0.068,0.077948
38,-Og,1,0,0,1,17728,0.082,0.077938
39,-Ofast,0,0,1,1,19112,0.125,0.036918
4,-O2,0,0,0,0,17552,0.114,0.078085
40,-O2,1,0,0,0,17552,0.115,0.07787899999999999
41,-O2,1,1,0,1,17552,0.101,0.07873200000000001
42,-O1,1,1,1,0,17584,0.078,0.036971
43,-O0,0,1,1,0,17760,0.067,0.114256
44,-O2,0,1,0,0,17552,0.098,0.077888
45,-Og,0,1,0,1,17728,0.081,0.077987
46,-Og,1,0,1,0,17728,0.068,0.036824
47,-O2,1,0,1,0,17552,0.104,0.037028
48,-O1,1,0,1,0,17584,0.063,0.03689
49,-Ofast,0,1,0,0,19112,0.101,0.078074
5,-Ofast,0,1,1,1,19112,0.114,0.036976
50,-Ofast,0,1,1,0,19112,0.109,0.036966000000000006
51,-Og,1,1,1,1,17728,0.068,0.036824
52,-Ofast,1,1,0,0,19112,0.094,0.07797
53,-Og,0,0,0,1,17728,0.078,0.07803600000000001
54,-Og,0,1,1,0,17728,0.065,0.036851
55,-O0,0,0,1,0,17760,0.052,0.113917
56,-Og,0,0,1,1,17728,0.073,0.036853
57,-O0,0,0,0,1,17760,0.052,0.133743
58,-O1,0,1,1,1,17584,0.078,0.036979000000000005
59,-O1,1,1,1,1,17584,0.085,0.036907999999999996
6,-Ofast,1,0,0,0,19112,0.137,0.07791100000000001
60,-Ofast,1,1,1,0,19112,0.109,0.036913
61,-Og,1,0,0,0,17728,0.076,0.077908
62,-Og,0,0,1,0,17728,0.07,0.036835
63,-Ofast,0,0,1,0,19112,0.119,0.036894
64,-Ofast,0,0,0,1,19112,0.134,0.07787899999999999
65,-O1,1,1,0,0,17584,0.08,0.078487
66,-Ofast,0,0,0,0,19112,0.126,0.07799199999999999
67,-O0,1,0,1,1,17760,0.061,0.114375
68,-O2,0,1,0,1,17552,0.104,0.078886
69,-O1,1,1,0,1,17584,0.091,0.078111
7,-O0,0,0,1,1,17760,0.063,0.119056
70,-O0,0,1,1,1,17760,0.067,0.11913900000000001
71,-O0,1,0,0,1,17760,0.07,0.129443
72,-O2,0,0,1,0,17552,0.093,0.036946
73,-O2,0,0,1,1,17552,0.105,0.037116
74,-O1,0,1,0,1,17584,0.075,0.078077
75,-O1,1,0,0,1,17584,0.086,0.077833
76,-O2,1,0,1,1,17552,0.106,0.036877999999999994
77,-Og,1,1,1,0,17728,0.076,0.036841000000000006
78,-O1,0,0,0,0,17584,0.095,0.078402
79,-O1,1,0,1,1,17584,0.085,0.037084
8,-Ofast,1,0,0,1,19112,0.123,0.077919
9,-Ofast,1,1,0,1,19112,0.114,0.07801699999999999
