configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.101,2.6366509999999996
1,-Og,1,1,0,1,17720,0.073,4.9139230000000005
10,-O1,0,1,1,0,17584,0.082,2.271291
11,-Ofast,1,1,1,1,19112,0.105,1.077136
12,-O2,1,0,0,1,21648,0.14,2.539372
13,-Ofast,1,0,1,0,19112,0.136,1.050555
14,-Ofast,1,0,1,1,19112,0.129,1.064675
15,-O1,0,0,1,0,17584,0.093,2.273093
16,-O2,0,0,0,1,21648,0.134,2.5229619999999997
17,-O2,0,1,1,1,17552,0.097,1.088176
18,-O0,1,1,0,0,17752,0.062,6.13358
19,-O0,1,1,1,1,17752,0.071,4.088017
2,-Og,0,1,0,0,17720,0.084,4.937394
20,-O0,1,1,0,1,17752,0.054,6.137479
21,-Og,0,0,0,0,17720,0.076,4.862528
22,-O2,1,1,1,0,17552,0.092,1.083659
23,-O1,0,1,0,0,17584,0.086,4.81896
24,-O1,0,0,0,1,21680,0.106,4.809205
25,-O0,0,1,0,0,17752,0.057,5.851323000000001
26,-Og,0,1,1,1,17720,0.072,2.3552150000000003
27,-O0,1,0,0,0,17752,0.071,6.141478
28,-O1,0,0,1,1,17584,0.113,2.284005
29,-O0,1,1,1,0,17752,0.06,4.2199160000000004
3,-O0,1,0,1,0,17752,0.069,4.227586
30,-O1,1,0,0,0,21680,0.109,4.806457
31,-O2,0,1,1,0,17552,0.103,1.1101860000000001
32,-O0,0,1,0,1,17752,0.057,5.760643
33,-O2,1,1,1,1,17552,0.087,1.106833
34,-O0,0,0,0,0,17752,0.054,5.889515
35,-Ofast,0,1,0,1,19112,0.11,2.88836
36,-Og,1,0,1,1,17720,0.082,2.580434
37,-Og,1,1,0,0,17720,0.082,5.191473
38,-Og,1,0,0,1,17720,0.082,5.195442
39,-Ofast,0,0,1,1,19112,0.134,1.068124
4,-O2,0,0,0,0,21648,0.138,2.580133
40,-O2,1,0,0,0,21648,0.133,2.525752
41,-O2,1,1,0,1,17552,0.105,2.732686
42,-O1,1,1,1,0,17584,0.093,2.273891
43,-O0,0,1,1,0,17752,0.05,4.177148000000001
44,-O2,0,1,0,0,17552,0.088,2.7200759999999997
45,-Og,0,1,0,1,17720,0.07,4.827299
46,-Og,1,0,1,0,17720,0.082,2.321502
47,-O2,1,0,1,0,17552,0.125,1.0449190000000002
48,-O1,1,0,1,0,17584,0.094,2.272586
49,-Ofast,0,1,0,0,19112,0.117,2.747331
5,-Ofast,0,1,1,1,19112,0.101,1.074845
50,-Ofast,0,1,1,0,19112,0.105,1.08416
51,-Og,1,1,1,1,17720,0.066,2.3356060000000003
52,-Ofast,1,1,0,0,19112,0.121,2.63266
53,-Og,0,0,0,1,17720,0.073,4.831144
54,-Og,0,1,1,0,17720,0.069,2.344372
55,-O0,0,0,1,0,17752,0.064,4.427973000000001
56,-Og,0,0,1,1,17720,0.062,2.407443
57,-O0,0,0,0,1,17752,0.058,5.730141000000001
58,-O1,0,1,1,1,17584,0.086,2.284592
59,-O1,1,1,1,1,17584,0.082,2.3032
6,-Ofast,1,0,0,0,23208,0.148,2.604875
60,-Ofast,1,1,1,0,19112,0.121,1.10802
61,-Og,1,0,0,0,17720,0.073,4.880425
62,-Og,0,0,1,0,17720,0.074,2.402089
63,-Ofast,0,0,1,0,19112,0.129,1.079444
64,-Ofast,0,0,0,1,23208,0.126,2.6324419999999997
65,-O1,1,1,0,0,17584,0.087,4.844844
66,-Ofast,0,0,0,0,23208,0.147,2.6262849999999998
67,-O0,1,0,1,1,17752,0.06,4.258494000000001
68,-O2,0,1,0,1,17552,0.103,2.803534
69,-O1,1,1,0,1,17584,0.087,4.863965
7,-O0,0,0,1,1,17752,0.053,4.151479
70,-O0,0,1,1,1,17752,0.058,4.167937
71,-O0,1,0,0,1,17752,0.066,5.678704
72,-O2,0,0,1,0,17552,0.138,1.1319700000000001
73,-O2,0,0,1,1,17552,0.141,1.163465
74,-O1,0,1,0,1,17584,0.087,4.888237
75,-O1,1,0,0,1,21680,0.084,4.8268580000000005
76,-O2,1,0,1,1,17552,0.125,1.045485
77,-Og,1,1,1,0,17720,0.075,2.3041110000000002
78,-O1,0,0,0,0,21680,0.098,4.807456
79,-O1,1,0,1,1,17584,0.097,2.285404
8,-Ofast,1,0,0,1,23208,0.138,2.539501
9,-Ofast,1,1,0,1,19112,0.12,2.687166
