configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,0,0.11,0
1,-Og,1,1,0,1,0,0.066,0
10,-O1,0,1,1,0,0,0.066,0
11,-Ofast,1,1,1,1,19032,0.113,0.080643
12,-O2,1,0,0,1,0,0.113,0
13,-Ofast,1,0,1,0,19032,0.125,0.037513
14,-Ofast,1,0,1,1,19032,0.129,0.041498
15,-O1,0,0,1,0,0,0.092,0
16,-O2,0,0,0,1,0,0.128,0
17,-O2,0,1,1,1,0,0.101,0
18,-O0,1,1,0,0,0,0.053,0
19,-O0,1,1,1,1,0,0.054,0
2,-Og,0,1,0,0,0,0.075,0
20,-O0,1,1,0,1,0,0.065,0
21,-Og,0,0,0,0,0,0.07,0
22,-O2,1,1,1,0,0,0.094,0
23,-O1,0,1,0,0,0,0.09,0
24,-O1,0,0,0,1,0,0.109,0
25,-O0,0,1,0,0,0,0.066,0
26,-Og,0,1,1,1,0,0.067,0
27,-O0,1,0,0,0,0,0.062,0
28,-O1,0,0,1,1,0,0.101,0
29,-O0,1,1,1,0,0,0.057,0
3,-O0,1,0,1,0,0,0.059,0
30,-O1,1,0,0,0,0,0.085,0
31,-O2,0,1,1,0,0,0.093,0
32,-O0,0,1,0,1,0,0.065,0
33,-O2,1,1,1,1,0,0.105,0
34,-O0,0,0,0,0,0,0.058,0
35,-Ofast,0,1,0,1,19032,0.122,0.189109
36,-Og,1,0,1,1,0,0.059,0
37,-Og,1,1,0,0,0,0.068,0
38,-Og,1,0,0,1,0,0.073,0
39,-Ofast,0,0,1,1,19032,0.122,0.038733
4,-O2,0,0,0,0,0,0.135,0
40,-O2,1,0,0,0,0,0.137,0
41,-O2,1,1,0,1,0,0.092,0
42,-O1,1,1,1,0,0,0.08,0
43,-O0,0,1,1,0,0,0.067,0
44,-O2,0,1,0,0,0,0.096,0
45,-Og,0,1,0,1,0,0.068,0
46,-Og,1,0,1,0,0,0.071,0
47,-O2,1,0,1,0,0,0.121,0
48,-O1,1,0,1,0,0,0.11,0
49,-Ofast,0,1,0,0,19032,0.126,0.192023
5,-Ofast,0,1,1,1,19032,0.106,0.080168
50,-Ofast,0,1,1,0,19032,0.112,0.080153
51,-Og,1,1,1,1,0,0.065,0
52,-Ofast,1,1,0,0,19032,0.106,0.191858
53,-Og,0,0,0,1,0,0.06,0
54,-Og,0,1,1,0,0,0.068,0
55,-O0,0,0,1,0,0,0.067,0
56,-Og,0,0,1,1,0,0.063,0
57,-O0,0,0,0,1,0,0.055,0
58,-O1,0,1,1,1,0,0.076,0
59,-O1,1,1,1,1,0,0.084,0
6,-Ofast,1,0,0,0,19032,0.13,0.138931
60,-Ofast,1,1,1,0,19032,0.101,0.080964
61,-Og,1,0,0,0,0,0.07,0
62,-Og,0,0,1,0,0,0.067,0
63,-Ofast,0,0,1,0,19032,0.132,0.041318
64,-Ofast,0,0,0,1,19032,0.135,0.139319
65,-O1,1,1,0,0,0,0.094,0
66,-Ofast,0,0,0,0,19032,0.131,0.139229
67,-O0,1,0,1,1,0,0.065,0
68,-O2,0,1,0,1,0,0.093,0
69,-O1,1,1,0,1,0,0.081,0
7,-O0,0,0,1,1,0,0.058,0
70,-O0,0,1,1,1,0,0.058,0
71,-O0,1,0,0,1,0,0.063,0
72,-O2,0,0,1,0,0,0.118,0
73,-O2,0,0,1,1,0,0.114,0
74,-O1,0,1,0,1,0,0.076,0
75,-O1,1,0,0,1,0,0.113,0
76,-O2,1,0,1,1,0,0.109,0
77,-Og,1,1,1,0,0,0.065,0
78,-O1,0,0,0,0,0,0.098,0
79,-O1,1,0,1,1,0,0.109,0
8,-Ofast,1,0,0,1,19032,0.147,0.139874
9,-Ofast,1,1,0,1,19032,0.117,0.189577
