configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17600,0.101,0.06565499999999999
1,-Og,1,1,0,1,17720,0.075,0.102846
10,-O1,0,1,1,0,17584,0.08,0.043299000000000004
11,-Ofast,1,1,1,1,19160,0.11,0.023078
12,-O2,1,0,0,1,21696,0.133,0.064029
13,-Ofast,1,0,1,0,19160,0.131,0.021705000000000002
14,-Ofast,1,0,1,1,19160,0.136,0.021592
15,-O1,0,0,1,0,17584,0.103,0.025885000000000002
16,-O2,0,0,0,1,21696,0.135,0.064853
17,-O2,0,1,1,1,17600,0.086,0.025216
18,-O0,1,1,0,0,17752,0.055,0.147688
19,-O0,1,1,1,1,17752,0.055,0.131045
2,-Og,0,1,0,0,17720,0.071,0.10276300000000001
20,-O0,1,1,0,1,17752,0.065,0.147303
21,-Og,0,0,0,0,17720,0.071,0.102801
22,-O2,1,1,1,0,17600,0.095,0.025334
23,-O1,0,1,0,0,17584,0.066,0.103298
24,-O1,0,0,0,1,21680,0.119,0.069472
25,-O0,0,1,0,0,17752,0.055,0.146502
26,-Og,0,1,1,1,17720,0.06,0.045454
27,-O0,1,0,0,0,17752,0.062,0.147094
28,-O1,0,0,1,1,17584,0.109,0.026047000000000004
29,-O0,1,1,1,0,17752,0.067,0.130601
3,-O0,1,0,1,0,17752,0.062,0.131426
30,-O1,1,0,0,0,21680,0.11,0.069459
31,-O2,0,1,1,0,17600,0.104,0.025186
32,-O0,0,1,0,1,17752,0.058,0.147111
33,-O2,1,1,1,1,17600,0.098,0.02522
34,-O0,0,0,0,0,17752,0.06,0.14812
35,-Ofast,0,1,0,1,19160,0.112,0.052172
36,-Og,1,0,1,1,17720,0.063,0.0454
37,-Og,1,1,0,0,17720,0.076,0.104618
38,-Og,1,0,0,1,17720,0.076,0.104564
39,-Ofast,0,0,1,1,19160,0.146,0.021728
4,-O2,0,0,0,0,21696,0.119,0.064199
40,-O2,1,0,0,0,21696,0.131,0.06450700000000001
41,-O2,1,1,0,1,17600,0.092,0.066887
42,-O1,1,1,1,0,17584,0.095,0.043551
43,-O0,0,1,1,0,17752,0.062,0.131103
44,-O2,0,1,0,0,17600,0.087,0.066808
45,-Og,0,1,0,1,17720,0.081,0.10456199999999999
46,-Og,1,0,1,0,17720,0.065,0.045453
47,-O2,1,0,1,0,17600,0.12,0.024117
48,-O1,1,0,1,0,17584,0.11,0.026288
49,-Ofast,0,1,0,0,19160,0.116,0.052342999999999994
5,-Ofast,0,1,1,1,19160,0.109,0.023088
50,-Ofast,0,1,1,0,19160,0.114,0.023075
51,-Og,1,1,1,1,17720,0.058,0.045351
52,-Ofast,1,1,0,0,19160,0.123,0.052053999999999996
53,-Og,0,0,0,1,17720,0.087,0.10438800000000001
54,-Og,0,1,1,0,17720,0.067,0.045531
55,-O0,0,0,1,0,17752,0.056,0.13192
56,-Og,0,0,1,1,17720,0.078,0.045383
57,-O0,0,0,0,1,17752,0.07,0.147053
58,-O1,0,1,1,1,17584,0.091,0.043351
59,-O1,1,1,1,1,17584,0.072,0.043388
6,-Ofast,1,0,0,0,23256,0.165,0.051820000000000005
60,-Ofast,1,1,1,0,19160,0.104,0.02304
61,-Og,1,0,0,0,17720,0.079,0.104718
62,-Og,0,0,1,0,17720,0.078,0.045357999999999996
63,-Ofast,0,0,1,0,19160,0.121,0.021731
64,-Ofast,0,0,0,1,23256,0.141,0.051973
65,-O1,1,1,0,0,17584,0.081,0.10454200000000001
66,-Ofast,0,0,0,0,23256,0.161,0.052121
67,-O0,1,0,1,1,17752,0.06,0.130971
68,-O2,0,1,0,1,17600,0.102,0.06686
69,-O1,1,1,0,1,17584,0.085,0.104564
7,-O0,0,0,1,1,17752,0.068,0.13172
70,-O0,0,1,1,1,17752,0.059,0.13153199999999998
71,-O0,1,0,0,1,17752,0.071,0.147925
72,-O2,0,0,1,0,17600,0.119,0.024086
73,-O2,0,0,1,1,17600,0.113,0.023951
74,-O1,0,1,0,1,17584,0.077,0.104774
75,-O1,1,0,0,1,21680,0.112,0.069551
76,-O2,1,0,1,1,17600,0.114,0.024116
77,-Og,1,1,1,0,17720,0.085,0.045438
78,-O1,0,0,0,0,21680,0.114,0.069376
79,-O1,1,0,1,1,17584,0.101,0.02623
8,-Ofast,1,0,0,1,23256,0.145,0.051827
9,-Ofast,1,1,0,1,19160,0.114,0.052104
