configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.108,4.98289
1,-Og,1,1,0,1,17720,0.074,7.192114
10,-O1,0,1,1,0,17584,0.081,3.402507
11,-Ofast,1,1,1,1,19112,0.11,2.205895
12,-O2,1,0,0,1,21648,0.132,5.00369
13,-Ofast,1,0,1,0,19112,0.128,2.208047
14,-Ofast,1,0,1,1,19112,0.124,2.217679
15,-O1,0,0,1,0,17584,0.107,3.389467
16,-O2,0,0,0,1,21648,0.127,4.974915
17,-O2,0,1,1,1,17552,0.107,2.2046650000000003
18,-O0,1,1,0,0,17752,0.06,10.793396000000001
19,-O0,1,1,1,1,17752,0.066,8.529947
2,-Og,0,1,0,0,17720,0.086,7.178711999999999
20,-O0,1,1,0,1,17752,0.052,10.715897
21,-Og,0,0,0,0,17720,0.076,7.509347999999999
22,-O2,1,1,1,0,17552,0.099,2.204653
23,-O1,0,1,0,0,17584,0.084,7.459759
24,-O1,0,0,0,1,21680,0.114,7.7171
25,-O0,0,1,0,0,17752,0.067,11.576796
26,-Og,0,1,1,1,17720,0.075,3.5713690000000002
27,-O0,1,0,0,0,17752,0.068,11.718717999999999
28,-O1,0,0,1,1,17584,0.108,3.4152989999999996
29,-O0,1,1,1,0,17752,0.069,8.86813
3,-O0,1,0,1,0,17752,0.066,8.792164
30,-O1,1,0,0,0,21680,0.111,7.467248
31,-O2,0,1,1,0,17552,0.108,2.2065490000000003
32,-O0,0,1,0,1,17752,0.057,10.817221
33,-O2,1,1,1,1,17552,0.082,2.211537
34,-O0,0,0,0,0,17752,0.059,11.09015
35,-Ofast,0,1,0,1,19112,0.139,5.419727
36,-Og,1,0,1,1,17720,0.082,3.5435470000000002
37,-Og,1,1,0,0,17720,0.082,7.693539
38,-Og,1,0,0,1,17720,0.083,7.722338000000001
39,-Ofast,0,0,1,1,19112,0.141,2.2993799999999998
4,-O2,0,0,0,0,21648,0.138,5.463857
40,-O2,1,0,0,0,21648,0.143,5.4560699999999995
41,-O2,1,1,0,1,17552,0.11,5.561794
42,-O1,1,1,1,0,17584,0.114,3.425364
43,-O0,0,1,1,0,17752,0.058,8.680497
44,-O2,0,1,0,0,17552,0.114,5.1869
45,-Og,0,1,0,1,17720,0.077,7.735688000000001
46,-Og,1,0,1,0,17720,0.077,3.4578919999999997
47,-O2,1,0,1,0,17552,0.105,2.206393
48,-O1,1,0,1,0,17584,0.088,3.4251410000000004
49,-Ofast,0,1,0,0,19112,0.123,5.056774
5,-Ofast,0,1,1,1,19112,0.116,2.206674
50,-Ofast,0,1,1,0,19112,0.118,2.217531
51,-Og,1,1,1,1,17720,0.072,3.4767949999999996
52,-Ofast,1,1,0,0,19112,0.122,5.2832230000000004
53,-Og,0,0,0,1,17720,0.074,7.26357
54,-Og,0,1,1,0,17720,0.066,3.454439
55,-O0,0,0,1,0,17752,0.057,9.284469999999999
56,-Og,0,0,1,1,17720,0.082,3.478418
57,-O0,0,0,0,1,17752,0.072,11.104275
58,-O1,0,1,1,1,17584,0.088,3.428254
59,-O1,1,1,1,1,17584,0.095,3.4014029999999997
6,-Ofast,1,0,0,0,23208,0.142,5.245013
60,-Ofast,1,1,1,0,19112,0.134,2.208139
61,-Og,1,0,0,0,17720,0.07,7.2046339999999995
62,-Og,0,0,1,0,17720,0.088,3.479505
63,-Ofast,0,0,1,0,19112,0.111,2.208088
64,-Ofast,0,0,0,1,23208,0.133,5.081025
65,-O1,1,1,0,0,17584,0.082,7.597403999999999
66,-Ofast,0,0,0,0,23208,0.142,5.469035
67,-O0,1,0,1,1,17752,0.073,9.080156
68,-O2,0,1,0,1,17552,0.108,5.048774
69,-O1,1,1,0,1,17584,0.093,8.134454
7,-O0,0,0,1,1,17752,0.068,9.366938000000001
70,-O0,0,1,1,1,17752,0.075,9.35735
71,-O0,1,0,0,1,17752,0.069,11.966157
72,-O2,0,0,1,0,17552,0.141,2.24705
73,-O2,0,0,1,1,17552,0.127,2.206731
74,-O1,0,1,0,1,17584,0.095,7.429971000000001
75,-O1,1,0,0,1,21680,0.119,7.423903
76,-O2,1,0,1,1,17552,0.122,2.2134240000000003
77,-Og,1,1,1,0,17720,0.065,3.4794669999999996
78,-O1,0,0,0,0,21680,0.11,7.8021910000000005
79,-O1,1,0,1,1,17584,0.105,3.423567
8,-Ofast,1,0,0,1,23208,0.147,5.117079
9,-Ofast,1,1,0,1,19112,0.116,5.1376919999999995
