configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.107,1.307109
1,-Og,1,1,0,1,17720,0.064,2.424291
10,-O1,0,1,1,0,17584,0.085,1.120287
11,-Ofast,1,1,1,1,19112,0.095,0.534044
12,-O2,1,0,0,1,21648,0.119,1.269471
13,-Ofast,1,0,1,0,19112,0.134,0.525066
14,-Ofast,1,0,1,1,19112,0.118,0.522176
15,-O1,0,0,1,0,17584,0.083,1.117038
16,-O2,0,0,0,1,21648,0.112,1.259396
17,-O2,0,1,1,1,17552,0.092,0.534395
18,-O0,1,1,0,0,17752,0.058,2.899629
19,-O0,1,1,1,1,17752,0.065,2.041196
2,-Og,0,1,0,0,17720,0.076,2.410743
20,-O0,1,1,0,1,17752,0.058,2.894791
21,-Og,0,0,0,0,17720,0.072,2.4048599999999998
22,-O2,1,1,1,0,17552,0.094,0.530469
23,-O1,0,1,0,0,17584,0.079,2.394883
24,-O1,0,0,0,1,17584,0.092,2.39443
25,-O0,0,1,0,0,17752,0.054,2.8934490000000004
26,-Og,0,1,1,1,17720,0.073,1.160808
27,-O0,1,0,0,0,17752,0.063,2.9041639999999997
28,-O1,0,0,1,1,17584,0.091,1.1208559999999999
29,-O0,1,1,1,0,17752,0.048,2.185835
3,-O0,1,0,1,0,17752,0.053,2.028408
30,-O1,1,0,0,0,17584,0.096,2.4074
31,-O2,0,1,1,0,17552,0.081,0.536505
32,-O0,0,1,0,1,17752,0.059,2.885727
33,-O2,1,1,1,1,17552,0.09,0.536606
34,-O0,0,0,0,0,17752,0.068,2.898096
35,-Ofast,0,1,0,1,19112,0.106,1.29643
36,-Og,1,0,1,1,17720,0.072,1.1541059999999999
37,-Og,1,1,0,0,17720,0.078,2.4121
38,-Og,1,0,0,1,17720,0.078,2.395997
39,-Ofast,0,0,1,1,19112,0.128,0.523999
4,-O2,0,0,0,0,21648,0.13,1.297976
40,-O2,1,0,0,0,21648,0.105,1.268184
41,-O2,1,1,0,1,17552,0.082,1.297283
42,-O1,1,1,1,0,17584,0.075,1.118639
43,-O0,0,1,1,0,17752,0.042,2.033935
44,-O2,0,1,0,0,17552,0.095,1.294845
45,-Og,0,1,0,1,17720,0.067,2.450639
46,-Og,1,0,1,0,17720,0.069,1.193331
47,-O2,1,0,1,0,17552,0.11,0.522948
48,-O1,1,0,1,0,17584,0.084,1.11685
49,-Ofast,0,1,0,0,19112,0.107,1.344851
5,-Ofast,0,1,1,1,19112,0.106,0.5377810000000001
50,-Ofast,0,1,1,0,19112,0.098,0.536718
51,-Og,1,1,1,1,17720,0.064,1.1936149999999999
52,-Ofast,1,1,0,0,19112,0.124,1.315167
53,-Og,0,0,0,1,17720,0.069,2.401168
54,-Og,0,1,1,0,17720,0.064,1.14885
55,-O0,0,0,1,0,17752,0.068,2.109425
56,-Og,0,0,1,1,17720,0.049,1.175491
57,-O0,0,0,0,1,17752,0.056,2.9109580000000004
58,-O1,0,1,1,1,17584,0.074,1.145378
59,-O1,1,1,1,1,17584,0.073,1.132164
6,-Ofast,1,0,0,0,23208,0.135,1.32041
60,-Ofast,1,1,1,0,19112,0.098,0.547405
61,-Og,1,0,0,0,17720,0.076,2.409329
62,-Og,0,0,1,0,17720,0.075,1.145786
63,-Ofast,0,0,1,0,19112,0.113,0.529732
64,-Ofast,0,0,0,1,23208,0.135,1.291668
65,-O1,1,1,0,0,17584,0.084,2.389423
66,-Ofast,0,0,0,0,23208,0.149,1.284524
67,-O0,1,0,1,1,17752,0.071,2.0998580000000002
68,-O2,0,1,0,1,17552,0.083,1.319405
69,-O1,1,1,0,1,17584,0.079,2.3916459999999997
7,-O0,0,0,1,1,17752,0.061,2.093828
70,-O0,0,1,1,1,17752,0.061,2.173864
71,-O0,1,0,0,1,17752,0.058,2.99365
72,-O2,0,0,1,0,17552,0.108,0.524469
73,-O2,0,0,1,1,17552,0.104,0.525224
74,-O1,0,1,0,1,17584,0.076,2.3900580000000002
75,-O1,1,0,0,1,17584,0.088,2.396418
76,-O2,1,0,1,1,17552,0.115,0.524933
77,-Og,1,1,1,0,17720,0.083,1.1889399999999999
78,-O1,0,0,0,0,17584,0.098,2.40667
79,-O1,1,0,1,1,17584,0.08,1.1178350000000001
8,-Ofast,1,0,0,1,23208,0.131,1.272569
9,-Ofast,1,1,0,1,19112,0.095,1.301696
