configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17560,0.117,0.016828
1,-Og,1,1,0,1,17736,0.089,0.033773000000000004
10,-O1,0,1,1,0,17592,0.119,0.024104
11,-Ofast,1,1,1,1,19120,0.188,0.007708
12,-O2,1,0,0,1,17560,0.139,0.01629
13,-Ofast,1,0,1,0,19120,0.167,0.006606999999999999
14,-Ofast,1,0,1,1,19120,0.159,0.0066
15,-O1,0,0,1,0,17592,0.097,0.021932
16,-O2,0,0,0,1,17560,0.125,0.014780000000000001
17,-O2,0,1,1,1,17560,0.11,0.014787999999999999
18,-O0,1,1,0,0,17760,0.065,0.11978499999999999
19,-O0,1,1,1,1,17760,0.068,0.12028399999999999
2,-Og,0,1,0,0,17736,0.07,0.029754000000000003
20,-O0,1,1,0,1,17760,0.059,0.11961199999999998
21,-Og,0,0,0,0,17736,0.075,0.029757
22,-O2,1,1,1,0,17560,0.118,0.014694
23,-O1,0,1,0,0,17592,0.106,0.022006
24,-O1,0,0,0,1,17592,0.105,0.021529
25,-O0,0,1,0,0,17760,0.059,0.119175
26,-Og,0,1,1,1,17736,0.077,0.029155
27,-O0,1,0,0,0,17760,0.063,0.12000899999999999
28,-O1,0,0,1,1,17592,0.102,0.021935
29,-O0,1,1,1,0,17760,0.063,0.120102
3,-O0,1,0,1,0,17760,0.072,0.12004100000000001
30,-O1,1,0,0,0,17592,0.089,0.021283
31,-O2,0,1,1,0,17560,0.099,0.014796
32,-O0,0,1,0,1,17760,0.069,0.11978599999999999
33,-O2,1,1,1,1,17560,0.112,0.014799000000000001
34,-O0,0,0,0,0,17760,0.07,0.11970499999999999
35,-Ofast,0,1,0,1,19120,0.158,0.006567
36,-Og,1,0,1,1,17736,0.08,0.029057
37,-Og,1,1,0,0,17736,0.084,0.029773
38,-Og,1,0,0,1,17736,0.093,0.029814999999999998
39,-Ofast,0,0,1,1,19120,0.175,0.0065829999999999994
4,-O2,0,0,0,0,17560,0.124,0.014773
40,-O2,1,0,0,0,17560,0.129,0.014793
41,-O2,1,1,0,1,17560,0.114,0.014781
42,-O1,1,1,1,0,17592,0.098,0.022094
43,-O0,0,1,1,0,17760,0.057,0.119414
44,-O2,0,1,0,0,17560,0.105,0.014827000000000002
45,-Og,0,1,0,1,17736,0.095,0.02975
46,-Og,1,0,1,0,17736,0.082,0.029112
47,-O2,1,0,1,0,17560,0.109,0.014749000000000002
48,-O1,1,0,1,0,17592,0.101,0.021935
49,-Ofast,0,1,0,0,19120,0.159,0.006576
5,-Ofast,0,1,1,1,19120,0.151,0.006594
50,-Ofast,0,1,1,0,19120,0.163,0.006562999999999999
51,-Og,1,1,1,1,17736,0.081,0.02913
52,-Ofast,1,1,0,0,19120,0.169,0.006587000000000001
53,-Og,0,0,0,1,17736,0.077,0.029775
54,-Og,0,1,1,0,17736,0.079,0.029047000000000003
55,-O0,0,0,1,0,17760,0.067,0.12110699999999999
56,-Og,0,0,1,1,17736,0.086,0.029101
57,-O0,0,0,0,1,17760,0.073,0.11969
58,-O1,0,1,1,1,17592,0.092,0.022198
59,-O1,1,1,1,1,17592,0.099,0.021335
6,-Ofast,1,0,0,0,19120,0.176,0.006595999999999999
60,-Ofast,1,1,1,0,19120,0.162,0.0065650000000000005
61,-Og,1,0,0,0,17736,0.081,0.029883
62,-Og,0,0,1,0,17736,0.089,0.029001
63,-Ofast,0,0,1,0,19120,0.165,0.006568000000000001
64,-Ofast,0,0,0,1,19120,0.182,0.006548999999999999
65,-O1,1,1,0,0,17592,0.108,0.021592
66,-Ofast,0,0,0,0,19120,0.178,0.006599
67,-O0,1,0,1,1,17760,0.067,0.119646
68,-O2,0,1,0,1,17560,0.121,0.014831
69,-O1,1,1,0,1,17592,0.099,0.021955000000000002
7,-O0,0,0,1,1,17760,0.062,0.119835
70,-O0,0,1,1,1,17760,0.064,0.119952
71,-O0,1,0,0,1,17760,0.056,0.12043699999999999
72,-O2,0,0,1,0,17560,0.106,0.014754
73,-O2,0,0,1,1,17560,0.115,0.014844999999999999
74,-O1,0,1,0,1,17592,0.104,0.02199
75,-O1,1,0,0,1,17592,0.107,0.020953
76,-O2,1,0,1,1,17560,0.102,0.014775
77,-Og,1,1,1,0,17736,0.085,0.029031
78,-O1,0,0,0,0,17592,0.102,0.021999
79,-O1,1,0,1,1,17592,0.099,0.02192
8,-Ofast,1,0,0,1,19120,0.162,0.006601999999999999
9,-Ofast,1,1,0,1,19120,0.174,0.0065980000000000006
