configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.118,0.18324400000000002
1,-Og,1,1,0,1,17728,0.087,0.23295
10,-O1,0,1,1,0,17584,0.091,0.12895
11,-Ofast,1,1,1,1,19112,0.132,0.108883
12,-O2,1,0,0,1,21648,0.149,0.196529
13,-Ofast,1,0,1,0,19112,0.159,0.10630799999999999
14,-Ofast,1,0,1,1,19112,0.161,0.10668399999999999
15,-O1,0,0,1,0,17584,0.114,0.11298599999999999
16,-O2,0,0,0,1,21648,0.157,0.19584400000000002
17,-O2,0,1,1,1,17552,0.106,0.11583299999999999
18,-O0,1,1,0,0,17752,0.065,0.36633000000000004
19,-O0,1,1,1,1,17752,0.067,0.25911
2,-Og,0,1,0,0,17728,0.071,0.23975300000000002
20,-O0,1,1,0,1,17752,0.059,0.349023
21,-Og,0,0,0,0,17728,0.081,0.23375100000000001
22,-O2,1,1,1,0,17552,0.103,0.11598800000000001
23,-O1,0,1,0,0,17584,0.087,0.23080599999999998
24,-O1,0,0,0,1,21680,0.135,0.20171
25,-O0,0,1,0,0,17752,0.065,0.356319
26,-Og,0,1,1,1,17728,0.077,0.131709
27,-O0,1,0,0,0,17752,0.072,0.34894899999999995
28,-O1,0,0,1,1,17584,0.116,0.11413599999999999
29,-O0,1,1,1,0,17752,0.068,0.270559
3,-O0,1,0,1,0,17752,0.078,0.26419899999999996
30,-O1,1,0,0,0,21680,0.122,0.202628
31,-O2,0,1,1,0,17552,0.099,0.1163
32,-O0,0,1,0,1,17752,0.064,0.357989
33,-O2,1,1,1,1,17552,0.108,0.11583199999999999
34,-O0,0,0,0,0,17752,0.068,0.348704
35,-Ofast,0,1,0,1,19112,0.132,0.16026700000000002
36,-Og,1,0,1,1,17728,0.077,0.132073
37,-Og,1,1,0,0,17728,0.073,0.23511300000000002
38,-Og,1,0,0,1,17728,0.079,0.23717199999999997
39,-Ofast,0,0,1,1,19112,0.16,0.10642599999999999
4,-O2,0,0,0,0,21648,0.149,0.204784
40,-O2,1,0,0,0,21648,0.159,0.197278
41,-O2,1,1,0,1,17552,0.113,0.18448900000000001
42,-O1,1,1,1,0,17584,0.092,0.12933699999999998
43,-O0,0,1,1,0,17752,0.062,0.264841
44,-O2,0,1,0,0,17552,0.11,0.185086
45,-Og,0,1,0,1,17728,0.075,0.233711
46,-Og,1,0,1,0,17728,0.068,0.131654
47,-O2,1,0,1,0,17552,0.132,0.11143499999999999
48,-O1,1,0,1,0,17584,0.115,0.11325299999999999
49,-Ofast,0,1,0,0,19112,0.141,0.160967
5,-Ofast,0,1,1,1,19112,0.135,0.108583
50,-Ofast,0,1,1,0,19112,0.136,0.10946700000000001
51,-Og,1,1,1,1,17728,0.078,0.13134300000000002
52,-Ofast,1,1,0,0,19112,0.135,0.162959
53,-Og,0,0,0,1,17728,0.081,0.23471599999999998
54,-Og,0,1,1,0,17728,0.078,0.13206600000000002
55,-O0,0,0,1,0,17752,0.068,0.261405
56,-Og,0,0,1,1,17728,0.084,0.13152
57,-O0,0,0,0,1,17752,0.072,0.346095
58,-O1,0,1,1,1,17584,0.082,0.13020199999999998
59,-O1,1,1,1,1,17584,0.096,0.130108
6,-Ofast,1,0,0,0,23208,0.18,0.168977
60,-Ofast,1,1,1,0,19112,0.145,0.107732
61,-Og,1,0,0,0,17728,0.09,0.237719
62,-Og,0,0,1,0,17728,0.071,0.133165
63,-Ofast,0,0,1,0,19112,0.167,0.10714800000000001
64,-Ofast,0,0,0,1,23208,0.19,0.16824
65,-O1,1,1,0,0,17584,0.093,0.232625
66,-Ofast,0,0,0,0,23208,0.175,0.168081
67,-O0,1,0,1,1,17752,0.059,0.264205
68,-O2,0,1,0,1,17552,0.12,0.183288
69,-O1,1,1,0,1,17584,0.093,0.233052
7,-O0,0,0,1,1,17752,0.065,0.274809
70,-O0,0,1,1,1,17752,0.068,0.262669
71,-O0,1,0,0,1,17752,0.056,0.355821
72,-O2,0,0,1,0,17552,0.136,0.11144200000000001
73,-O2,0,0,1,1,17552,0.137,0.110694
74,-O1,0,1,0,1,17584,0.092,0.233444
75,-O1,1,0,0,1,21680,0.131,0.202337
76,-O2,1,0,1,1,17552,0.127,0.111251
77,-Og,1,1,1,0,17728,0.082,0.132359
78,-O1,0,0,0,0,21680,0.123,0.20197400000000001
79,-O1,1,0,1,1,17584,0.121,0.113693
8,-Ofast,1,0,0,1,23208,0.178,0.16908299999999998
9,-Ofast,1,1,0,1,19112,0.137,0.159829
