configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.105,10.202354
1,-Og,1,1,0,1,17720,0.078,10.256782000000001
10,-O1,0,1,1,0,17584,0.095,9.680043
11,-Ofast,1,1,1,1,19112,0.118,10.370069
12,-O2,1,0,0,1,21648,0.148,10.118876
13,-Ofast,1,0,1,0,19112,0.14,10.109122
14,-Ofast,1,0,1,1,19112,0.146,9.970352
15,-O1,0,0,1,0,17584,0.119,9.927906
16,-O2,0,0,0,1,21648,0.145,10.00912
17,-O2,0,1,1,1,17552,0.097,9.634526
18,-O0,1,1,0,0,17752,0.065,19.100982000000002
19,-O0,1,1,1,1,17752,0.063,14.563732
2,-Og,0,1,0,0,17720,0.073,10.490511
20,-O0,1,1,0,1,17752,0.077,19.797717000000002
21,-Og,0,0,0,0,17720,0.083,10.290966000000001
22,-O2,1,1,1,0,17552,0.11,10.22861
23,-O1,0,1,0,0,17584,0.097,10.506213
24,-O1,0,0,0,1,21680,0.121,10.580387
25,-O0,0,1,0,0,17752,0.057,19.124036
26,-Og,0,1,1,1,17720,0.075,9.252781
27,-O0,1,0,0,0,17752,0.078,17.941659
28,-O1,0,0,1,1,17584,0.109,9.332963000000001
29,-O0,1,1,1,0,17752,0.068,14.636970999999999
3,-O0,1,0,1,0,17752,0.083,14.552994
30,-O1,1,0,0,0,21680,0.121,10.641123
31,-O2,0,1,1,0,17552,0.122,9.680295
32,-O0,0,1,0,1,17752,0.078,18.36788
33,-O2,1,1,1,1,17552,0.106,10.001508
34,-O0,0,0,0,0,17752,0.071,18.412695000000003
35,-Ofast,0,1,0,1,19112,0.138,9.889408
36,-Og,1,0,1,1,17720,0.077,9.42567
37,-Og,1,1,0,0,17720,0.087,10.253898
38,-Og,1,0,0,1,17720,0.08,10.666103999999999
39,-Ofast,0,0,1,1,19112,0.125,9.628921
4,-O2,0,0,0,0,21648,0.136,10.836607
40,-O2,1,0,0,0,21648,0.119,10.442923
41,-O2,1,1,0,1,17552,0.104,10.689979
42,-O1,1,1,1,0,17584,0.098,9.194777
43,-O0,0,1,1,0,17752,0.067,14.089353
44,-O2,0,1,0,0,17552,0.121,10.408511
45,-Og,0,1,0,1,17720,0.093,10.129472
46,-Og,1,0,1,0,17720,0.081,8.973935
47,-O2,1,0,1,0,17552,0.123,9.86155
48,-O1,1,0,1,0,17584,0.098,9.337944
49,-Ofast,0,1,0,0,19112,0.125,9.933146
5,-Ofast,0,1,1,1,19112,0.117,9.681502
50,-Ofast,0,1,1,0,19112,0.131,9.194315
51,-Og,1,1,1,1,17720,0.082,9.275582
52,-Ofast,1,1,0,0,19112,0.135,9.996358
53,-Og,0,0,0,1,17720,0.082,9.979498
54,-Og,0,1,1,0,17720,0.078,9.270401
55,-O0,0,0,1,0,17752,0.078,14.181318
56,-Og,0,0,1,1,17720,0.083,9.515342
57,-O0,0,0,0,1,17752,0.075,18.535291
58,-O1,0,1,1,1,17584,0.096,9.636575
59,-O1,1,1,1,1,17584,0.095,9.424517999999999
6,-Ofast,1,0,0,0,23208,0.152,10.433578
60,-Ofast,1,1,1,0,19112,0.128,10.319669000000001
61,-Og,1,0,0,0,17720,0.09,9.993577
62,-Og,0,0,1,0,17720,0.088,8.864477
63,-Ofast,0,0,1,0,19112,0.15,10.53476
64,-Ofast,0,0,0,1,23208,0.138,9.516264
65,-O1,1,1,0,0,17584,0.098,10.428132000000002
66,-Ofast,0,0,0,0,23208,0.147,10.048411999999999
67,-O0,1,0,1,1,17752,0.068,14.378366
68,-O2,0,1,0,1,17552,0.108,10.228347
69,-O1,1,1,0,1,17584,0.09,10.040431
7,-O0,0,0,1,1,17752,0.059,14.271218
70,-O0,0,1,1,1,17752,0.076,14.654041000000001
71,-O0,1,0,0,1,17752,0.074,18.724075
72,-O2,0,0,1,0,17552,0.141,10.057757
73,-O2,0,0,1,1,17552,0.127,9.396803
74,-O1,0,1,0,1,17584,0.087,10.224319
75,-O1,1,0,0,1,21680,0.109,10.555028
76,-O2,1,0,1,1,17552,0.13,9.267338
77,-Og,1,1,1,0,17720,0.077,9.409149000000001
78,-O1,0,0,0,0,21680,0.109,10.132956
79,-O1,1,0,1,1,17584,0.109,9.517514
8,-Ofast,1,0,0,1,23208,0.153,10.004023
9,-Ofast,1,1,0,1,19112,0.127,10.64494
