configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.09,7.34647
1,-Og,1,1,0,1,17720,0.078,9.020050999999999
10,-O1,0,1,1,0,17584,0.087,2.741483
11,-Ofast,1,1,1,1,19112,0.121,3.6249
12,-O2,1,0,0,1,21648,0.157,6.619227
13,-Ofast,1,0,1,0,19112,0.135,2.352209
14,-Ofast,1,0,1,1,19112,0.129,4.027736
15,-O1,0,0,1,0,17584,0.109,3.279411
16,-O2,0,0,0,1,21648,0.153,7.103047999999999
17,-O2,0,1,1,1,17552,0.083,4.218030000000001
18,-O0,1,1,0,0,17752,0.078,15.96582
19,-O0,1,1,1,1,17752,0.06,12.789823
2,-Og,0,1,0,0,17720,0.077,8.131024
20,-O0,1,1,0,1,17752,0.067,14.552841
21,-Og,0,0,0,0,17720,0.076,7.798508
22,-O2,1,1,1,0,17552,0.106,4.078599
23,-O1,0,1,0,0,17584,0.094,7.863461999999999
24,-O1,0,0,0,1,21680,0.11,6.70332
25,-O0,0,1,0,0,17752,0.047,15.849688
26,-Og,0,1,1,1,17720,0.071,3.8731739999999997
27,-O0,1,0,0,0,17752,0.061,12.994643
28,-O1,0,0,1,1,17584,0.105,3.6521769999999996
29,-O0,1,1,1,0,17752,0.067,10.142325999999999
3,-O0,1,0,1,0,17752,0.07,9.721036999999999
30,-O1,1,0,0,0,21680,0.124,6.74309
31,-O2,0,1,1,0,17552,0.087,3.14384
32,-O0,0,1,0,1,17752,0.061,16.251912
33,-O2,1,1,1,1,17552,0.092,3.439024
34,-O0,0,0,0,0,17752,0.052,12.906748
35,-Ofast,0,1,0,1,19112,0.12,7.3712789999999995
36,-Og,1,0,1,1,17720,0.063,3.993775
37,-Og,1,1,0,0,17720,0.07,8.99493
38,-Og,1,0,0,1,17720,0.071,8.474822
39,-Ofast,0,0,1,1,19112,0.12,3.4924
4,-O2,0,0,0,0,21648,0.138,6.7354460000000005
40,-O2,1,0,0,0,21648,0.142,5.236575
41,-O2,1,1,0,1,17552,0.105,7.373588000000001
42,-O1,1,1,1,0,17584,0.091,2.745335
43,-O0,0,1,1,0,17752,0.069,12.473308
44,-O2,0,1,0,0,17552,0.114,7.363242
45,-Og,0,1,0,1,17720,0.073,8.754760000000001
46,-Og,1,0,1,0,17720,0.076,2.854149
47,-O2,1,0,1,0,17552,0.128,2.2054549999999997
48,-O1,1,0,1,0,17584,0.11,2.4759759999999997
49,-Ofast,0,1,0,0,19112,0.109,6.836545
5,-Ofast,0,1,1,1,19112,0.121,3.697808
50,-Ofast,0,1,1,0,19112,0.117,2.570655
51,-Og,1,1,1,1,17720,0.071,3.8540010000000002
52,-Ofast,1,1,0,0,19112,0.126,7.113345
53,-Og,0,0,0,1,17720,0.075,8.67326
54,-Og,0,1,1,0,17720,0.086,2.841997
55,-O0,0,0,1,0,17752,0.052,10.958395
56,-Og,0,0,1,1,17720,0.081,2.8578
57,-O0,0,0,0,1,17752,0.052,15.639769
58,-O1,0,1,1,1,17584,0.088,3.6381370000000004
59,-O1,1,1,1,1,17584,0.078,2.738362
6,-Ofast,1,0,0,0,23208,0.14,6.7011
60,-Ofast,1,1,1,0,19112,0.12,3.443284
61,-Og,1,0,0,0,17720,0.087,8.396828999999999
62,-Og,0,0,1,0,17720,0.076,2.837025
63,-Ofast,0,0,1,0,19112,0.139,3.145486
64,-Ofast,0,0,0,1,23208,0.138,6.974301
65,-O1,1,1,0,0,17584,0.075,8.887917
66,-Ofast,0,0,0,0,23208,0.134,6.336715
67,-O0,1,0,1,1,17752,0.071,11.005704
68,-O2,0,1,0,1,17552,0.107,7.0712410000000006
69,-O1,1,1,0,1,17584,0.087,8.029106
7,-O0,0,0,1,1,17752,0.054,10.507845
70,-O0,0,1,1,1,17752,0.064,12.991011
71,-O0,1,0,0,1,17752,0.071,15.748029999999998
72,-O2,0,0,1,0,17552,0.135,2.2260169999999997
73,-O2,0,0,1,1,17552,0.125,2.9042689999999998
74,-O1,0,1,0,1,17584,0.08,7.1353279999999994
75,-O1,1,0,0,1,21680,0.123,7.151375999999999
76,-O2,1,0,1,1,17552,0.124,3.972722
77,-Og,1,1,1,0,17720,0.08,2.837401
78,-O1,0,0,0,0,21680,0.116,7.218555
79,-O1,1,0,1,1,17584,0.11,2.440786
8,-Ofast,1,0,0,1,23208,0.151,6.684842
9,-Ofast,1,1,0,1,19112,0.122,7.410514999999999
