configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17600,0.109,0.07539
1,-Og,1,1,0,1,17720,0.074,0.075546
10,-O1,0,1,1,0,17584,0.081,0.036585
11,-Ofast,1,1,1,1,19160,0.117,0.036555000000000004
12,-O2,1,0,0,1,17600,0.114,0.075417
13,-Ofast,1,0,1,0,19160,0.12,0.036548000000000004
14,-Ofast,1,0,1,1,19160,0.111,0.036545
15,-O1,0,0,1,0,17584,0.092,0.036631
16,-O2,0,0,0,1,17600,0.117,0.075394
17,-O2,0,1,1,1,17600,0.079,0.036542000000000005
18,-O0,1,1,0,0,17752,0.072,0.13206700000000002
19,-O0,1,1,1,1,17752,0.052,0.127358
2,-Og,0,1,0,0,17720,0.067,0.07557699999999999
20,-O0,1,1,0,1,17752,0.072,0.132024
21,-Og,0,0,0,0,17720,0.078,0.075535
22,-O2,1,1,1,0,17600,0.099,0.036506
23,-O1,0,1,0,0,17584,0.07,0.075393
24,-O1,0,0,0,1,17584,0.098,0.075562
25,-O0,0,1,0,0,17752,0.063,0.132549
26,-Og,0,1,1,1,17720,0.078,0.036508
27,-O0,1,0,0,0,17752,0.065,0.13659100000000002
28,-O1,0,0,1,1,17584,0.1,0.03655
29,-O0,1,1,1,0,17752,0.058,0.127051
3,-O0,1,0,1,0,17752,0.072,0.127382
30,-O1,1,0,0,0,17584,0.098,0.07544400000000001
31,-O2,0,1,1,0,17600,0.091,0.036618
32,-O0,0,1,0,1,17752,0.065,0.133366
33,-O2,1,1,1,1,17600,0.096,0.036508
34,-O0,0,0,0,0,17752,0.054,0.132972
35,-Ofast,0,1,0,1,19160,0.103,0.075365
36,-Og,1,0,1,1,17720,0.072,0.036496
37,-Og,1,1,0,0,17720,0.072,0.075629
38,-Og,1,0,0,1,17720,0.061,0.075474
39,-Ofast,0,0,1,1,19160,0.111,0.036543
4,-O2,0,0,0,0,17600,0.118,0.07566200000000001
40,-O2,1,0,0,0,17600,0.122,0.075427
41,-O2,1,1,0,1,17600,0.101,0.075353
42,-O1,1,1,1,0,17584,0.089,0.036579
43,-O0,0,1,1,0,17752,0.05,0.12883
44,-O2,0,1,0,0,17600,0.115,0.075404
45,-Og,0,1,0,1,17720,0.08,0.075509
46,-Og,1,0,1,0,17720,0.074,0.036537
47,-O2,1,0,1,0,17600,0.099,0.036522000000000006
48,-O1,1,0,1,0,17584,0.096,0.036535000000000005
49,-Ofast,0,1,0,0,19160,0.108,0.075428
5,-Ofast,0,1,1,1,19160,0.118,0.036525
50,-Ofast,0,1,1,0,19160,0.109,0.036518
51,-Og,1,1,1,1,17720,0.086,0.036525999999999996
52,-Ofast,1,1,0,0,19160,0.12,0.075374
53,-Og,0,0,0,1,17720,0.087,0.075637
54,-Og,0,1,1,0,17720,0.079,0.036489999999999995
55,-O0,0,0,1,0,17752,0.074,0.128485
56,-Og,0,0,1,1,17720,0.072,0.036545999999999995
57,-O0,0,0,0,1,17752,0.062,0.13946
58,-O1,0,1,1,1,17584,0.081,0.036683999999999994
59,-O1,1,1,1,1,17584,0.09,0.036561
6,-Ofast,1,0,0,0,19160,0.114,0.07543899999999999
60,-Ofast,1,1,1,0,19160,0.122,0.036537
61,-Og,1,0,0,0,17720,0.079,0.076403
62,-Og,0,0,1,0,17720,0.069,0.036555000000000004
63,-Ofast,0,0,1,0,19160,0.126,0.036517
64,-Ofast,0,0,0,1,19160,0.121,0.075684
65,-O1,1,1,0,0,17584,0.094,0.075388
66,-Ofast,0,0,0,0,19160,0.115,0.075679
67,-O0,1,0,1,1,17752,0.064,0.12878900000000001
68,-O2,0,1,0,1,17600,0.098,0.075398
69,-O1,1,1,0,1,17584,0.078,0.075449
7,-O0,0,0,1,1,17752,0.064,0.129142
70,-O0,0,1,1,1,17752,0.062,0.12903
71,-O0,1,0,0,1,17752,0.059,0.135156
72,-O2,0,0,1,0,17600,0.112,0.036514
73,-O2,0,0,1,1,17600,0.096,0.03663
74,-O1,0,1,0,1,17584,0.068,0.075369
75,-O1,1,0,0,1,17584,0.105,0.075451
76,-O2,1,0,1,1,17600,0.103,0.036507
77,-Og,1,1,1,0,17720,0.071,0.036462
78,-O1,0,0,0,0,17584,0.095,0.075446
79,-O1,1,0,1,1,17584,0.094,0.036572
8,-Ofast,1,0,0,1,19160,0.096,0.075398
9,-Ofast,1,1,0,1,19160,0.117,0.075525
