configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.122,0.46254300000000004
1,-Og,1,1,0,1,17728,0.085,0.507595
10,-O1,0,1,1,0,17584,0.097,0.156889
11,-Ofast,1,1,1,1,19112,0.139,0.140269
12,-O2,1,0,0,1,21648,0.148,0.474275
13,-Ofast,1,0,1,0,23208,0.198,0.151774
14,-Ofast,1,0,1,1,23208,0.224,0.155596
15,-O1,0,0,1,0,17584,0.124,0.158866
16,-O2,0,0,0,1,21648,0.155,0.456546
17,-O2,0,1,1,1,17552,0.11,0.169967
18,-O0,1,1,0,0,17760,0.064,0.993669
19,-O0,1,1,1,1,17760,0.067,0.8031659999999999
2,-Og,0,1,0,0,17728,0.081,0.518992
20,-O0,1,1,0,1,17760,0.073,1.025674
21,-Og,0,0,0,0,17728,0.088,0.5440689999999999
22,-O2,1,1,1,0,17552,0.118,0.169382
23,-O1,0,1,0,0,17584,0.096,0.46053
24,-O1,0,0,0,1,21680,0.135,0.45423100000000005
25,-O0,0,1,0,0,17760,0.066,1.0137129999999999
26,-Og,0,1,1,1,17728,0.08,0.202477
27,-O0,1,0,0,0,17760,0.066,1.053104
28,-O1,0,0,1,1,17584,0.122,0.15816
29,-O0,1,1,1,0,17760,0.05,0.7751939999999999
3,-O0,1,0,1,0,17760,0.067,0.776879
30,-O1,1,0,0,0,21680,0.148,0.45651
31,-O2,0,1,1,0,17552,0.113,0.171312
32,-O0,0,1,0,1,17760,0.065,1.0567440000000001
33,-O2,1,1,1,1,17552,0.106,0.17014400000000002
34,-O0,0,0,0,0,17760,0.072,1.0255299999999998
35,-Ofast,0,1,0,1,23208,0.156,0.278825
36,-Og,1,0,1,1,17728,0.073,0.21616799999999997
37,-Og,1,1,0,0,17728,0.082,0.547531
38,-Og,1,0,0,1,17728,0.086,0.507429
39,-Ofast,0,0,1,1,23208,0.192,0.152321
4,-O2,0,0,0,0,21648,0.163,0.460226
40,-O2,1,0,0,0,21648,0.154,0.45543100000000003
41,-O2,1,1,0,1,17552,0.124,0.468307
42,-O1,1,1,1,0,17584,0.104,0.156203
43,-O0,0,1,1,0,17760,0.056,0.776442
44,-O2,0,1,0,0,17552,0.109,0.468396
45,-Og,0,1,0,1,17728,0.09,0.508303
46,-Og,1,0,1,0,17728,0.081,0.207012
47,-O2,1,0,1,0,17552,0.15,0.166419
48,-O1,1,0,1,0,17584,0.115,0.156595
49,-Ofast,0,1,0,0,23208,0.167,0.269874
5,-Ofast,0,1,1,1,19112,0.149,0.140677
50,-Ofast,0,1,1,0,19112,0.144,0.140718
51,-Og,1,1,1,1,17728,0.076,0.216848
52,-Ofast,1,1,0,0,23208,0.163,0.279854
53,-Og,0,0,0,1,17728,0.085,0.533834
54,-Og,0,1,1,0,17728,0.087,0.21070100000000003
55,-O0,0,0,1,0,17760,0.076,0.757497
56,-Og,0,0,1,1,17728,0.076,0.202791
57,-O0,0,0,0,1,17760,0.079,1.03015
58,-O1,0,1,1,1,17584,0.097,0.15769
59,-O1,1,1,1,1,17584,0.094,0.158039
6,-Ofast,1,0,0,0,27304,0.27,0.296036
60,-Ofast,1,1,1,0,19112,0.149,0.140969
61,-Og,1,0,0,0,17728,0.079,0.550053
62,-Og,0,0,1,0,17728,0.095,0.20214100000000002
63,-Ofast,0,0,1,0,23208,0.221,0.156773
64,-Ofast,0,0,0,1,27304,0.255,0.29739699999999997
65,-O1,1,1,0,0,17584,0.097,0.46517
66,-Ofast,0,0,0,0,27304,0.263,0.29591300000000004
67,-O0,1,0,1,1,17760,0.052,0.7776310000000001
68,-O2,0,1,0,1,17552,0.124,0.48385100000000003
69,-O1,1,1,0,1,17584,0.096,0.46625500000000003
7,-O0,0,0,1,1,17760,0.067,0.806375
70,-O0,0,1,1,1,17760,0.064,0.758015
71,-O0,1,0,0,1,17760,0.061,1.015784
72,-O2,0,0,1,0,17552,0.146,0.17041900000000001
73,-O2,0,0,1,1,17552,0.146,0.16598
74,-O1,0,1,0,1,17584,0.1,0.46772700000000006
75,-O1,1,0,0,1,21680,0.146,0.48206400000000005
76,-O2,1,0,1,1,17552,0.154,0.167204
77,-Og,1,1,1,0,17728,0.071,0.202058
78,-O1,0,0,0,0,21680,0.137,0.457004
79,-O1,1,0,1,1,17584,0.122,0.157276
8,-Ofast,1,0,0,1,27304,0.234,0.296928
9,-Ofast,1,1,0,1,23208,0.166,0.270673
