configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,4.66,0.184,0.973,0.46,1.231,0.701,3.902,3.884,0.995,2.358,0.456,0.677,0.605,0.699,1.597
1,0,1,0,1,0,4.79,0.387,1.124,0.625,1.259,0.89,4.03,1.148,1.091,1.324,0.604,0.837,0.565,0.844,1.426
10,0,0,0,1,0,4.796,0.405,1.092,0.62,1.284,0.886,4.019,4.028,1.125,2.407,0.671,0.846,0.874,0.858,1.476
11,1,0,0,0,0,4.655,0.175,0.932,0.472,1.258,0.701,3.944,4.086,1.008,2.337,0.44,0.678,0.6,0.723,1.56
12,1,0,0,1,0,4.652,0.157,0.958,0.457,1.227,0.7,3.904,3.992,0.997,2.302,0.45,0.684,0.598,0.721,1.612
13,0,0,0,0,0,4.612,0.171,0.935,0.458,1.215,0.726,3.923,3.891,1.002,2.347,0.426,0.681,0.612,0.682,1.565
14,0,0,0,1,0,4.773,0.396,1.076,0.623,1.267,0.89,4.045,4.105,1.121,2.427,0.685,0.844,0.861,0.859,1.48
15,1,1,0,1,0,4.604,0.147,0.929,0.445,1.214,0.698,3.873,1.004,0.979,1.254,0.354,0.679,0.329,0.684,1.516
16,1,0,0,0,0,4.673,0.177,0.935,0.454,1.213,0.722,3.914,4.039,0.999,2.339,0.446,0.717,0.598,0.686,1.721
17,0,0,0,1,0,4.87,0.397,1.079,0.625,1.259,0.875,4.019,4.026,1.116,2.402,0.666,0.87,0.873,0.863,1.507
18,0,1,0,1,0,4.794,0.406,1.079,0.613,1.265,0.875,4.031,1.151,1.083,1.327,0.586,0.836,0.573,0.851,1.443
19,0,1,0,0,0,4.644,0.146,0.925,0.449,1.199,0.712,3.893,0.985,0.999,1.246,0.366,0.673,0.314,0.682,1.524
2,1,0,0,1,0,4.637,0.175,0.93,0.458,1.233,0.7,3.912,3.856,1.019,2.354,0.463,0.696,0.624,0.706,1.584
20,1,0,0,0,0,4.583,0.184,0.929,0.457,1.213,0.73,3.94,3.857,0.983,2.341,0.445,0.682,0.609,0.692,1.568
21,1,1,0,1,0,4.643,0.148,0.953,0.472,1.207,0.7,3.942,0.995,0.972,1.262,0.374,0.676,0.319,0.685,1.536
22,1,0,0,0,0,4.649,0.184,0.963,0.454,1.205,0.729,3.914,3.896,1.008,2.318,0.45,0.7,0.604,0.744,1.596
23,0,1,0,0,0,4.626,0.15,0.952,0.444,1.203,0.696,3.886,0.97,0.966,1.269,0.373,0.67,0.317,0.68,1.518
24,1,1,0,1,0,4.639,0.169,0.924,0.444,1.22,0.708,3.907,0.997,0.991,1.247,0.362,0.698,0.312,0.689,1.513
25,0,1,0,0,0,4.624,0.17,0.953,0.444,1.201,0.697,3.902,0.984,0.984,1.25,0.382,0.7,0.317,0.701,1.545
26,0,1,0,0,0,4.623,0.161,0.925,0.449,1.204,0.72,3.92,0.974,0.983,1.248,0.353,0.669,0.314,0.695,1.561
27,0,0,0,1,0,4.847,0.411,1.078,0.639,1.284,0.898,4.026,3.988,1.132,2.38,0.665,0.859,0.867,0.852,1.476
28,0,1,0,1,0,4.796,0.408,1.088,0.615,1.259,0.889,4.021,1.141,1.084,1.333,0.6,0.852,0.569,0.833,1.424
29,0,1,0,0,0,4.677,0.168,0.922,0.447,1.2,0.708,3.916,0.996,0.974,1.271,0.369,0.673,0.315,0.719,1.493
3,1,1,0,1,0,4.634,0.172,0.925,0.471,1.209,0.701,3.916,0.981,0.978,1.249,0.36,0.699,0.312,0.708,1.507
30,0,1,0,1,0,4.953,0.387,1.09,0.615,1.26,0.897,4.01,1.131,1.085,1.328,0.598,0.85,0.564,0.837,1.425
31,1,1,0,1,0,4.708,0.161,0.944,0.451,1.204,0.715,3.909,0.984,0.987,1.255,0.379,0.671,0.315,0.715,1.536
32,1,1,0,1,0,4.7,0.166,0.93,0.46,1.204,0.709,3.947,0.982,1.004,1.251,0.357,0.67,0.309,0.703,1.545
33,0,1,0,0,0,4.624,0.149,0.922,0.443,1.227,0.702,3.912,0.993,0.972,1.288,0.38,0.687,0.309,0.686,1.524
34,1,1,0,1,0,4.645,0.148,0.951,0.47,1.209,0.692,3.878,1.008,0.975,1.272,0.356,0.7,0.315,0.684,1.546
35,1,0,0,0,0,4.593,0.161,0.941,0.48,1.229,0.703,3.934,4.096,0.996,2.318,0.432,0.681,0.598,0.704,1.543
36,0,0,0,0,0,4.621,0.17,0.932,0.451,1.233,0.722,3.961,3.913,0.987,2.352,0.447,0.699,0.61,0.707,1.577
37,0,1,0,1,0,4.794,0.4,1.073,0.63,1.277,0.893,4.023,1.133,1.101,1.325,0.605,0.853,0.586,0.83,1.427
38,1,1,0,0,0,4.636,0.165,0.923,0.461,1.214,0.722,3.896,0.992,0.974,1.28,0.375,0.692,0.317,0.705,1.535
39,0,0,0,0,0,4.602,0.178,0.94,0.448,1.205,0.706,3.911,3.848,1.009,2.336,0.451,0.695,0.61,0.696,1.556
4,1,1,0,1,0,4.596,0.157,0.927,0.446,1.202,0.69,3.897,1.003,0.978,1.249,0.383,0.67,0.317,0.681,1.87
40,0,0,0,0,0,4.599,0.179,0.93,0.459,1.209,0.726,3.9,3.902,1.002,2.365,0.428,0.676,0.624,0.719,1.557
41,1,0,0,1,0,4.651,0.183,0.934,0.453,1.212,0.707,3.894,3.958,1.017,2.306,0.432,0.695,0.598,0.734,1.604
42,1,1,0,0,0,4.636,0.168,0.927,0.47,1.205,0.697,3.928,0.988,0.977,1.269,0.35,0.664,0.34,0.692,1.512
43,0,0,0,1,0,4.831,0.411,1.08,0.639,1.267,0.884,4.031,4.065,1.119,2.391,0.663,0.856,0.88,0.828,1.508
44,1,0,0,1,0,4.751,0.162,0.931,0.481,1.228,0.72,3.947,3.95,0.997,2.354,0.45,0.68,0.623,0.695,1.616
45,0,0,0,1,0,4.814,0.398,1.1,0.639,1.276,0.895,4.05,4.043,1.119,2.389,0.663,0.863,0.862,0.842,1.505
46,1,1,0,0,0,4.658,0.164,0.924,0.455,1.196,0.692,3.936,0.988,0.971,1.253,0.374,0.675,0.326,0.704,1.506
47,1,1,0,0,0,4.605,0.169,0.945,0.443,1.198,0.692,3.898,0.995,0.992,1.25,0.371,0.669,0.307,0.681,1.637
48,0,1,0,0,0,4.632,0.171,0.939,0.447,1.204,0.691,3.918,0.974,0.986,1.287,0.362,0.676,0.33,0.691,1.496
49,1,0,0,1,0,4.629,0.177,0.93,0.459,1.232,0.71,3.923,3.898,0.995,2.37,0.45,0.697,0.628,0.688,1.625
5,1,1,0,0,0,4.629,0.166,0.928,0.471,1.204,0.716,3.928,0.984,0.989,1.241,0.351,0.691,0.339,0.679,1.495
6,0,1,0,0,0,4.585,0.148,0.925,0.465,1.201,0.701,3.924,0.973,0.968,1.24,0.368,0.677,0.314,0.699,1.549
7,0,0,0,1,0,4.806,0.396,1.081,0.639,1.287,0.881,4.017,4.09,1.117,2.432,0.664,0.861,0.858,0.843,1.506
8,1,1,0,0,0,4.589,0.147,0.922,0.447,1.205,0.696,3.891,0.971,0.962,1.267,0.351,0.674,0.341,0.683,1.5
9,0,0,0,0,0,4.621,0.162,0.94,0.477,1.212,0.729,3.911,4.098,1.001,2.345,0.457,0.707,0.616,0.693,1.565
