configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,7.315,0.262,1.46,0.715,1.925,1.085,6.076,5.915,1.514,3.668,0.673,1.039,0.88,1.063,2.351
1,0,1,0,1,0,7.482,0.604,1.657,0.954,1.958,1.335,6.273,1.75,1.694,2.077,0.899,1.298,0.889,1.292,2.196
10,0,0,0,1,0,7.586,0.626,1.659,0.961,1.973,1.364,6.362,6.316,1.715,3.764,1.034,1.315,1.28,1.293,2.264
11,1,0,0,0,0,7.291,0.257,1.437,0.696,1.937,1.077,6.143,6.018,1.528,3.713,0.69,1.041,0.899,1.067,2.322
12,1,0,0,1,0,7.324,0.242,1.451,0.712,1.916,1.071,6.084,5.963,1.535,3.684,0.658,1.081,0.918,1.075,2.349
13,0,0,0,0,0,7.284,0.256,1.438,0.707,1.919,1.082,6.168,5.952,1.528,3.658,0.672,1.061,0.884,1.085,2.377
14,0,0,0,1,0,7.629,0.627,1.701,0.959,1.965,1.352,6.351,6.265,1.698,3.915,1.001,1.338,1.305,1.282,2.287
15,1,1,0,1,0,7.382,0.241,1.437,0.706,1.932,1.082,6.067,1.511,1.514,2.047,0.57,1.041,0.49,1.06,2.241
16,1,0,0,0,0,7.604,0.239,1.448,0.716,1.953,1.09,6.102,5.967,1.516,3.727,0.671,1.064,0.873,1.076,2.364
17,0,0,0,1,0,7.548,0.608,1.677,0.945,1.982,1.367,6.263,6.612,1.701,3.797,1.014,1.306,1.295,1.302,2.266
18,0,1,0,1,0,7.482,0.595,1.66,0.938,1.964,1.343,6.251,1.76,1.697,2.085,0.897,1.287,0.875,1.284,2.214
19,0,1,0,0,0,7.246,0.246,1.428,0.703,1.915,1.062,6.149,1.519,1.516,2.057,0.532,1.036,0.483,1.062,2.267
2,1,0,0,1,0,7.479,0.259,1.436,0.743,1.914,1.082,6.098,6.188,1.536,3.714,0.682,1.063,0.872,1.066,2.34
20,1,0,0,0,0,7.263,0.255,1.462,0.707,1.941,1.074,6.131,5.957,1.56,3.686,0.661,1.043,0.886,1.066,2.351
21,1,1,0,1,0,7.367,0.252,1.429,0.699,1.923,1.072,6.18,1.503,1.513,2.043,0.566,1.031,0.485,1.061,2.257
22,1,0,0,0,0,7.307,0.252,1.464,0.712,1.921,1.098,6.094,6.086,1.529,3.693,0.67,1.068,0.897,1.078,2.355
23,0,1,0,0,0,7.291,0.243,1.456,0.698,1.928,1.089,6.132,1.496,1.528,2.031,0.531,1.051,0.485,1.059,2.284
24,1,1,0,1,0,7.309,0.227,1.453,0.685,1.961,1.177,6.102,1.549,1.524,2.005,0.551,1.056,0.504,1.073,2.243
25,0,1,0,0,0,7.349,0.242,1.434,0.686,1.915,1.093,6.113,1.519,1.501,2.012,0.536,1.052,0.5,1.064,2.257
26,0,1,0,0,0,7.274,0.24,1.429,0.686,1.922,1.071,6.129,1.525,1.504,2.047,0.534,1.051,0.477,1.062,2.259
27,0,0,0,1,0,7.535,0.609,1.674,0.945,1.987,1.368,6.324,6.17,1.703,3.774,1.025,1.286,1.317,1.293,2.292
28,0,1,0,1,0,7.496,0.599,1.655,0.94,1.955,1.339,6.273,1.759,1.683,2.08,0.896,1.287,0.886,1.272,2.204
29,0,1,0,0,0,7.276,0.241,1.423,0.686,1.951,1.061,6.131,1.503,1.531,2.039,0.541,1.037,0.506,1.055,2.277
3,1,1,0,1,0,7.39,0.237,1.435,0.709,1.915,1.072,6.079,1.535,1.496,2.003,0.566,1.033,0.471,1.075,2.232
30,0,1,0,1,0,7.446,0.604,1.668,0.936,1.986,1.385,6.313,1.758,1.691,2.093,0.907,1.286,0.865,1.282,2.21
31,1,1,0,1,0,7.251,0.224,1.431,0.706,1.925,1.103,6.124,1.531,1.516,2.041,0.564,1.049,0.481,1.063,2.241
32,1,1,0,1,0,7.271,0.243,1.432,0.702,1.92,1.09,6.126,1.528,1.521,2.049,0.543,1.037,0.478,1.058,2.244
33,0,1,0,0,0,7.318,0.224,1.437,0.701,1.909,1.068,6.083,1.524,1.499,2.007,0.536,1.037,0.474,1.055,2.283
34,1,1,0,1,0,7.333,0.226,1.435,0.687,1.934,1.085,6.074,1.506,1.535,2.038,0.544,1.062,0.486,1.078,2.262
35,1,0,0,0,0,7.264,0.258,1.443,0.714,1.922,1.102,6.115,6.147,1.541,3.77,0.658,1.067,0.989,1.084,2.357
36,0,0,0,0,0,7.336,0.25,1.437,0.693,1.916,1.09,6.11,6.146,1.518,3.701,0.658,1.043,0.908,1.071,2.343
37,0,1,0,1,0,7.488,0.614,1.66,0.952,1.964,1.334,6.252,1.754,1.672,2.094,0.897,1.291,0.889,1.289,2.203
38,1,1,0,0,0,7.25,0.252,1.431,0.684,1.925,1.186,6.099,1.52,1.519,2.013,0.559,1.041,0.481,1.07,2.226
39,0,0,0,0,0,7.26,0.258,1.463,0.691,1.919,1.083,6.121,5.91,1.525,3.633,0.671,1.039,0.903,1.068,2.327
4,1,1,0,1,0,7.268,0.224,1.457,0.707,1.922,1.077,6.126,1.532,1.522,2.046,0.565,1.045,0.507,1.062,2.274
40,0,0,0,0,0,7.274,0.264,1.442,0.713,1.908,1.09,6.095,5.936,1.511,3.701,0.67,1.041,0.889,1.083,2.317
41,1,0,0,1,0,7.293,0.252,1.439,0.697,1.924,1.097,6.126,6.066,1.51,3.696,0.678,1.043,0.903,1.06,2.346
42,1,1,0,0,0,7.286,0.226,1.455,0.688,1.93,1.073,6.105,1.519,1.529,2.035,0.533,1.042,0.501,1.07,2.244
43,0,0,0,1,0,7.472,0.619,1.666,0.947,1.993,1.369,6.306,6.246,1.716,3.803,1.036,1.287,1.294,1.285,2.291
44,1,0,0,1,0,7.299,0.241,1.435,0.713,1.922,1.069,6.063,5.898,1.526,3.7,0.677,1.046,0.886,1.08,2.306
45,0,0,0,1,0,7.519,0.626,1.68,0.948,1.984,1.349,6.286,6.23,1.708,3.941,1.025,1.293,1.301,1.285,2.294
46,1,1,0,0,0,7.359,0.247,1.471,0.697,1.951,1.066,6.055,1.5,1.526,2.034,0.54,1.052,0.476,1.057,2.218
47,1,1,0,0,0,7.278,0.247,1.428,0.69,1.929,1.095,6.081,1.518,1.519,2.026,0.561,1.053,0.48,1.07,2.376
48,0,1,0,0,0,7.25,0.246,1.429,0.706,1.95,1.065,6.106,1.498,1.504,2.044,0.532,1.056,0.477,1.063,2.361
49,1,0,0,1,0,7.436,0.241,1.436,0.717,1.923,1.076,6.095,6.004,1.519,3.677,0.679,1.043,0.913,1.062,2.35
5,1,1,0,0,0,7.316,0.241,1.43,0.686,1.912,1.097,6.098,1.496,1.563,2.026,0.538,1.062,0.479,1.077,2.266
6,0,1,0,0,0,7.307,0.244,1.427,0.714,1.932,1.083,6.121,1.504,1.498,2.046,0.563,1.034,0.483,1.059,2.245
7,0,0,0,1,0,7.484,0.628,1.654,0.944,1.987,1.368,6.301,6.291,1.704,3.765,1.039,1.313,1.29,1.285,2.284
8,1,1,0,0,0,7.369,0.238,1.436,0.711,1.916,1.083,6.098,1.525,1.492,2.01,0.545,1.099,0.479,1.079,2.235
9,0,0,0,0,0,7.255,0.262,1.431,0.692,1.937,1.097,6.121,5.91,1.514,3.751,0.67,1.065,0.891,1.065,2.325
