configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,93.811,3.404,17.3,8.793,33.647,12.468,82.236,69.816,18.196,46.036,9.14,12.126,6.715,12.765,25.611
1,0,1,0,1,0,0.002,0.002,0.003,0.003,0.005,0.005,0.003,0.004,0.004,0.003,0.003,0.004,0.005,0.003,0.004
10,0,0,0,1,0,0.01,0.005,0.005,0.006,0.007,0.005,0.009,0.004,0.006,0.005,0.008,0.007,0.006,0.005,0.011
11,1,0,0,0,0,93.205,3.39,17.039,8.504,33.676,12.597,81.404,72.655,18.168,46.512,9.011,12.381,6.698,12.756,25.974
12,1,0,0,1,0,93.601,3.382,17.088,8.46,33.916,12.47,80.918,70.315,18.327,48.065,9.111,12.107,6.663,12.706,25.705
13,0,0,0,0,0,93.574,3.404,17.121,8.448,33.718,12.669,81.075,70.498,18.278,45.58,9.141,12.158,6.72,12.706,25.687
14,0,0,0,1,0,0.01,0.008,0.004,0.005,0.005,0.008,0.007,0.005,0.007,0.005,0.008,0.005,0.005,0.01,0.007
15,1,1,0,1,0,93.187,3.388,17.251,8.447,33.623,12.484,80.901,17.732,18.079,25.731,7.884,12.125,5.801,12.734,24.849
16,1,0,0,0,0,93.22999999999999,3.385,17.111,8.564,33.774,12.568,81.265,69.896,18.236,45.321,8.917,12.176,6.702,12.778,25.594
17,0,0,0,1,0,0.006,0.007,0.007,0.006,0.005,0.005,0.005,0.008,0.007,0.006,0.01,0.009,0.004,0.005,0.009
18,0,1,0,1,0,0.004,0.004,0.004,0.004,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.005
19,0,1,0,0,0,92.768,3.307,17.029,8.461,33.744,12.579,83.009,17.546,18.087,25.673,7.855,12.115,5.744,12.683,25.468
2,1,0,0,1,0,93.98599999999999,3.386,17.246,8.482,33.798,12.579,80.753,71.202,18.252,46.436,9.143,12.207,6.678,12.726,25.555
20,1,0,0,0,0,93.132,3.408,17.085,8.541,33.543,12.579,81.26599999999999,70.27,18.178,45.317,8.948,12.13,6.655,12.87,26.185
21,1,1,0,1,0,93.47200000000001,3.308,17.144,8.496,33.724,12.577,80.88,17.649,18.243,25.767,7.883,12.202,5.804,13.027,24.815
22,1,0,0,0,0,93.90899999999999,3.382,17.028,8.478,33.68,12.609,80.93299999999999,74.786,18.164,45.328,8.968,12.211,6.747,12.698,25.942
23,0,1,0,0,0,92.77799999999999,3.29,17.043,8.503,33.642,12.534,82.892,17.487,18.077,25.877,7.754,12.144,5.765,12.73,24.721
24,1,1,0,1,0,94.15100000000001,3.289,17.038,8.438,33.612,12.599,80.51,17.65,18.085,25.714,7.872,12.141,5.727,12.741,24.787
25,0,1,0,0,0,92.962,3.326,17.176,8.491,33.581,12.627,82.973,17.49,18.097,25.788,7.839,12.305,5.812,12.706,24.782
26,0,1,0,0,0,92.38900000000001,3.289,17.041,8.438,33.672,12.607,81.184,17.549,18.051,25.751,7.788,12.102,5.746,12.717,24.803
27,0,0,0,1,0,0.01,0.004,0.005,0.009,0.007,0.003,0.004,0.004,0.006,0.008,0.004,0.004,0.008,0.006,0.008
28,0,1,0,1,0,0.005,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.004,0.005,0.003,0.005,0.004,0.004,0.005
29,0,1,0,0,0,92.686,3.336,17.042,8.475,33.547,12.469,81.09,17.547,18.064,26.14,7.788,12.116,5.711,12.918,24.764
3,1,1,0,1,0,93.178,3.324,17.013,8.47,33.571,12.669,80.57900000000001,17.63,18.106,25.841,7.863,12.079,5.716,12.766,24.746
30,0,1,0,1,0,0.003,0.004,0.005,0.004,0.004,0.004,0.005,0.004,0.002,0.003,0.003,0.004,0.005,0.004,0.005
31,1,1,0,1,0,93.306,3.282,17.122,8.447,33.678,12.506,80.469,17.646,18.079,25.736,7.89,12.063,5.747,12.704,25.363
32,1,1,0,1,0,92.821,3.305,17.054,8.451,33.644,12.422,80.554,17.692,18.064,25.779,7.92,12.097,5.785,12.734,25.006
33,0,1,0,0,0,92.896,3.296,17.035,8.419,33.731,12.457,81.621,17.489,18.138,25.788,7.742,12.127,5.731,12.713,24.715
34,1,1,0,1,0,92.755,3.285,17.04,8.45,33.65,12.463,80.793,17.667,18.093,25.731,7.873,12.159,5.752,13.0,24.924
35,1,0,0,0,0,92.57,3.391,17.049,8.706,33.674,12.509,81.074,71.859,18.148,45.738,8.96,12.096,6.721,12.816,25.546
36,0,0,0,0,0,92.914,3.385,17.007,8.457,33.653,12.505,81.737,71.208,18.213,45.735,9.0,12.13,6.743,12.722,25.578
37,0,1,0,1,0,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.004,0.003,0.003,0.004,0.004,0.004,0.003,0.004
38,1,1,0,0,0,92.50399999999999,3.316,17.103,8.523,33.774,12.465,83.102,17.509,18.167,25.807,8.167,12.117,5.713,12.719,24.859
39,0,0,0,0,0,93.32,3.383,17.046,8.456,33.648,12.577,81.564,70.326,18.213,45.486,9.03,12.095,6.764,12.763,25.653
4,1,1,0,1,0,93.132,3.286,16.999,8.507,33.657,12.489,80.76,17.704,18.025,25.823,7.847,12.203,5.732,12.711,24.742
40,0,0,0,0,0,93.00999999999999,3.417,17.028,8.481,33.667,12.601,81.238,69.633,18.175,45.373,9.023,12.121,6.711,12.699,25.825
41,1,0,0,1,0,93.16499999999999,3.407,17.021,8.432,33.57,12.507,80.952,71.553,18.187,45.393,9.119,12.109,6.771,12.842,25.712
42,1,1,0,0,0,92.519,3.283,17.122,8.424,33.586,12.547,81.241,17.517,18.175,25.766,7.828,12.135,5.77,12.753,24.801
43,0,0,0,1,0,0.007,0.005,0.01,0.003,0.005,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.004,0.005,0.008
44,1,0,0,1,0,93.54599999999999,3.399,17.096,8.434,33.709,12.575,81.105,70.402,18.312,45.989,9.039,12.182,6.743,12.7,25.605
45,0,0,0,1,0,0.006,0.004,0.004,0.005,0.005,0.006,0.006,0.005,0.009,0.004,0.008,0.01,0.007,0.005,0.006
46,1,1,0,0,0,93.01400000000001,3.291,17.074,8.515,33.577,12.502,81.568,17.833,18.114,25.897,7.746,12.149,5.689,12.859,24.836
47,1,1,0,0,0,93.223,3.306,17.129,8.509,33.61,12.568,81.15899999999999,17.533,18.235,25.734,7.761,12.316,5.735,12.744,24.727
48,0,1,0,0,0,92.52799999999999,3.289,17.024,8.404,33.954,12.623,81.57,17.462,18.119,25.747,7.748,12.192,5.711,12.759,24.78
49,1,0,0,1,0,93.408,3.429,17.049,8.491,33.706,12.455,80.168,69.852,18.166,46.89,9.071,12.346,6.716,12.764,25.831
5,1,1,0,0,0,93.142,3.305,17.063,8.448,33.678,12.543,81.286,17.592,18.057,25.694,7.768,12.098,5.734,12.749,25.263
6,0,1,0,0,0,92.87,3.288,17.238,8.422,33.75,12.554,81.117,17.605,18.098,25.873,7.765,12.123,5.734,13.097,24.772
7,0,0,0,1,0,0.008,0.008,0.004,0.005,0.005,0.005,0.004,0.005,0.007,0.005,0.005,0.005,0.004,0.005,0.011
8,1,1,0,0,0,92.947,3.283,17.131,8.455,33.661,12.51,80.882,17.474,18.108,25.745,7.801,12.134,5.723,12.766,24.709
9,0,0,0,0,0,92.78999999999999,3.377,17.042,8.487,33.675,12.622,81.364,70.364,18.249,47.27,8.991,12.096,6.73,12.743,25.6
