configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,7.957,0.278,1.566,0.771,2.085,1.163,6.593,6.391,1.653,3.976,0.729,1.135,0.942,1.147,2.493
1,0,1,0,1,0,8.108,0.656,1.781,1.008,2.133,1.44,6.767,1.899,1.82,2.24,0.979,1.385,0.953,1.405,2.37
10,0,0,0,1,0,8.103,0.675,1.786,1.053,2.122,1.464,6.835,6.688,1.842,4.06,1.094,1.413,1.374,1.404,2.464
11,1,0,0,0,0,7.848,0.275,1.552,0.757,2.114,1.178,6.632,6.667,1.65,3.931,0.712,1.149,0.959,1.16,2.52
12,1,0,0,1,0,7.899,0.274,1.548,0.747,2.095,1.154,6.576,6.477,1.668,3.957,0.734,1.146,0.959,1.149,2.511
13,0,0,0,0,0,7.962,0.28,1.572,0.754,2.136,1.191,6.607,6.591,1.638,3.999,0.71,1.158,0.943,1.15,2.509
14,0,0,0,1,0,8.099,0.657,1.794,1.03,2.151,1.458,6.776,7.028,1.845,4.054,1.082,1.409,1.378,1.4,2.466
15,1,1,0,1,0,7.889,0.264,1.547,0.763,2.094,1.155,6.572,1.657,1.617,2.151,0.609,1.133,0.518,1.15,2.441
16,1,0,0,0,0,7.795,0.266,1.557,0.775,2.114,1.161,6.612,6.41,1.635,4.051,0.698,1.131,0.952,1.147,2.471
17,0,0,0,1,0,8.07,0.676,1.805,1.035,2.126,1.45,6.765,6.646,1.814,4.063,1.097,1.393,1.387,1.384,2.496
18,0,1,0,1,0,8.105,0.656,1.785,1.01,2.127,1.487,6.77,1.898,1.852,2.265,0.984,1.396,0.955,1.377,2.373
19,0,1,0,0,0,7.822,0.239,1.569,0.741,2.137,1.184,6.584,1.619,1.638,2.164,0.59,1.13,0.527,1.144,2.468
2,1,0,0,1,0,7.868,0.276,1.562,0.77,2.109,1.155,6.586,6.498,1.64,3.969,0.726,1.125,0.951,1.152,2.564
20,1,0,0,0,0,7.782,0.272,1.573,0.792,2.086,1.162,6.623,6.457,1.678,3.959,0.719,1.125,0.965,1.199,2.475
21,1,1,0,1,0,7.823,0.243,1.569,0.742,2.072,1.177,6.564,1.659,1.634,2.135,0.612,1.112,0.544,1.143,2.432
22,1,0,0,0,0,7.818,0.288,1.549,0.773,2.084,1.184,6.654,6.455,1.652,3.974,0.708,1.124,0.973,1.168,2.515
23,0,1,0,0,0,7.823,0.253,1.544,0.753,2.075,1.17,6.687,1.632,1.629,2.137,0.583,1.135,0.52,1.142,2.412
24,1,1,0,1,0,7.828,0.258,1.544,0.758,2.08,1.158,6.621,1.653,1.637,2.152,0.589,1.112,0.527,1.143,2.428
