configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,2.284,0.087,0.466,0.227,0.577,0.377,1.883,1.876,0.48,1.141,0.221,0.337,0.305,0.342,0.838
1,0,1,0,1,0,2.251,0.197,0.523,0.317,0.604,0.43,1.956,0.573,0.534,0.636,0.292,0.416,0.289,0.414,0.694
10,0,0,0,1,0,2.274,0.22,0.529,0.309,0.615,0.442,1.965,1.966,0.555,1.182,0.335,0.445,0.433,0.411,0.722
11,1,0,0,0,0,2.244,0.102,0.479,0.23,0.572,0.377,1.881,1.953,0.485,1.138,0.241,0.342,0.304,0.344,0.908
12,1,0,0,1,0,2.213,0.101,0.479,0.223,0.575,0.349,1.873,1.973,0.505,1.118,0.236,0.337,0.332,0.338,0.854
13,0,0,0,0,0,2.195,0.085,0.458,0.247,0.585,0.35,1.893,1.864,0.5,1.16,0.216,0.337,0.303,0.346,0.896
14,0,0,0,1,0,2.269,0.207,0.531,0.323,0.638,0.441,1.954,2.036,0.544,1.192,0.335,0.414,0.452,0.413,0.723
15,1,1,0,1,0,2.204,0.084,0.479,0.22,0.567,0.344,1.887,0.513,0.496,0.597,0.201,0.327,0.148,0.334,0.943
16,1,0,0,0,0,2.203,0.086,0.459,0.244,0.576,0.374,1.882,1.942,0.504,1.122,0.225,0.366,0.303,0.343,0.9
17,0,0,0,1,0,2.335,0.202,0.529,0.312,0.635,0.453,1.952,1.948,0.559,1.252,0.35,0.442,0.431,0.42,0.721
18,0,1,0,1,0,2.344,0.212,0.523,0.303,0.613,0.432,1.936,0.57,0.535,0.636,0.294,0.42,0.306,0.408,0.694
19,0,1,0,0,0,2.223,0.088,0.473,0.221,0.572,0.347,1.868,0.496,0.472,0.617,0.193,0.329,0.155,0.335,0.809
2,1,0,0,1,0,2.19,0.1,0.484,0.224,0.574,0.346,1.882,1.861,0.501,1.145,0.221,0.337,0.298,0.34,0.833
20,1,0,0,0,0,2.217,0.098,0.486,0.225,0.578,0.347,1.912,1.962,0.483,1.148,0.235,0.341,0.302,0.367,0.833
21,1,1,0,1,0,2.238,0.088,0.474,0.219,0.567,0.339,1.857,0.476,0.473,0.589,0.178,0.327,0.175,0.357,0.851
22,1,0,0,0,0,2.256,0.101,0.481,0.219,0.583,0.349,1.889,2.066,0.507,1.15,0.211,0.336,0.305,0.34,0.838
23,0,1,0,0,0,2.21,0.091,0.473,0.221,0.574,0.343,1.879,0.468,0.493,0.595,0.176,0.327,0.147,0.334,0.872
24,1,1,0,1,0,2.211,0.089,0.477,0.219,0.569,0.343,1.871,0.48,0.493,0.593,0.203,0.327,0.15,0.337,0.823
25,0,1,0,0,0,2.213,0.09,0.478,0.22,0.6,0.343,1.904,0.495,0.476,0.6,0.179,0.328,0.15,0.333,0.872
26,0,1,0,0,0,2.189,0.09,0.471,0.221,0.58,0.344,1.898,0.498,0.472,0.592,0.188,0.332,0.147,0.334,0.927
27,0,0,0,1,0,2.361,0.223,0.53,0.328,0.618,0.448,1.955,1.969,0.55,1.178,0.347,0.423,0.433,0.431,0.722
28,0,1,0,1,0,2.296,0.213,0.527,0.3,0.609,0.454,1.937,0.57,0.536,0.649,0.29,0.412,0.273,0.427,0.694
29,0,1,0,0,0,2.243,0.087,0.469,0.223,0.569,0.342,1.88,0.477,0.472,0.623,0.201,0.33,0.153,0.334,0.813
3,1,1,0,1,0,2.208,0.075,0.453,0.237,0.565,0.344,1.858,0.481,0.489,0.597,0.18,0.328,0.147,0.334,0.813
