configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,45.899,1.712,8.583,4.253,15.627,6.232,40.341,36.16,9.036,22.301,4.516,6.059,3.728,6.3,12.736
1,0,1,0,1,0,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.005,0.005,0.003,0.004,0.005,0.003,0.004
10,0,0,0,1,0,0.006,0.004,0.005,0.005,0.007,0.005,0.011,0.01,0.005,0.005,0.01,0.005,0.006,0.007,0.011
11,1,0,0,0,0,45.869,1.706,8.477,4.202,15.626,6.315,40.746,35.47,8.975,22.098,4.471,6.056,3.752,6.297,12.839
12,1,0,0,1,0,45.798,1.707,8.45,4.217,15.662,6.285,40.343,35.31,8.961,22.109,4.605,6.091,3.734,6.279,12.778
13,0,0,0,0,0,45.802,1.695,8.479,4.222,15.641,6.268,40.73,34.923,9.031,22.074,4.506,6.146,3.753,6.269,12.787
14,0,0,0,1,0,0.006,0.005,0.003,0.004,0.01,0.004,0.006,0.005,0.005,0.005,0.007,0.007,0.004,0.006,0.006
15,1,1,0,1,0,47.89,1.641,8.452,4.186,15.586,6.219,40.346,8.892,8.943,12.279,3.88,6.046,2.827,6.335,12.34
16,1,0,0,0,0,45.427,1.71,8.563,4.182,15.674,6.303,40.941,35.133,9.08,22.761,4.462,6.112,3.735,6.319,12.808
17,0,0,0,1,0,0.006,0.006,0.01,0.004,0.005,0.009,0.004,0.005,0.006,0.005,0.005,0.004,0.005,0.005,0.009
18,0,1,0,1,0,0.005,0.005,0.004,0.003,0.004,0.003,0.003,0.003,0.004,0.005,0.005,0.005,0.004,0.004,0.005
19,0,1,0,0,0,45.721,1.663,8.467,4.204,15.627,6.272,40.496,8.842,8.939,12.305,3.855,6.09,2.796,6.325,12.438
2,1,0,0,1,0,46.111,1.695,8.467,4.217,15.601,6.287,40.596,35.049,8.983,21.999,4.478,6.108,3.743,6.285,12.922
20,1,0,0,0,0,45.557,1.712,8.478,4.208,15.651,6.347,40.817,35.642,8.962,22.16,4.462,6.062,3.732,6.282,12.795
21,1,1,0,1,0,45.785,1.666,8.448,4.205,15.588,6.267,40.766,8.889,8.937,12.344,3.92,6.054,2.854,6.444,12.374
22,1,0,0,0,0,45.55,1.721,8.505,4.181,15.646,6.258,41.164,35.211,8.994,22.193,4.417,6.114,3.798,6.295,12.79
23,0,1,0,0,0,48.825,1.691,8.454,4.208,15.562,6.244,40.503,8.804,8.952,12.305,3.891,6.055,2.81,6.368,12.373
24,1,1,0,1,0,46.001,1.661,8.476,4.202,15.589,6.267,40.329,8.923,9.0,12.273,3.907,6.039,2.822,6.261,12.307
25,0,1,0,0,0,45.645,1.674,8.462,4.19,15.562,6.271,40.602,8.84,8.961,12.228,3.929,6.073,2.828,6.409,12.365
26,0,1,0,0,0,45.448,1.642,8.459,4.196,15.747,6.314,40.541,8.764,8.951,12.329,3.858,6.077,2.8,6.269,12.488
27,0,0,0,1,0,0.005,0.006,0.006,0.005,0.005,0.009,0.005,0.008,0.008,0.004,0.009,0.004,0.006,0.006,0.009
28,0,1,0,1,0,0.004,0.004,0.003,0.003,0.004,0.002,0.003,0.004,0.004,0.005,0.005,0.004,0.005,0.005,0.004
