configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,4.178,0.148,0.864,0.432,1.097,0.636,3.579,3.529,0.897,2.179,0.402,0.619,0.563,0.634,1.539
1,0,1,0,1,0,4.319,0.351,0.994,0.566,1.142,0.817,3.691,1.05,0.992,1.246,0.557,0.762,0.515,0.772,1.297
10,0,0,0,1,0,4.343,0.383,0.98,0.578,1.168,0.82,3.672,3.653,1.04,2.204,0.623,0.788,0.789,0.764,1.356
11,1,0,0,0,0,4.247,0.163,0.848,0.448,1.115,0.642,3.62,3.503,0.915,2.121,0.41,0.621,0.545,0.641,1.439
12,1,0,0,1,0,4.221,0.147,0.848,0.409,1.09,0.662,3.517,3.502,0.916,2.12,0.4,0.614,0.551,0.629,1.449
13,0,0,0,0,0,4.154,0.16,0.849,0.433,1.103,0.661,3.572,3.629,0.923,2.114,0.405,0.619,0.541,0.635,1.435
14,0,0,0,1,0,4.287,0.368,0.986,0.578,1.157,0.799,3.703,3.746,1.019,2.219,0.62,0.772,0.781,0.764,1.373
15,1,1,0,1,0,4.172,0.154,0.843,0.408,1.093,0.647,3.529,0.891,0.907,1.159,0.326,0.606,0.278,0.646,1.417
16,1,0,0,0,0,4.175,0.158,0.853,0.407,1.121,0.644,3.556,3.502,0.896,2.104,0.392,0.644,0.561,0.625,1.464
17,0,0,0,1,0,4.329,0.368,1.005,0.571,1.16,0.803,3.659,3.619,1.019,2.173,0.608,0.797,0.798,0.763,1.358
18,0,1,0,1,0,4.337,0.373,0.976,0.555,1.15,0.798,3.671,1.053,1.008,1.185,0.548,0.774,0.512,0.772,1.312
19,0,1,0,0,0,4.153,0.146,0.875,0.4,1.09,0.632,3.546,0.904,0.88,1.138,0.324,0.609,0.282,0.648,1.38
2,1,0,0,1,0,4.191,0.157,0.849,0.407,1.095,0.635,3.546,3.506,0.912,2.151,0.41,0.618,0.539,0.627,1.477
20,1,0,0,0,0,4.198,0.164,0.868,0.399,1.094,0.657,3.57,3.524,0.915,2.149,0.413,0.617,0.545,0.651,1.468
21,1,1,0,1,0,4.168,0.156,0.86,0.403,1.094,0.633,3.546,0.896,0.898,1.148,0.329,0.623,0.279,0.618,1.444
22,1,0,0,0,0,4.157,0.163,0.847,0.409,1.122,0.658,3.608,3.516,0.916,2.13,0.389,0.643,0.548,0.631,1.471
23,0,1,0,0,0,4.172,0.148,0.847,0.403,1.093,0.632,3.579,0.886,0.899,1.136,0.317,0.608,0.305,0.625,1.376
24,1,1,0,1,0,4.199,0.16,0.843,0.402,1.112,0.657,3.585,0.911,0.881,1.131,0.327,0.631,0.283,0.623,1.428
25,0,1,0,0,0,4.2,0.135,0.843,0.415,1.101,0.653,3.568,0.904,0.906,1.148,0.322,0.622,0.319,0.657,1.368
26,0,1,0,0,0,4.16,0.135,0.875,0.402,1.088,0.629,3.56,0.883,0.879,1.151,0.334,0.609,0.307,0.654,1.397
27,0,0,0,1,0,4.276,0.422,0.98,0.56,1.165,0.814,3.683,3.745,1.004,2.191,0.618,0.769,0.791,0.763,1.356
28,0,1,0,1,0,4.278,0.373,0.996,0.555,1.158,0.794,3.646,1.052,0.987,1.193,0.549,0.764,0.528,0.759,1.299
29,0,1,0,0,0,4.186,0.152,0.843,0.419,1.089,0.647,3.573,0.892,0.885,1.138,0.322,0.627,0.285,0.627,1.719
3,1,1,0,1,0,4.169,0.15,0.849,0.401,1.085,0.656,3.533,0.906,0.877,1.134,0.324,0.625,0.295,0.658,1.407
30,0,1,0,1,0,4.353,0.405,0.972,0.554,1.164,0.815,3.673,1.039,0.99,1.193,0.553,0.793,0.514,0.758,1.322
31,1,1,0,1,0,4.21,0.154,0.873,0.401,1.115,0.631,3.534,0.904,0.879,1.14,0.326,0.605,0.307,0.644,1.402
32,1,1,0,1,0,4.145,0.147,0.845,0.418,1.088,0.628,3.571,0.912,0.88,1.155,0.325,0.619,0.293,0.624,1.482
33,0,1,0,0,0,4.215,0.133,0.848,0.414,1.106,0.659,3.598,0.908,0.9,1.159,0.323,0.629,0.297,0.628,1.394
34,1,1,0,1,0,4.173,0.138,0.843,0.417,1.108,0.633,3.528,0.91,0.88,1.148,0.349,0.617,0.284,0.621,1.415
35,1,0,0,0,0,4.169,0.158,0.852,0.435,1.097,0.657,3.563,3.529,0.909,2.132,0.394,0.64,0.544,0.631,1.468
36,0,0,0,0,0,4.171,0.169,0.847,0.431,1.095,0.657,3.59,3.747,0.911,2.143,0.395,0.616,0.548,0.641,1.434
37,0,1,0,1,0,4.35,0.367,0.997,0.554,1.153,0.794,3.71,1.05,0.994,1.195,0.554,0.772,0.542,0.752,1.298
38,1,1,0,0,0,4.215,0.155,0.839,0.403,1.091,0.655,3.55,0.911,0.884,1.135,0.344,0.612,0.297,0.621,1.368
39,0,0,0,0,0,4.194,0.146,0.883,0.41,1.096,0.661,3.607,3.686,0.907,2.156,0.406,0.62,0.561,0.633,1.44
4,1,1,0,1,0,4.173,0.136,0.847,0.404,1.101,0.634,3.533,0.894,0.882,1.136,0.331,0.614,0.297,0.657,1.392
40,0,0,0,0,0,4.18,0.16,0.85,0.408,1.118,0.659,3.598,3.523,0.89,2.109,0.409,0.62,0.549,0.644,1.472
41,1,0,0,1,0,4.232,0.167,0.853,0.409,1.103,0.637,3.54,3.569,0.906,2.146,0.411,0.617,0.569,0.638,1.431
42,1,1,0,0,0,4.17,0.135,0.844,0.396,1.09,0.658,3.57,0.886,0.883,1.136,0.321,0.615,0.299,0.618,1.4
43,0,0,0,1,0,4.341,0.372,1.004,0.572,1.165,0.819,3.673,3.66,1.012,2.167,0.628,0.779,0.779,0.763,1.352
44,1,0,0,1,0,4.267,0.17,0.857,0.413,1.108,0.656,3.602,3.514,0.91,2.13,0.419,0.616,0.543,0.632,1.422
45,0,0,0,1,0,4.292,0.385,0.978,0.563,1.174,0.8,3.688,3.838,0.999,2.203,0.631,0.794,0.766,0.784,1.363
46,1,1,0,0,0,4.16,0.15,0.84,0.4,1.085,0.657,3.541,0.914,0.914,1.153,0.321,0.642,0.281,0.626,1.416
47,1,1,0,0,0,4.129,0.137,0.842,0.402,1.091,0.65,3.532,0.9,0.881,1.147,0.323,0.613,0.297,0.618,1.405
48,0,1,0,0,0,4.14,0.135,0.842,0.402,1.11,0.663,3.629,0.901,0.892,1.149,0.319,0.608,0.295,0.654,1.39
49,1,0,0,1,0,4.239,0.147,0.85,0.406,1.123,0.636,3.59,3.61,0.892,2.139,0.392,0.64,0.546,0.642,1.416
5,1,1,0,0,0,4.337,0.147,0.842,0.416,1.095,0.627,3.548,0.912,0.902,1.162,0.34,0.612,0.279,0.644,1.439
6,0,1,0,0,0,4.159,0.135,0.843,0.418,1.111,0.656,3.538,0.878,0.881,1.137,0.345,0.609,0.281,0.622,1.399
7,0,0,0,1,0,4.326,0.383,0.982,0.563,1.151,0.805,3.68,3.687,1.028,2.182,0.608,0.79,0.778,0.777,1.346
8,1,1,0,0,0,4.178,0.13,0.86,0.404,1.088,0.636,3.559,0.891,0.906,1.141,0.322,0.613,0.301,0.645,1.376
9,0,0,0,0,0,4.232,0.167,0.851,0.399,1.107,0.658,3.545,3.617,0.894,2.108,0.394,0.623,0.541,0.639,1.484
