configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,14.73,0.523,2.874,1.411,4.227,2.096,12.53,12.309,2.966,7.288,1.396,2.052,1.569,2.107,4.366
1,0,1,0,1,0,15.104,1.186,3.252,1.872,3.995,2.643,12.787,3.445,3.31,4.168,1.765,2.512,1.693,2.522,4.337
10,0,0,0,1,0,15.012,1.187,3.248,1.861,3.992,2.638,12.809,12.461,3.333,7.755,2.014,2.534,2.315,2.511,4.52
11,1,0,0,0,0,14.692,0.504,2.826,1.408,4.249,2.101,12.78,11.792,2.978,7.296,1.369,2.05,1.567,2.131,4.432
12,1,0,0,1,0,14.58,0.522,2.828,1.387,4.274,2.114,12.524,11.864,2.971,7.383,1.375,2.06,1.552,2.078,4.384
13,0,0,0,0,0,14.483,0.525,2.859,1.399,4.223,2.145,12.628,11.766,2.971,7.327,1.336,2.059,1.584,2.113,4.422
14,0,0,0,1,0,14.96,1.193,3.263,1.86,4.024,2.632,12.827,12.602,3.312,7.469,2.007,2.521,2.337,2.512,4.471
15,1,1,0,1,0,14.598,0.482,2.847,1.387,4.22,2.087,12.578,2.997,2.954,3.957,1.179,2.042,0.941,2.088,4.299
16,1,0,0,0,0,14.84,0.519,2.849,1.395,4.228,2.121,12.658,11.725,3.031,7.505,1.353,2.051,1.571,2.116,4.401
17,0,0,0,1,0,15.014,1.208,3.259,1.885,4.014,2.653,12.769,12.063,3.331,7.408,2.01,2.539,2.339,2.527,4.524
18,0,1,0,1,0,15.077,1.171,3.257,1.851,4.033,2.646,12.741,3.426,3.32,4.15,1.784,2.526,1.704,2.506,4.322
19,0,1,0,0,0,14.637,0.481,2.84,1.361,4.209,2.12,12.579,2.97,2.991,3.976,1.158,2.04,0.931,2.097,4.262
2,1,0,0,1,0,14.575,0.499,2.816,1.381,4.223,2.147,12.575,11.651,2.969,7.202,1.373,2.03,1.569,2.122,4.371
20,1,0,0,0,0,14.469,0.501,2.814,1.405,4.24,2.104,12.675,11.576,3.012,7.272,1.341,2.07,1.581,2.12,4.367
21,1,1,0,1,0,14.72,0.48,2.834,1.377,4.241,2.113,12.505,2.989,2.975,3.99,1.171,2.024,0.95,2.086,4.288
22,1,0,0,0,0,14.441,0.555,2.821,1.381,4.245,2.154,12.571,11.992,3.101,7.232,1.363,2.058,1.592,2.152,4.436
23,0,1,0,0,0,14.437,0.479,2.841,1.395,4.213,2.095,12.609,2.936,2.982,3.985,1.157,2.03,0.947,2.104,4.237
24,1,1,0,1,0,14.565,0.498,2.825,1.39,4.214,2.123,12.64,3.004,2.958,3.999,1.172,2.027,0.955,2.081,4.278
25,0,1,0,0,0,14.571,0.477,2.84,1.389,4.19,2.129,12.66,2.992,2.986,3.99,1.143,2.043,0.956,2.114,4.23
26,0,1,0,0,0,14.436,0.502,2.824,1.392,4.206,2.125,12.626,2.999,2.999,3.98,1.176,2.031,0.948,2.133,4.299
