configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,2.521,0.095,0.521,0.275,0.674,0.392,2.109,2.113,0.54,1.283,0.256,0.375,0.334,0.401,0.939
1,0,1,0,1,0,2.546,0.234,0.612,0.356,0.684,0.501,2.209,0.643,0.597,0.713,0.342,0.48,0.311,0.454,0.798
10,0,0,0,1,0,2.57,0.227,0.619,0.342,0.694,0.49,2.191,2.246,0.626,1.322,0.377,0.503,0.495,0.467,0.81
11,1,0,0,0,0,2.512,0.111,0.537,0.265,0.649,0.413,2.129,2.143,0.554,1.266,0.254,0.382,0.345,0.409,0.969
12,1,0,0,1,0,2.502,0.111,0.533,0.273,0.647,0.387,2.114,2.134,0.554,1.262,0.267,0.373,0.342,0.397,0.937
13,0,0,0,0,0,2.477,0.109,0.534,0.271,0.649,0.41,2.125,2.108,0.558,1.267,0.254,0.405,0.354,0.377,1.066
14,0,0,0,1,0,2.539,0.242,0.592,0.345,0.687,0.495,2.202,2.26,0.627,1.338,0.376,0.488,0.48,0.466,0.809
15,1,1,0,1,0,2.492,0.085,0.507,0.24,0.641,0.404,2.101,0.54,0.53,0.68,0.198,0.366,0.165,0.375,0.923
16,1,0,0,0,0,2.478,0.096,0.541,0.272,0.654,0.393,2.113,2.109,0.566,1.266,0.267,0.382,0.337,0.396,0.936
17,0,0,0,1,0,2.573,0.231,0.596,0.359,0.688,0.53,2.185,2.212,0.622,1.319,0.37,0.471,0.48,0.485,0.83
18,0,1,0,1,0,2.604,0.233,0.588,0.337,0.686,0.498,2.181,0.626,0.613,0.713,0.337,0.466,0.313,0.473,0.781
19,0,1,0,0,0,2.456,0.099,0.526,0.269,0.643,0.386,2.113,0.54,0.532,0.673,0.213,0.369,0.162,0.372,0.917
2,1,0,0,1,0,2.47,0.106,0.516,0.256,0.648,0.388,2.151,2.177,0.563,1.31,0.25,0.406,0.335,0.384,0.925
20,1,0,0,0,0,2.489,0.11,0.535,0.254,0.676,0.389,2.138,2.109,0.563,1.287,0.239,0.374,0.36,0.386,0.966
21,1,1,0,1,0,2.487,0.099,0.525,0.261,0.648,0.377,2.102,0.564,0.549,0.692,0.202,0.368,0.172,0.373,0.964
22,1,0,0,0,0,2.472,0.108,0.535,0.247,0.653,0.388,2.119,2.159,0.56,1.271,0.242,0.38,0.358,0.385,0.97
23,0,1,0,0,0,2.453,0.097,0.522,0.246,0.645,0.383,2.109,0.538,0.532,0.685,0.199,0.366,0.165,0.402,0.918
24,1,1,0,1,0,2.472,0.099,0.526,0.262,0.641,0.4,2.111,0.571,0.53,0.673,0.201,0.368,0.169,0.375,0.972
25,0,1,0,0,0,2.48,0.098,0.532,0.243,0.641,0.386,2.168,0.547,0.528,0.683,0.195,0.377,0.17,0.37,1.27
26,0,1,0,0,0,2.493,0.098,0.524,0.261,0.638,0.383,2.108,0.539,0.535,0.669,0.214,0.365,0.188,0.375,0.904
27,0,0,0,1,0,2.545,0.242,0.617,0.343,0.707,0.511,2.185,2.233,0.63,1.318,0.371,0.486,0.497,0.467,0.811
28,0,1,0,1,0,2.535,0.227,0.595,0.335,0.679,0.481,2.191,0.639,0.6,0.712,0.341,0.465,0.328,0.456,0.782
29,0,1,0,0,0,2.482,0.096,0.537,0.262,0.65,0.401,2.12,0.561,0.537,0.675,0.216,0.401,0.186,0.373,0.954
3,1,1,0,1,0,2.469,0.087,0.507,0.264,0.667,0.387,2.14,0.559,0.53,0.668,0.2,0.375,0.165,0.374,0.937
30,0,1,0,1,0,2.533,0.229,0.61,0.337,0.689,0.48,2.201,0.645,0.6,0.727,0.325,0.464,0.327,0.451,0.797
31,1,1,0,1,0,2.457,0.099,0.525,0.245,0.648,0.384,2.13,0.545,0.541,0.672,0.224,0.391,0.166,0.379,0.883
32,1,1,0,1,0,2.502,0.082,0.51,0.272,0.645,0.385,2.108,0.543,0.556,0.674,0.212,0.365,0.169,0.378,0.989
33,0,1,0,0,0,2.471,0.098,0.524,0.248,0.652,0.38,2.112,0.548,0.533,0.669,0.196,0.372,0.164,0.379,0.903
34,1,1,0,1,0,2.485,0.084,0.539,0.244,0.642,0.389,2.096,0.563,0.533,0.674,0.201,0.373,0.165,0.398,0.933
35,1,0,0,0,0,2.457,0.11,0.531,0.275,0.658,0.393,2.145,2.106,0.559,1.265,0.244,0.381,0.343,0.384,0.93
36,0,0,0,0,0,2.485,0.097,0.516,0.251,0.649,0.412,2.116,2.118,0.561,1.261,0.251,0.375,0.337,0.404,1.055
37,0,1,0,1,0,2.555,0.228,0.585,0.357,0.68,0.485,2.185,0.649,0.597,0.71,0.343,0.456,0.31,0.465,0.779
38,1,1,0,0,0,2.471,0.087,0.51,0.265,0.653,0.405,2.12,0.551,0.53,0.693,0.193,0.399,0.189,0.379,0.861
39,0,0,0,0,0,2.507,0.098,0.514,0.251,0.655,0.393,2.126,2.134,0.544,1.292,0.244,0.375,0.34,0.387,0.952
4,1,1,0,1,0,2.487,0.084,0.516,0.268,0.67,0.391,2.1,0.563,0.531,0.672,0.201,0.366,0.171,0.4,0.887
40,0,0,0,0,0,2.559,0.096,0.516,0.273,0.681,0.397,2.124,2.111,0.551,1.277,0.263,0.374,0.363,0.407,0.926
41,1,0,0,1,0,2.502,0.113,0.545,0.268,0.655,0.403,2.145,2.114,0.54,1.344,0.269,0.372,0.38,0.379,0.918
42,1,1,0,0,0,2.458,0.098,0.529,0.246,0.641,0.386,2.154,0.547,0.535,0.676,0.215,0.367,0.173,0.372,0.921
43,0,0,0,1,0,2.589,0.245,0.593,0.344,0.691,0.516,2.18,2.226,0.609,1.304,0.372,0.467,0.495,0.467,0.818
44,1,0,0,1,0,2.507,0.11,0.55,0.276,0.646,0.414,2.116,2.26,0.558,1.29,0.248,0.377,0.37,0.384,0.944
45,0,0,0,1,0,2.58,0.244,0.601,0.352,0.695,0.495,2.192,2.233,0.61,1.319,0.375,0.483,0.479,0.462,0.81
46,1,1,0,0,0,2.436,0.097,0.52,0.244,0.66,0.373,2.125,0.54,0.533,0.672,0.195,0.369,0.165,0.372,0.91
47,1,1,0,0,0,2.493,0.1,0.535,0.243,0.641,0.379,2.125,0.557,0.527,0.671,0.213,0.371,0.168,0.372,0.954
48,0,1,0,0,0,2.481,0.098,0.529,0.247,0.671,0.383,2.103,0.559,0.549,0.694,0.197,0.367,0.187,0.373,0.878
49,1,0,0,1,0,2.457,0.111,0.532,0.278,0.657,0.394,2.11,2.155,0.56,1.279,0.252,0.374,0.343,0.386,0.949
5,1,1,0,0,0,2.459,0.099,0.529,0.272,0.646,0.386,2.125,0.539,0.529,0.67,0.197,0.393,0.172,0.393,0.901
6,0,1,0,0,0,2.456,0.085,0.509,0.268,0.669,0.38,2.112,0.557,0.554,0.673,0.199,0.368,0.173,0.373,1.267
7,0,0,0,1,0,2.543,0.238,0.599,0.361,0.693,0.533,2.192,2.198,0.625,1.297,0.363,0.487,0.481,0.462,0.808
8,1,1,0,0,0,2.476,0.099,0.528,0.268,0.654,0.393,2.128,0.532,0.551,0.696,0.2,0.375,0.174,0.371,0.901
