configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,5.679,0.211,1.148,0.549,1.502,0.857,4.774,4.641,1.202,2.881,0.551,0.818,0.725,0.834,1.884
1,0,1,0,1,0,5.753,0.487,1.291,0.733,1.547,1.067,4.894,1.396,1.319,1.648,0.703,1.008,0.7,1.004,1.723
10,0,0,0,1,0,5.777,0.494,1.301,0.738,1.557,1.07,4.9,4.878,1.346,2.925,0.813,1.011,1.04,1.009,1.834
11,1,0,0,0,0,5.605,0.19,1.153,0.549,1.495,0.847,4.765,4.793,1.194,2.873,0.534,0.828,0.708,0.839,1.911
12,1,0,0,1,0,5.642,0.21,1.156,0.547,1.487,0.841,4.737,4.729,1.19,3.021,0.518,0.834,0.719,0.854,1.924
13,0,0,0,0,0,5.661,0.213,1.127,0.546,1.481,0.876,4.836,4.69,1.214,2.871,0.535,0.827,0.73,0.867,1.903
14,0,0,0,1,0,5.791,0.499,1.305,0.76,1.799,1.079,4.921,4.999,1.335,3.019,0.805,1.028,1.026,1.012,1.819
15,1,1,0,1,0,5.64,0.196,1.149,0.558,1.463,0.838,4.78,1.217,1.169,1.565,0.435,0.81,0.376,0.829,1.83
16,1,0,0,0,0,5.641,0.19,1.13,0.549,1.477,0.884,4.823,4.71,1.207,2.854,0.514,0.819,0.712,0.862,1.875
17,0,0,0,1,0,5.929,0.483,1.323,0.748,1.542,1.052,4.902,4.826,1.347,2.937,0.846,1.019,1.017,1.009,1.835
18,0,1,0,1,0,5.851,0.469,1.31,0.738,1.534,1.081,4.901,1.383,1.331,1.634,0.706,1.018,0.688,1.028,1.732
19,0,1,0,0,0,5.603,0.174,1.122,0.539,1.489,0.86,4.745,1.2,1.172,1.571,0.447,0.816,0.376,0.837,1.816
2,1,0,0,1,0,5.584,0.207,1.146,0.547,1.513,0.882,4.766,4.827,1.207,2.87,0.544,0.835,0.727,0.835,1.883
20,1,0,0,0,0,5.548,0.203,1.126,0.548,1.496,0.844,4.771,4.64,1.193,2.871,0.531,0.85,0.708,0.86,1.907
21,1,1,0,1,0,5.581,0.175,1.136,0.553,1.468,0.844,4.793,1.213,1.176,1.553,0.479,0.822,0.403,0.844,1.775
22,1,0,0,0,0,5.531,0.208,1.153,0.563,1.496,0.892,4.737,4.768,1.206,2.861,0.514,0.827,0.738,0.841,1.907
23,0,1,0,0,0,5.655,0.195,1.127,0.544,1.491,0.871,4.767,1.172,1.175,1.545,0.445,0.813,0.398,0.831,1.786
24,1,1,0,1,0,5.579,0.177,1.127,0.554,1.506,0.836,4.766,1.205,1.178,1.625,0.432,0.826,0.403,0.835,1.782
25,0,1,0,0,0,5.571,0.18,1.126,0.549,1.471,0.839,4.768,1.199,1.197,1.584,0.44,0.812,0.37,0.839,2.138
26,0,1,0,0,0,5.806,0.196,1.13,0.563,1.494,0.848,4.744,1.204,1.213,1.557,0.443,0.816,0.38,0.83,1.799
27,0,0,0,1,0,5.78,0.495,1.305,0.743,1.539,1.059,4.897,4.859,1.338,2.906,0.798,1.014,1.026,1.015,1.828
28,0,1,0,1,0,5.793,0.469,1.301,0.742,1.533,1.068,4.932,1.386,1.335,1.652,0.709,1.008,0.685,1.027,1.72
29,0,1,0,0,0,5.606,0.202,1.151,0.561,1.489,0.857,4.79,1.174,1.19,1.599,0.422,0.837,0.385,0.83,1.794
3,1,1,0,1,0,5.582,0.175,1.13,0.556,1.464,0.837,4.746,1.214,1.175,1.554,0.457,0.832,0.37,0.837,1.897
30,0,1,0,1,0,5.761,0.482,1.303,0.741,1.544,1.073,4.874,1.374,1.327,1.637,0.726,1.039,0.677,1.003,1.733
31,1,1,0,1,0,5.591,0.195,1.119,0.54,1.466,0.835,4.763,1.2,1.177,1.577,0.433,0.813,0.41,0.833,1.89
32,1,1,0,1,0,5.6,0.198,1.142,0.542,1.468,0.84,4.739,1.182,1.177,1.549,0.432,0.819,0.372,0.838,1.753
33,0,1,0,0,0,5.559,0.19,1.12,0.567,1.479,0.857,4.813,1.206,1.176,1.584,0.451,0.817,0.372,0.833,1.843
34,1,1,0,1,0,5.608,0.194,1.12,0.543,1.471,0.855,4.708,1.203,1.207,1.558,0.432,0.813,0.408,0.852,1.796
35,1,0,0,0,0,5.577,0.214,1.126,0.57,1.491,0.865,4.748,4.949,1.19,2.89,0.558,0.818,0.729,0.842,1.876
36,0,0,0,0,0,5.612,0.189,1.135,0.568,1.503,0.883,4.738,4.772,1.196,3.102,0.538,0.837,0.727,0.857,1.853
37,0,1,0,1,0,5.766,0.491,1.303,0.749,1.526,1.045,4.873,1.365,1.317,1.65,0.722,1.032,0.687,1.018,1.723
38,1,1,0,0,0,5.596,0.189,1.119,0.542,1.475,0.85,4.741,1.193,1.191,1.566,0.445,0.811,0.38,0.856,1.819
39,0,0,0,0,0,5.624,0.207,1.126,0.559,1.477,0.878,4.783,4.71,1.214,2.907,0.532,0.82,0.715,0.864,1.869
4,1,1,0,1,0,5.57,0.198,1.118,0.539,1.47,0.87,4.788,1.21,1.201,1.576,0.43,0.809,0.382,0.824,1.766
40,0,0,0,0,0,5.622,0.222,1.126,0.564,1.478,0.864,4.802,4.749,1.183,2.867,0.526,0.817,0.756,0.845,1.884
41,1,0,0,1,0,5.632,0.213,1.126,0.547,1.508,0.887,4.744,4.637,1.21,2.932,0.534,0.843,0.727,0.845,1.873
42,1,1,0,0,0,5.539,0.2,1.119,0.543,1.492,0.857,4.736,1.2,1.195,1.608,0.435,0.816,0.379,0.825,1.811
43,0,0,0,1,0,5.743,0.481,1.322,0.766,1.554,1.062,4.921,4.914,1.341,2.912,0.799,1.009,1.017,1.024,1.831
44,1,0,0,1,0,5.626,0.208,1.15,0.547,1.481,0.878,4.733,4.657,1.236,2.862,0.542,0.872,0.724,0.847,1.877
45,0,0,0,1,0,5.774,0.496,1.317,0.744,1.533,1.054,4.936,4.954,1.338,2.965,0.797,1.035,1.023,1.013,1.842
46,1,1,0,0,0,5.576,0.204,1.124,0.535,1.471,0.844,4.764,1.191,1.198,1.579,0.437,0.813,0.375,0.847,1.837
47,1,1,0,0,0,5.581,0.199,1.119,0.554,1.469,0.857,4.752,1.193,1.173,1.554,0.44,0.832,0.376,0.855,1.776
48,0,1,0,0,0,5.696,0.175,1.12,0.537,1.486,0.835,4.781,1.205,1.174,1.554,0.445,0.817,0.375,0.833,1.776
49,1,0,0,1,0,5.626,0.208,1.125,0.566,1.495,0.892,4.723,4.667,1.205,2.852,0.537,0.849,0.738,0.845,1.841
5,1,1,0,0,0,5.596,0.197,1.142,0.573,1.491,0.853,4.759,1.173,1.172,1.588,0.424,0.824,0.392,0.842,1.795
6,0,1,0,0,0,5.611,0.194,1.122,0.538,1.486,0.863,4.763,1.176,1.187,1.558,0.45,0.806,0.381,0.853,1.798
7,0,0,0,1,0,5.806,0.498,1.324,0.757,1.55,1.049,4.888,4.932,1.345,2.918,0.796,1.022,1.024,1.018,1.816
8,1,1,0,0,0,5.59,0.196,1.148,0.559,1.477,0.857,4.732,1.198,1.196,1.574,0.45,0.816,0.384,0.855,1.824
9,0,0,0,0,0,5.601,0.212,1.124,0.547,1.475,0.865,4.805,4.685,1.214,2.851,0.52,0.826,0.745,0.848,1.869
