configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,2.993,0.123,0.616,0.303,0.765,0.453,2.457,2.52,0.636,1.497,0.282,0.441,0.408,0.447,1.098
1,0,1,0,1,0,3.057,0.255,0.685,0.393,0.803,0.564,2.539,0.756,0.715,0.834,0.399,0.56,0.359,0.538,0.906
10,0,0,0,1,0,3.07,0.265,0.694,0.415,0.815,0.571,2.564,2.593,0.724,1.516,0.43,0.549,0.566,0.561,0.977
11,1,0,0,0,0,2.992,0.125,0.613,0.291,0.76,0.455,2.47,2.483,0.648,1.519,0.278,0.437,0.42,0.444,1.06
12,1,0,0,1,0,2.946,0.101,0.626,0.295,0.764,0.452,2.497,2.538,0.648,1.475,0.28,0.442,0.42,0.446,1.085
13,0,0,0,0,0,3.021,0.109,0.598,0.292,0.76,0.474,2.463,2.457,0.628,1.505,0.301,0.438,0.411,0.448,1.093
14,0,0,0,1,0,3.066,0.282,0.693,0.41,0.81,0.566,2.56,2.625,0.718,1.577,0.449,0.545,0.574,0.541,0.94
15,1,1,0,1,0,2.98,0.115,0.596,0.301,0.756,0.444,2.449,0.652,0.609,0.793,0.233,0.427,0.197,0.434,1.069
16,1,0,0,0,0,2.968,0.108,0.6,0.287,0.759,0.507,2.483,2.493,0.648,1.481,0.303,0.439,0.412,0.45,1.076
17,0,0,0,1,0,3.057,0.265,0.691,0.412,0.807,0.567,2.551,2.569,0.723,1.573,0.441,0.545,0.558,0.541,0.957
18,0,1,0,1,0,3.073,0.25,0.688,0.389,0.827,0.561,2.554,0.736,0.713,0.838,0.376,0.539,0.361,0.53,0.905
19,0,1,0,0,0,2.955,0.116,0.611,0.277,0.777,0.474,2.5,0.648,0.661,0.806,0.249,0.436,0.196,0.435,0.993
2,1,0,0,1,0,2.955,0.123,0.595,0.309,0.762,0.47,2.461,2.515,0.629,1.474,0.303,0.434,0.386,0.469,1.038
20,1,0,0,0,0,2.959,0.129,0.621,0.309,0.763,0.468,2.473,2.452,0.627,1.477,0.278,0.458,0.39,0.448,1.052
21,1,1,0,1,0,2.94,0.115,0.612,0.294,0.76,0.444,2.453,0.648,0.617,0.796,0.249,0.454,0.222,0.434,0.995
22,1,0,0,0,0,2.967,0.125,0.613,0.302,0.757,0.49,2.517,2.468,0.629,1.513,0.27,0.439,0.413,0.463,1.091
23,0,1,0,0,0,2.955,0.1,0.593,0.285,0.779,0.469,2.484,0.624,0.625,0.807,0.229,0.438,0.22,0.438,1.04
24,1,1,0,1,0,2.95,0.101,0.593,0.3,0.756,0.449,2.456,0.648,0.621,0.793,0.236,0.451,0.193,0.435,1.007
25,0,1,0,0,0,2.994,0.098,0.591,0.301,0.764,0.461,2.483,0.643,0.622,0.791,0.228,0.427,0.214,0.441,0.998
