configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,1.251,0.058,0.266,0.133,0.319,0.226,1.051,1.063,0.28,0.649,0.134,0.194,0.178,0.196,0.547
1,0,1,0,1,0,1.242,0.111,0.303,0.167,0.355,0.24,1.095,0.314,0.309,0.372,0.167,0.236,0.152,0.225,0.414
10,0,0,0,1,0,1.245,0.136,0.323,0.173,0.365,0.253,1.088,1.103,0.317,0.666,0.211,0.26,0.245,0.235,0.412
11,1,0,0,0,0,1.197,0.06,0.29,0.154,0.34,0.227,1.077,1.12,0.295,0.625,0.129,0.202,0.213,0.196,0.553
12,1,0,0,1,0,1.218,0.061,0.285,0.127,0.317,0.207,1.054,1.101,0.285,0.637,0.132,0.198,0.175,0.215,0.564
13,0,0,0,0,0,1.223,0.064,0.285,0.153,0.318,0.198,1.061,1.108,0.274,0.691,0.142,0.194,0.174,0.195,0.549
14,0,0,0,1,0,1.243,0.136,0.317,0.178,0.349,0.251,1.096,1.125,0.342,0.66,0.214,0.241,0.254,0.236,0.436
15,1,1,0,1,0,1.166,0.051,0.283,0.124,0.34,0.191,1.048,0.287,0.26,0.326,0.103,0.184,0.085,0.187,0.521
16,1,0,0,0,0,1.167,0.063,0.285,0.156,0.32,0.204,1.066,1.051,0.298,0.625,0.134,0.193,0.209,0.21,0.551
17,0,0,0,1,0,1.243,0.14,0.316,0.178,0.342,0.247,1.097,1.104,0.334,0.655,0.219,0.237,0.245,0.241,0.407
18,0,1,0,1,0,1.251,0.127,0.307,0.194,0.351,0.243,1.112,0.32,0.317,0.354,0.187,0.235,0.153,0.226,0.386
19,0,1,0,0,0,1.16,0.053,0.26,0.123,0.316,0.21,1.07,0.291,0.265,0.328,0.107,0.187,0.082,0.189,0.546
2,1,0,0,1,0,1.206,0.059,0.269,0.13,0.347,0.225,1.063,1.089,0.277,0.639,0.134,0.194,0.176,0.219,0.559
20,1,0,0,0,0,1.17,0.058,0.295,0.154,0.347,0.206,1.064,1.09,0.278,0.659,0.133,0.219,0.209,0.201,0.551
21,1,1,0,1,0,1.18,0.058,0.282,0.124,0.32,0.191,1.044,0.298,0.291,0.332,0.1,0.192,0.087,0.188,0.485
22,1,0,0,0,0,1.193,0.066,0.29,0.128,0.343,0.204,1.069,1.11,0.278,0.632,0.132,0.193,0.181,0.193,0.553
23,0,1,0,0,0,1.17,0.049,0.256,0.122,0.341,0.199,1.051,0.293,0.26,0.339,0.104,0.188,0.088,0.187,0.57
24,1,1,0,1,0,1.176,0.054,0.285,0.12,0.341,0.199,1.047,0.275,0.263,0.328,0.103,0.186,0.103,0.205,0.563
25,0,1,0,0,0,1.186,0.054,0.287,0.123,0.315,0.196,1.051,0.293,0.293,0.327,0.105,0.188,0.094,0.187,0.522
26,0,1,0,0,0,1.193,0.047,0.256,0.149,0.327,0.19,1.057,0.283,0.264,0.329,0.118,0.213,0.086,0.189,0.529
27,0,0,0,1,0,1.239,0.123,0.302,0.18,0.343,0.249,1.121,1.117,0.302,0.652,0.211,0.246,0.252,0.237,0.414
28,0,1,0,1,0,1.229,0.115,0.299,0.193,0.355,0.244,1.095,0.339,0.303,0.355,0.168,0.228,0.153,0.228,0.388
29,0,1,0,0,0,1.181,0.048,0.257,0.146,0.315,0.191,1.055,0.275,0.286,0.324,0.103,0.187,0.09,0.199,0.516
3,1,1,0,1,0,1.2,0.051,0.256,0.123,0.317,0.192,1.072,0.276,0.264,0.354,0.103,0.191,0.084,0.196,0.514
30,0,1,0,1,0,1.197,0.114,0.295,0.167,0.339,0.243,1.084,0.339,0.295,0.354,0.164,0.232,0.176,0.229,0.386
31,1,1,0,1,0,1.205,0.054,0.28,0.129,0.311,0.193,1.049,0.293,0.286,0.327,0.1,0.192,0.084,0.197,0.512
