configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,14.584,0.518,2.87,1.407,4.219,2.125,12.595,11.704,3.02,7.277,1.361,2.041,1.553,2.118,4.377
1,0,1,0,1,0,15.098,1.183,3.249,1.868,3.999,2.639,12.825,3.469,3.315,4.149,1.764,2.511,1.684,2.561,4.323
10,0,0,0,1,0,14.935,1.203,3.232,1.896,3.988,2.646,12.943,12.103,3.319,7.399,2.019,2.591,2.383,2.53,4.47
11,1,0,0,0,0,14.51,0.518,2.864,1.369,4.232,2.135,12.611,11.751,2.975,7.491,1.356,2.047,1.614,2.109,4.394
12,1,0,0,1,0,14.537,0.551,2.85,1.391,4.242,2.11,12.534,11.713,3.013,7.372,1.343,2.034,1.551,2.12,4.469
13,0,0,0,0,0,14.637,0.523,2.825,1.37,4.232,2.108,12.786,11.907,3.014,7.183,1.354,2.054,1.578,2.115,4.437
14,0,0,0,1,0,15.116,1.205,3.236,1.852,4.011,2.643,12.737,12.101,3.293,7.448,1.992,2.514,2.367,2.527,4.466
15,1,1,0,1,0,14.54,0.496,2.82,1.393,4.212,2.125,12.569,2.974,2.952,3.998,1.154,2.035,0.945,2.104,4.413
16,1,0,0,0,0,14.441,0.533,2.822,1.384,4.252,2.14,12.806,11.6,2.995,7.353,1.339,2.041,1.545,2.121,4.469
17,0,0,0,1,0,15.059,1.191,3.261,1.864,4.012,2.648,12.8,12.877,3.294,7.452,1.969,2.556,2.332,2.52,4.466
18,0,1,0,1,0,15.194,1.182,3.234,1.856,3.994,2.616,12.745,3.416,3.286,4.152,1.786,2.526,1.704,2.521,4.312
19,0,1,0,0,0,14.453,0.492,2.823,1.379,4.2,2.133,12.672,2.949,2.991,3.983,1.159,2.027,0.95,2.092,4.296
2,1,0,0,1,0,14.66,0.586,2.833,1.369,4.219,2.102,12.607,11.816,3.007,7.347,1.369,2.05,1.546,2.111,4.406
20,1,0,0,0,0,14.572,0.519,2.813,1.386,4.226,2.128,12.643,11.651,2.999,7.267,1.356,2.055,1.57,2.128,4.477
21,1,1,0,1,0,14.567,0.489,2.822,1.363,4.231,2.121,12.605,2.955,2.956,3.959,1.163,2.021,0.935,2.11,4.264
22,1,0,0,0,0,14.65,0.5,2.817,1.391,4.28,2.133,12.592,11.807,3.067,7.198,1.344,2.045,1.555,2.124,4.737
23,0,1,0,0,0,14.387,0.502,2.818,1.381,4.238,2.127,12.619,2.965,2.993,3.971,1.145,2.034,0.949,2.087,4.239
24,1,1,0,1,0,14.443,0.503,2.82,1.398,4.215,2.137,12.507,3.0,2.962,3.968,1.188,2.021,0.948,2.113,4.287
25,0,1,0,0,0,14.457,0.494,2.825,1.38,4.218,2.147,12.596,2.97,2.986,3.954,1.154,2.033,0.939,2.083,4.243
26,0,1,0,0,0,14.424,0.505,2.847,1.365,4.209,2.127,12.693,2.958,2.992,3.978,1.145,2.032,0.926,2.11,4.247
27,0,0,0,1,0,15.049,1.187,3.244,1.878,3.987,2.634,12.755,12.235,3.349,7.411,1.994,2.532,2.318,2.514,4.459
28,0,1,0,1,0,15.011,1.162,3.26,1.866,4.016,2.631,12.777,3.422,3.294,4.139,1.765,2.525,1.71,2.504,4.314
29,0,1,0,0,0,14.424,0.504,2.819,1.363,4.283,2.137,12.675,2.997,2.964,3.952,1.159,2.085,0.937,2.09,4.451
3,1,1,0,1,0,14.514,0.501,2.812,1.386,4.243,2.114,12.54,2.965,2.962,3.946,1.178,2.032,0.942,2.11,4.284
30,0,1,0,1,0,15.027,1.178,3.23,1.853,4.008,2.646,12.803,3.438,3.299,4.123,1.791,2.514,1.705,2.507,4.339
31,1,1,0,1,0,14.516,0.496,2.834,1.377,4.248,2.116,12.543,2.98,2.981,3.968,1.155,2.042,0.937,2.095,4.294
32,1,1,0,1,0,14.592,0.527,2.861,1.383,4.244,2.098,12.543,3.016,2.958,3.973,1.186,2.046,0.914,2.164,4.292
33,0,1,0,0,0,14.543,0.5,2.843,1.39,4.197,2.131,12.609,2.955,2.962,3.99,1.165,2.033,0.918,2.111,4.289
34,1,1,0,1,0,14.454,0.481,2.815,1.386,4.219,2.093,12.522,3.017,2.973,3.992,1.177,2.037,0.936,2.09,4.299
35,1,0,0,0,0,14.551,0.519,2.849,1.395,4.239,2.214,12.612,11.976,3.028,7.207,1.335,2.052,1.551,2.113,4.396
36,0,0,0,0,0,14.566,0.535,2.822,1.37,4.247,2.124,12.584,11.851,2.994,7.286,1.355,2.047,1.577,2.119,4.468
37,0,1,0,1,0,14.933,1.164,3.253,1.863,3.995,2.638,12.782,3.428,3.302,4.134,1.786,2.518,1.715,2.503,4.328
38,1,1,0,0,0,14.485,0.48,2.837,1.382,4.3,2.144,12.633,2.953,2.976,3.979,1.146,2.021,0.936,2.115,4.286
39,0,0,0,0,0,14.375,0.502,2.857,1.383,4.25,2.139,12.681,11.706,3.037,7.234,1.38,2.04,1.598,2.086,4.415
4,1,1,0,1,0,14.468,0.513,2.852,1.386,4.219,2.101,12.554,2.963,2.975,4.0,1.183,2.03,0.93,2.085,4.28
40,0,0,0,0,0,14.645,0.525,2.83,1.392,4.245,2.094,12.585,11.58,3.041,7.275,1.35,2.064,1.57,2.119,4.448
41,1,0,0,1,0,14.54,0.544,2.855,1.379,4.231,2.128,12.582,11.651,2.971,7.189,1.378,2.052,1.553,2.104,4.427
42,1,1,0,0,0,14.426,0.566,2.812,1.381,4.236,2.113,12.689,2.974,3.013,3.98,1.158,2.081,0.933,2.101,4.271
43,0,0,0,1,0,14.925,1.204,3.239,1.853,4.02,2.78,12.816,12.066,3.31,7.439,1.986,2.571,2.344,2.578,4.51
44,1,0,0,1,0,14.585,0.501,2.837,1.39,4.235,2.126,12.636,11.98,3.012,7.289,1.355,2.034,1.558,2.118,4.453
