configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,8.385,0.32,1.69,0.808,2.265,1.259,7.078,6.945,1.753,4.326,0.772,1.227,1.002,1.269,2.784
1,0,1,0,1,0,8.613,0.711,1.915,1.102,2.293,1.565,7.222,2.032,1.937,2.421,1.049,1.507,1.003,1.479,2.552
10,0,0,0,1,0,8.67,0.705,1.946,1.114,2.298,1.568,7.268,7.447,1.958,4.348,1.161,1.489,1.465,1.497,2.645
11,1,0,0,0,0,8.389,0.295,1.684,0.803,2.262,1.268,7.227,6.897,1.746,4.285,0.759,1.206,1.026,1.23,2.903
12,1,0,0,1,0,8.373,0.316,1.693,0.821,2.268,1.259,7.104,7.044,1.768,4.271,0.767,1.225,1.027,1.256,2.671
13,0,0,0,0,0,8.394,0.314,1.663,0.819,2.257,1.265,7.128,7.403,1.801,4.279,0.74,1.204,0.987,1.236,2.714
14,0,0,0,1,0,8.682,0.719,1.924,1.093,2.363,1.595,7.272,7.147,1.961,4.346,1.157,1.519,1.463,1.478,2.624
15,1,1,0,1,0,8.439,0.279,1.657,0.813,2.271,1.236,7.05,1.779,1.754,2.329,0.646,1.206,0.586,1.233,2.564
16,1,0,0,0,0,8.467,0.316,1.669,0.817,2.273,1.252,7.126,7.184,1.752,4.233,0.748,1.203,1.021,1.275,2.617
17,0,0,0,1,0,8.717,0.734,1.935,1.09,2.334,1.586,7.252,7.21,1.983,4.362,1.164,1.51,1.447,1.503,2.642
18,0,1,0,1,0,8.713,0.692,1.913,1.087,2.3,1.577,7.251,2.035,1.943,2.44,1.052,1.492,1.048,1.475,2.564
19,0,1,0,0,0,8.447,0.3,1.684,0.81,2.254,1.248,7.137,1.744,1.772,2.337,0.622,1.215,0.572,1.244,2.569
2,1,0,0,1,0,8.534,0.321,1.665,0.801,2.299,1.242,7.125,6.912,1.76,4.248,0.768,1.224,1.001,1.259,2.668
20,1,0,0,0,0,8.386,0.321,1.663,0.825,2.263,1.246,7.102,7.174,1.752,4.231,0.763,1.221,1.001,1.232,2.69
21,1,1,0,1,0,8.412,0.282,1.665,0.817,2.273,1.275,7.125,1.767,1.759,2.356,0.646,1.197,0.564,1.253,2.948
22,1,0,0,0,0,8.372,0.295,1.662,0.8,2.293,1.247,7.122,6.895,1.755,4.284,0.761,1.223,1.016,1.228,2.693
23,0,1,0,0,0,8.369,0.294,1.675,0.792,2.267,1.256,7.087,1.736,1.771,2.344,0.645,1.202,0.552,1.229,2.577
24,1,1,0,1,0,8.373,0.3,1.657,0.809,2.274,1.244,7.179,1.749,1.751,2.318,0.65,1.198,0.551,1.226,2.62
25,0,1,0,0,0,8.385,0.297,1.658,0.818,2.267,1.242,7.053,1.743,1.78,2.336,0.622,1.224,0.554,1.24,2.595
26,0,1,0,0,0,8.399,0.283,1.659,0.784,2.252,1.232,7.125,1.752,1.765,2.351,0.621,1.201,0.571,1.258,2.63
27,0,0,0,1,0,8.591,0.729,1.934,1.099,2.293,1.593,7.292,7.146,1.974,4.377,1.19,1.49,1.48,1.513,2.641
28,0,1,0,1,0,8.646,0.695,1.913,1.089,2.281,1.554,7.255,2.023,1.971,2.408,1.051,1.485,1.017,1.484,2.535
29,0,1,0,0,0,8.306,0.303,1.65,0.809,2.276,1.258,7.089,1.747,1.764,2.319,0.631,1.199,0.578,1.236,2.572
3,1,1,0,1,0,8.424,0.304,1.654,0.814,2.249,1.239,7.06,1.754,1.75,2.327,0.63,1.248,0.57,1.233,2.652
30,0,1,0,1,0,8.622,0.707,1.933,1.108,2.282,1.578,7.266,2.037,1.944,2.419,1.037,1.49,1.034,1.485,2.555
31,1,1,0,1,0,8.364,0.28,1.657,0.803,2.282,1.252,7.079,1.75,1.732,2.318,0.63,1.214,0.552,1.223,2.593
32,1,1,0,1,0,8.43,0.305,1.652,0.792,2.261,1.264,7.083,1.745,1.734,2.317,0.663,1.221,0.547,1.234,2.578
33,0,1,0,0,0,8.43,0.28,1.66,0.812,2.25,1.239,7.078,1.759,1.733,2.328,0.635,1.25,0.549,1.229,2.572
34,1,1,0,1,0,8.379,0.289,1.656,0.815,2.277,1.272,7.063,1.774,1.741,2.34,0.629,1.214,0.554,1.237,2.597
35,1,0,0,0,0,8.359,0.313,1.668,0.82,2.258,1.271,7.137,7.351,1.794,4.27,0.765,1.232,1.013,1.231,2.713
36,0,0,0,0,0,8.375,0.298,1.661,0.819,2.258,1.267,7.102,7.145,1.781,4.358,0.758,1.205,1.015,1.24,2.704
37,0,1,0,1,0,8.621,0.692,1.932,1.104,2.277,1.561,7.238,2.039,1.935,2.418,1.032,1.497,1.016,1.488,2.554
