configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,10.642,0.393,2.131,1.035,2.945,1.551,8.982,8.872,2.238,5.342,1.01,1.524,1.263,1.542,3.365
1,0,1,0,1,0,10.919,0.883,2.398,1.379,2.913,1.955,9.221,2.556,2.433,3.024,1.323,1.877,1.254,1.853,3.19
10,0,0,0,1,0,10.853,0.895,2.419,1.367,2.913,1.969,9.238,9.397,2.468,5.47,1.472,1.915,1.772,1.873,3.316
11,1,0,0,0,0,10.622,0.395,2.121,1.025,2.944,1.58,8.973,9.131,2.257,5.351,1.028,1.513,1.232,1.568,3.263
12,1,0,0,1,0,10.612,0.398,2.101,1.022,2.949,1.559,8.946,8.944,2.227,5.313,1.024,1.535,1.211,1.569,3.305
13,0,0,0,0,0,10.54,0.374,2.101,1.027,2.96,1.578,8.989,8.669,2.19,5.477,1.023,1.511,1.204,1.558,3.309
14,0,0,0,1,0,10.865,0.881,2.415,1.379,2.911,1.976,9.191,9.108,2.511,5.436,1.481,1.915,1.788,1.871,3.339
15,1,1,0,1,0,10.63,0.356,2.131,0.997,2.945,1.559,8.923,2.192,2.179,2.907,0.882,1.516,0.691,1.559,3.188
16,1,0,0,0,0,10.895,0.377,2.091,1.022,2.943,1.591,9.156,8.59,2.212,5.35,1.016,1.507,1.23,1.541,3.328
17,0,0,0,1,0,10.955,0.902,2.47,1.379,2.92,1.969,9.211,9.086,2.453,5.483,1.481,1.884,1.786,1.856,3.302
18,0,1,0,1,0,10.847,0.865,2.389,1.363,2.89,1.936,9.181,2.539,2.438,3.009,1.327,1.88,1.249,1.881,3.239
19,0,1,0,0,0,10.541,0.372,2.107,1.017,2.955,1.575,8.95,2.202,2.212,2.915,0.854,1.498,0.714,1.539,3.155
2,1,0,0,1,0,10.616,0.377,2.126,1.04,2.937,1.589,8.967,8.714,2.211,5.276,1.008,1.538,1.208,1.553,3.303
20,1,0,0,0,0,10.514,0.374,2.11,1.007,2.952,1.605,9.003,8.772,2.281,5.316,1.019,1.525,1.226,1.578,3.328
21,1,1,0,1,0,10.604,0.38,2.088,1.015,2.95,1.578,8.946,2.213,2.186,2.938,0.858,1.503,0.704,1.564,3.226
22,1,0,0,0,0,10.544,0.377,2.112,1.008,2.956,1.588,9.006,8.654,2.192,5.424,0.999,1.543,1.213,1.55,3.33
23,0,1,0,0,0,10.562,0.38,2.09,1.016,2.945,1.545,9.077,2.17,2.197,2.992,0.86,1.522,0.708,1.545,3.189
