configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,3.283,0.137,0.668,0.32,0.835,0.499,2.722,2.702,0.699,1.641,0.307,0.473,0.425,0.483,1.136
1,0,1,0,1,0,3.3,0.279,0.773,0.438,0.874,0.635,2.803,0.831,0.773,0.934,0.434,0.621,0.393,0.578,1.063
10,0,0,0,1,0,3.343,0.283,0.786,0.451,0.88,0.63,2.875,2.811,0.78,1.804,0.485,0.614,0.612,0.594,1.07
11,1,0,0,0,0,3.26,0.135,0.656,0.318,0.835,0.497,2.758,2.771,0.714,1.658,0.3,0.475,0.43,0.492,1.247
12,1,0,0,1,0,3.267,0.135,0.655,0.337,0.865,0.486,2.723,2.714,0.702,1.626,0.302,0.473,0.417,0.508,1.135
13,0,0,0,0,0,3.234,0.141,0.672,0.336,0.838,0.492,2.735,2.779,0.707,1.629,0.309,0.477,0.446,0.486,1.137
14,0,0,0,1,0,3.404,0.304,0.764,0.453,0.88,0.617,2.82,2.805,0.789,1.681,0.472,0.616,0.608,0.594,1.042
15,1,1,0,1,0,3.264,0.126,0.673,0.311,0.831,0.487,2.725,0.712,0.692,0.886,0.257,0.5,0.212,0.477,1.084
16,1,0,0,0,0,3.23,0.135,0.653,0.32,0.871,0.487,2.747,2.748,0.71,1.627,0.321,0.474,0.432,0.487,1.142
17,0,0,0,1,0,3.403,0.288,0.757,0.436,0.878,0.639,2.84,2.823,0.783,1.888,0.487,0.594,0.605,0.605,1.049
18,0,1,0,1,0,3.347,0.287,0.747,0.445,0.897,0.612,2.82,0.805,0.778,0.918,0.433,0.589,0.409,0.597,1.004
19,0,1,0,0,0,3.243,0.126,0.648,0.311,0.835,0.487,2.719,0.701,0.677,0.883,0.26,0.47,0.211,0.476,1.094
2,1,0,0,1,0,3.245,0.115,0.684,0.337,0.839,0.523,2.717,2.717,0.691,1.637,0.337,0.489,0.429,0.508,1.168
20,1,0,0,0,0,3.274,0.137,0.652,0.314,0.839,0.485,2.712,3.18,0.687,1.667,0.325,0.477,0.447,0.499,1.142
21,1,1,0,1,0,3.287,0.107,0.651,0.314,0.85,0.488,2.692,0.696,0.693,0.885,0.266,0.465,0.231,0.484,1.213
22,1,0,0,0,0,3.219,0.133,0.676,0.341,0.861,0.51,2.716,2.706,0.71,1.688,0.31,0.505,0.514,0.491,1.135
23,0,1,0,0,0,3.213,0.124,0.672,0.313,0.825,0.489,2.743,0.682,0.72,0.895,0.252,0.466,0.232,0.489,1.097
24,1,1,0,1,0,3.246,0.125,0.648,0.314,0.849,0.488,2.7,0.71,0.691,0.862,0.254,0.464,0.21,0.476,1.094
25,0,1,0,0,0,3.202,0.107,0.643,0.309,0.828,0.49,2.73,0.697,0.705,0.888,0.249,0.469,0.213,0.487,1.127
26,0,1,0,0,0,3.236,0.122,0.651,0.328,0.833,0.489,2.73,0.703,0.676,0.864,0.268,0.47,0.209,0.47,1.094
27,0,0,0,1,0,3.343,0.288,0.756,0.457,0.899,0.627,2.798,2.83,0.789,1.669,0.472,0.593,0.602,0.605,1.057
28,0,1,0,1,0,3.383,0.277,0.764,0.43,0.897,0.632,2.799,0.8,0.762,0.931,0.407,0.606,0.392,0.575,1.017
29,0,1,0,0,0,3.275,0.125,0.665,0.315,0.848,0.493,2.734,0.705,0.697,0.867,0.249,0.469,0.209,0.476,1.091
3,1,1,0,1,0,3.227,0.124,0.665,0.306,0.838,0.478,2.718,0.693,0.673,0.863,0.276,0.473,0.228,0.472,1.1
30,0,1,0,1,0,3.291,0.294,0.753,0.442,0.899,0.631,2.8,0.813,0.763,0.921,0.416,0.591,0.391,0.583,1.0
31,1,1,0,1,0,3.226,0.107,0.644,0.315,0.832,0.49,2.744,0.691,0.675,0.866,0.256,0.491,0.215,0.484,1.178
32,1,1,0,1,0,3.372,0.127,0.664,0.334,0.851,0.489,2.702,0.686,0.698,0.865,0.251,0.466,0.233,0.481,1.102
33,0,1,0,0,0,3.229,0.109,0.647,0.31,0.857,0.485,2.741,0.679,0.677,0.865,0.271,0.47,0.21,0.477,1.103
34,1,1,0,1,0,3.226,0.124,0.67,0.334,0.86,0.507,2.713,0.705,0.696,0.885,0.275,0.471,0.23,0.475,1.122
35,1,0,0,0,0,3.236,0.112,0.656,0.338,0.853,0.49,2.738,2.713,0.703,1.606,0.306,0.477,0.421,0.525,1.165
36,0,0,0,0,0,3.215,0.138,0.674,0.336,0.843,0.492,2.729,2.694,0.702,1.683,0.305,0.482,0.424,0.51,1.168
37,0,1,0,1,0,3.316,0.279,0.75,0.444,0.877,0.614,2.8,0.802,0.762,0.923,0.415,0.587,0.393,0.592,1.0
38,1,1,0,0,0,3.206,0.107,0.647,0.312,0.834,0.489,2.716,0.688,0.7,0.867,0.251,0.499,0.215,0.476,1.094
39,0,0,0,0,0,3.217,0.12,0.654,0.329,0.831,0.495,2.719,2.685,0.688,1.65,0.306,0.507,0.44,0.515,1.144
4,1,1,0,1,0,3.251,0.121,0.672,0.322,0.827,0.485,2.697,0.706,0.685,0.887,0.254,0.467,0.215,0.486,1.115
40,0,0,0,0,0,3.203,0.138,0.671,0.316,0.834,0.484,2.765,2.681,0.706,1.615,0.306,0.507,0.438,0.511,1.16
