configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,4.965,0.181,1.003,0.48,1.311,0.758,4.125,4.136,1.038,2.484,0.468,0.722,0.645,0.751,1.642
1,0,1,0,1,0,5.082,0.43,1.138,0.667,1.339,0.946,4.276,1.196,1.169,1.385,0.634,0.888,0.596,0.886,1.525
10,0,0,0,1,0,5.136,0.426,1.165,0.674,1.351,0.947,4.315,4.271,1.198,2.567,0.724,0.942,0.921,0.903,1.568
11,1,0,0,0,0,4.943,0.185,0.988,0.481,1.291,0.757,4.14,4.083,1.111,2.481,0.455,0.738,0.637,0.758,1.687
12,1,0,0,1,0,4.886,0.168,0.988,0.5,1.294,0.761,4.131,4.074,1.059,2.477,0.485,0.719,0.637,0.744,1.634
13,0,0,0,0,0,4.848,0.169,0.995,0.5,1.309,0.763,4.136,4.097,1.067,2.53,0.469,0.721,0.628,0.747,1.641
14,0,0,0,1,0,5.085,0.441,1.157,0.658,1.35,0.953,4.275,4.27,1.206,2.563,0.711,0.897,0.902,0.885,1.576
15,1,1,0,1,0,4.864,0.179,0.983,0.475,1.283,0.747,4.196,1.063,1.028,1.32,0.38,0.708,0.363,0.746,1.629
16,1,0,0,0,0,4.882,0.166,0.985,0.483,1.312,0.746,4.131,4.058,1.091,2.492,0.455,0.739,0.629,0.734,1.639
17,0,0,0,1,0,5.073,0.423,1.14,0.672,1.36,0.984,4.259,4.252,1.225,2.538,0.72,0.899,0.94,0.9,1.593
18,0,1,0,1,0,5.085,0.421,1.133,0.664,1.332,0.94,4.26,1.218,1.16,1.405,0.619,0.905,0.617,0.882,1.531
19,0,1,0,0,0,4.856,0.178,0.98,0.489,1.282,0.747,4.166,1.028,1.03,1.314,0.377,0.736,0.344,0.725,1.89
2,1,0,0,1,0,4.966,0.168,0.995,0.483,1.287,0.74,4.122,4.13,1.064,2.483,0.482,0.731,0.631,0.743,1.663
20,1,0,0,0,0,4.859,0.169,1.027,0.482,1.281,0.758,4.155,4.378,1.066,2.502,0.469,0.722,0.631,0.761,1.735
21,1,1,0,1,0,4.958,0.166,0.984,0.49,1.277,0.739,4.124,1.067,1.029,1.34,0.38,0.711,0.404,0.727,1.582
22,1,0,0,0,0,4.975,0.191,1.009,0.504,1.282,0.764,4.157,4.108,1.042,2.483,0.474,0.722,0.654,0.748,1.646
23,0,1,0,0,0,4.895,0.158,1.007,0.47,1.278,0.763,4.165,1.052,1.032,1.338,0.389,0.711,0.39,0.735,1.606
24,1,1,0,1,0,4.907,0.167,0.984,0.475,1.306,0.736,4.111,1.064,1.03,1.326,0.391,0.711,0.333,0.721,1.615
25,0,1,0,0,0,4.837,0.173,0.983,0.475,1.3,0.752,4.144,1.035,1.05,1.35,0.368,0.718,0.354,0.731,1.607
26,0,1,0,0,0,4.914,0.156,0.979,0.489,1.279,0.752,4.125,1.05,1.039,1.327,0.402,0.72,0.336,0.728,1.619
27,0,0,0,1,0,5.07,0.42,1.165,0.656,1.358,0.971,4.293,4.305,1.209,2.615,0.713,0.911,0.944,0.911,1.566
28,0,1,0,1,0,5.022,0.411,1.137,0.674,1.33,0.931,4.241,1.214,1.171,1.405,0.635,0.888,0.617,0.879,1.509
29,0,1,0,0,0,4.863,0.165,0.977,0.477,1.3,0.773,4.132,1.042,1.03,1.338,0.394,0.729,0.374,0.75,1.9
3,1,1,0,1,0,5.006,0.15,1.011,0.478,1.281,0.737,4.12,1.045,1.029,1.339,0.398,0.708,0.329,0.732,1.584
30,0,1,0,1,0,5.083,0.427,1.137,0.668,1.337,0.925,4.289,1.216,1.149,1.389,0.636,0.893,0.596,0.896,1.535
31,1,1,0,1,0,4.944,0.174,0.983,0.491,1.282,0.733,4.127,1.056,1.039,1.337,0.392,0.724,0.333,0.73,1.573
32,1,1,0,1,0,4.951,0.174,0.984,0.491,1.278,0.75,4.145,1.057,1.036,1.343,0.403,0.729,0.328,0.728,1.628
33,0,1,0,0,0,4.856,0.179,1.0,0.472,1.277,0.733,4.125,1.034,1.061,1.355,0.373,0.713,0.327,0.723,1.633
34,1,1,0,1,0,4.909,0.157,1.003,0.476,1.283,0.734,4.16,1.06,1.032,1.37,0.393,0.735,0.403,0.75,1.633
35,1,0,0,0,0,4.956,0.164,1.014,0.482,1.289,0.75,4.143,4.311,1.065,2.463,0.466,0.72,0.649,0.734,1.693
36,0,0,0,0,0,4.892,0.166,0.987,0.505,1.284,0.752,4.13,4.132,1.074,2.48,0.466,0.714,0.65,0.736,1.747
37,0,1,0,1,0,5.013,0.43,1.134,0.664,1.336,0.927,4.285,1.202,1.15,1.405,0.622,0.89,0.62,0.882,1.505
38,1,1,0,0,0,4.877,0.173,0.981,0.473,1.284,0.751,4.143,1.05,1.028,1.34,0.4,0.716,0.358,0.727,1.58
39,0,0,0,0,0,4.883,0.17,0.987,0.501,1.303,0.761,4.166,4.212,1.055,2.478,0.476,0.743,0.639,0.736,1.703
4,1,1,0,1,0,4.904,0.154,0.985,0.492,1.282,0.741,4.11,1.047,1.028,1.33,0.397,0.712,0.351,0.719,1.566
40,0,0,0,0,0,4.958,0.191,0.992,0.484,1.286,0.768,4.148,4.145,1.04,2.481,0.472,0.72,0.635,0.754,1.768
41,1,0,0,1,0,4.909,0.186,0.984,0.481,1.285,0.742,4.166,4.109,1.061,2.457,0.456,0.721,0.633,0.737,1.664
42,1,1,0,0,0,4.904,0.17,1.007,0.493,1.277,0.744,4.138,1.055,1.026,1.323,0.371,0.717,0.332,0.724,1.624
43,0,0,0,1,0,5.075,0.425,1.158,0.657,1.342,0.98,4.27,4.314,1.196,2.529,0.72,0.95,0.934,0.905,1.579
44,1,0,0,1,0,4.905,0.181,0.991,0.502,1.31,0.753,4.151,4.102,1.162,2.509,0.485,0.743,0.637,0.751,1.694
45,0,0,0,1,0,5.116,0.425,1.155,0.661,1.353,0.976,4.28,4.293,1.206,2.545,0.718,0.908,0.906,0.88,1.583
46,1,1,0,0,0,4.836,0.167,1.011,0.478,1.3,0.733,4.198,1.056,1.053,1.334,0.376,0.722,0.394,0.72,1.598
47,1,1,0,0,0,4.842,0.159,0.986,0.49,1.301,0.733,4.143,1.049,1.029,1.33,0.374,0.736,0.355,0.722,1.632
48,0,1,0,0,0,4.886,0.171,0.983,0.498,1.293,0.736,4.132,1.039,1.054,1.363,0.398,0.738,0.327,0.723,1.578
49,1,0,0,1,0,4.85,0.179,0.986,0.492,1.293,0.743,4.15,4.131,1.043,2.465,0.49,0.72,0.634,0.753,1.631
5,1,1,0,0,0,4.855,0.18,0.993,0.486,1.29,0.738,4.154,1.058,1.042,1.341,0.373,0.738,0.337,0.75,1.631
6,0,1,0,0,0,4.914,0.154,0.982,0.493,1.274,0.734,4.155,1.027,1.033,1.334,0.401,0.719,0.333,0.723,1.59
7,0,0,0,1,0,5.13,0.425,1.14,0.655,1.344,0.976,4.268,4.274,1.209,2.541,0.71,0.894,0.922,0.902,1.565
8,1,1,0,0,0,4.871,0.169,1.006,0.474,1.301,0.748,4.155,1.047,1.025,1.342,0.377,0.716,0.339,0.754,1.598
9,0,0,0,0,0,4.867,0.184,0.986,0.48,1.29,0.743,4.133,4.083,1.059,2.456,0.453,0.714,0.647,0.735,1.698
