configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,3.769,0.153,0.798,0.394,0.996,0.6,3.211,3.19,0.822,1.936,0.378,0.553,0.521,0.584,1.339
1,0,1,0,1,0,3.875,0.321,0.878,0.504,1.024,0.73,3.315,0.928,0.897,1.088,0.486,0.69,0.467,0.688,1.185
10,0,0,0,1,0,3.889,0.345,0.89,0.507,1.036,0.722,3.326,3.279,0.943,1.95,0.564,0.698,0.702,0.708,1.217
11,1,0,0,0,0,3.805,0.129,0.786,0.369,0.986,0.582,3.228,3.184,0.816,1.922,0.375,0.562,0.504,0.571,1.339
12,1,0,0,1,0,3.822,0.157,0.763,0.373,0.992,0.57,3.166,3.164,0.824,1.916,0.356,0.578,0.49,0.569,1.434
13,0,0,0,0,0,3.761,0.154,0.792,0.375,0.985,0.595,3.182,3.228,0.809,1.912,0.35,0.576,0.505,0.561,1.364
14,0,0,0,1,0,3.881,0.35,0.895,0.526,1.045,0.725,3.349,3.366,0.922,2.003,0.558,0.696,0.719,0.692,1.26
15,1,1,0,1,0,3.863,0.14,0.76,0.358,1.002,0.572,3.164,0.81,0.815,1.047,0.296,0.552,0.271,0.583,1.315
16,1,0,0,0,0,3.755,0.155,0.764,0.387,0.988,0.576,3.225,3.135,0.823,1.91,0.376,0.583,0.483,0.586,1.342
17,0,0,0,1,0,3.871,0.332,0.91,0.504,1.062,0.731,3.318,3.3,0.909,1.978,0.548,0.701,0.7,0.692,1.229
18,0,1,0,1,0,3.902,0.338,0.881,0.497,1.033,0.719,3.277,0.961,0.895,1.073,0.485,0.699,0.474,0.692,1.162
19,0,1,0,0,0,3.782,0.123,0.771,0.385,0.994,0.57,3.198,0.792,0.794,1.04,0.292,0.554,0.263,0.559,1.339
2,1,0,0,1,0,3.796,0.155,0.766,0.37,0.989,0.573,3.216,3.191,0.814,1.942,0.371,0.559,0.486,0.568,1.322
20,1,0,0,0,0,3.788,0.149,0.766,0.387,1.016,0.599,3.243,3.202,0.802,1.961,0.353,0.576,0.495,0.573,1.338
21,1,1,0,1,0,3.799,0.141,0.756,0.375,0.986,0.583,3.216,0.812,0.8,1.045,0.299,0.548,0.275,0.559,1.398
22,1,0,0,0,0,3.764,0.155,0.763,0.383,1.001,0.575,3.19,3.237,0.806,1.942,0.357,0.559,0.51,0.594,1.329
23,0,1,0,0,0,3.771,0.134,0.76,0.367,0.981,0.57,3.196,0.798,0.79,1.016,0.294,0.548,0.267,0.56,1.281
24,1,1,0,1,0,3.775,0.143,0.758,0.379,0.995,0.571,3.158,0.808,0.786,1.033,0.294,0.548,0.267,0.56,1.319
25,0,1,0,0,0,3.771,0.145,0.758,0.361,0.98,0.569,3.185,0.815,0.788,1.054,0.293,0.551,0.252,0.572,1.312
26,0,1,0,0,0,3.806,0.136,0.768,0.363,0.978,0.591,3.172,0.812,0.792,1.04,0.289,0.555,0.26,0.563,1.285
27,0,0,0,1,0,3.897,0.348,0.887,0.503,1.035,0.749,3.315,3.282,0.924,2.036,0.55,0.724,0.701,0.694,1.253
28,0,1,0,1,0,3.896,0.329,0.919,0.564,1.06,0.734,3.268,0.948,0.897,1.076,0.497,0.688,0.455,0.693,1.181
29,0,1,0,0,0,3.794,0.121,0.784,0.362,0.978,0.567,3.181,0.812,0.796,1.044,0.289,0.548,0.262,0.571,1.257
3,1,1,0,1,0,3.758,0.122,0.761,0.382,1.008,0.577,3.157,0.812,0.794,1.032,0.293,0.545,0.263,0.586,1.315
30,0,1,0,1,0,3.867,0.338,0.886,0.494,1.042,0.723,3.277,0.932,0.911,1.091,0.487,0.689,0.456,0.687,1.195
31,1,1,0,1,0,3.801,0.118,0.76,0.382,0.982,0.588,3.177,0.806,0.801,1.019,0.314,0.576,0.245,0.566,1.287
32,1,1,0,1,0,3.774,0.137,0.789,0.362,0.98,0.57,3.163,0.828,0.787,1.015,0.312,0.552,0.247,0.561,1.288
33,0,1,0,0,0,3.712,0.134,0.764,0.373,0.982,0.584,3.197,0.815,0.82,1.029,0.299,0.552,0.269,0.555,1.273
34,1,1,0,1,0,3.773,0.144,0.757,0.365,1.004,0.57,3.201,0.841,0.794,1.018,0.298,0.549,0.267,0.575,1.296
35,1,0,0,0,0,3.735,0.151,0.789,0.372,0.98,0.594,3.205,3.152,0.818,1.911,0.369,0.563,0.502,0.564,1.337
36,0,0,0,0,0,3.758,0.152,0.764,0.389,1.011,0.583,3.209,3.141,0.825,1.902,0.37,0.558,0.488,0.574,1.344
37,0,1,0,1,0,3.878,0.334,0.882,0.5,1.028,0.717,3.291,0.93,0.913,1.077,0.482,0.69,0.474,0.686,1.189
