configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,9.476,0.354,1.891,0.91,2.594,1.415,8.002,7.78,1.952,4.781,0.895,1.344,1.128,1.404,2.969
1,0,1,0,1,0,9.742,0.803,2.153,1.234,2.592,1.793,8.251,2.278,2.2,2.723,1.202,1.692,1.155,1.684,2.861
10,0,0,0,1,0,9.753,0.821,2.162,1.266,2.619,1.783,8.19,8.086,2.203,4.911,1.336,1.691,1.627,1.695,2.993
11,1,0,0,0,0,9.443,0.358,1.879,0.915,2.603,1.416,7.935,7.693,1.974,4.73,0.883,1.357,1.12,1.443,2.947
12,1,0,0,1,0,9.515,0.348,1.862,0.922,2.593,1.412,7.951,7.746,1.978,4.778,0.877,1.393,1.129,1.378,2.975
13,0,0,0,0,0,9.514,0.353,1.867,0.919,2.591,1.391,7.988,7.746,1.968,4.978,0.878,1.371,1.113,1.381,2.964
14,0,0,0,1,0,9.753,0.802,2.17,1.234,2.592,1.769,8.181,8.162,2.447,4.865,1.331,1.681,1.642,1.677,3.022
15,1,1,0,1,0,9.533,0.336,1.883,0.902,2.56,1.406,8.039,1.956,1.939,2.61,0.761,1.336,0.618,1.413,2.86
16,1,0,0,0,0,9.386,0.352,1.893,0.911,2.609,1.4,7.993,7.756,1.964,4.871,0.861,1.372,1.104,1.396,2.983
17,0,0,0,1,0,9.787,0.821,2.165,1.239,2.61,1.761,8.153,8.169,2.208,4.891,1.325,1.689,1.625,1.693,2.96
18,0,1,0,1,0,9.863,0.784,2.168,1.25,2.595,1.745,8.177,2.286,2.198,2.709,1.183,1.686,1.142,1.662,2.855
19,0,1,0,0,0,9.381,0.355,1.859,0.889,2.587,1.4,7.983,1.964,1.946,2.61,0.744,1.342,0.649,1.397,2.889
2,1,0,0,1,0,9.495,0.351,1.895,0.912,2.65,1.419,7.941,7.652,1.962,4.76,0.867,1.355,1.096,1.381,2.956
20,1,0,0,0,0,9.444,0.34,1.895,0.899,2.588,1.388,8.047,7.855,1.974,4.756,0.856,1.35,1.108,1.399,3.008
21,1,1,0,1,0,9.447,0.336,1.876,0.902,2.575,1.413,7.899,1.98,1.952,2.589,0.766,1.335,0.628,1.385,2.851
22,1,0,0,0,0,9.653,0.335,1.873,0.91,2.578,1.388,7.969,7.879,1.986,4.849,0.884,1.348,1.109,1.393,2.969
23,0,1,0,0,0,9.428,0.32,1.888,0.926,2.606,1.404,7.942,1.938,1.954,2.608,0.746,1.332,0.625,1.398,2.881
24,1,1,0,1,0,9.586,0.347,1.882,0.91,2.578,1.386,7.93,1.979,1.957,2.582,0.756,1.358,0.638,1.377,2.854
25,0,1,0,0,0,9.407,0.337,1.86,0.918,2.559,1.388,7.928,1.937,1.945,2.581,0.722,1.406,0.617,1.398,2.893
