configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,78.681,2.824,14.478,7.191,27.61,10.395,67.347,59.981,15.074,37.023,7.542,10.064,5.758,10.516,21.352
1,0,1,0,1,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.005,0.004,0.004,0.005
10,0,0,0,1,0,0.006,0.006,0.005,0.009,0.008,0.006,0.007,0.006,0.008,0.006,0.009,0.005,0.008,0.004,0.014
11,1,0,0,0,0,77.708,2.824,14.211,6.993,27.544,10.492,67.708,58.544,15.032,37.19,7.396,10.174,5.827,10.615,21.446
12,1,0,0,1,0,78.207,2.808,14.486,6.96,27.582,10.391,67.24,62.102,15.123,37.478,7.469,10.056,5.778,10.608,21.394
13,0,0,0,0,0,77.743,2.84,14.198,6.954,27.582,10.48,68.22,59.732,15.097,37.583,7.418,10.115,5.741,10.56,21.425
14,0,0,0,1,0,0.01,0.006,0.005,0.009,0.003,0.004,0.005,0.009,0.005,0.005,0.005,0.005,0.005,0.005,0.01
15,1,1,0,1,0,79.458,2.746,14.245,7.021,27.511,10.428,67.398,14.721,14.959,20.741,6.473,10.061,4.803,10.536,20.789
16,1,0,0,0,0,77.756,2.814,14.188,6.967,27.745,10.435,67.694,57.966,15.084,37.544,7.45,10.11,5.805,10.555,21.402
17,0,0,0,1,0,0.006,0.006,0.01,0.004,0.005,0.006,0.006,0.005,0.011,0.004,0.005,0.008,0.009,0.004,0.012
18,0,1,0,1,0,0.005,0.004,0.004,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.004
19,0,1,0,0,0,77.655,2.759,14.234,6.942,27.713,10.359,67.911,14.674,14.986,20.775,6.434,10.165,4.777,10.53,20.827
2,1,0,0,1,0,78.237,2.833,14.343,6.949,27.519,10.427,67.577,58.123,15.02,37.134,7.526,10.072,5.763,10.535,21.497
20,1,0,0,0,0,77.672,2.813,14.219,6.964,27.772,10.465,67.682,59.459,15.015,37.297,7.405,10.127,5.796,10.562,21.354
21,1,1,0,1,0,78.219,2.741,14.192,6.934,27.78,10.393,67.43,14.78,15.028,20.743,6.507,10.151,4.8,10.578,20.659
22,1,0,0,0,0,77.629,2.823,14.201,7.03,27.607,10.605,67.554,58.497,15.084,37.147,7.395,10.312,5.728,10.73,21.414
23,0,1,0,0,0,77.776,2.757,14.24,6.938,27.596,10.525,67.723,14.787,15.079,20.832,6.409,10.272,4.807,10.531,20.863
24,1,1,0,1,0,78.321,2.735,14.173,7.1,27.592,10.413,67.56700000000001,14.747,15.029,20.959,6.469,10.056,4.802,10.534,20.667
25,0,1,0,0,0,78.753,2.731,14.267,6.924,27.692,10.573,67.55799999999999,14.629,14.993,20.819,6.417,10.185,4.815,10.538,20.605
26,0,1,0,0,0,77.67099999999999,2.738,14.246,6.973,27.521,10.466,67.702,14.646,15.024,20.899,6.432,10.079,4.805,10.551,20.671
27,0,0,0,1,0,0.004,0.006,0.005,0.005,0.004,0.008,0.005,0.005,0.006,0.005,0.005,0.004,0.008,0.004,0.008
28,0,1,0,1,0,0.003,0.004,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.004,0.005,0.004,0.003
29,0,1,0,0,0,77.932,2.723,14.195,6.963,27.588,10.481,67.949,14.572,15.069,20.905,6.41,10.089,4.775,10.806,20.649
3,1,1,0,1,0,78.062,2.732,14.246,7.008,27.551,10.396,66.956,14.906,14.943,20.754,6.547,10.132,4.813,10.539,20.648
30,0,1,0,1,0,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.004,0.005,0.004,0.003,0.004,0.004,0.004
31,1,1,0,1,0,78.325,2.829,14.256,6.95,27.947,10.424,67.779,14.718,15.021,20.868,6.552,10.078,4.812,10.535,20.601
32,1,1,0,1,0,78.21600000000001,2.737,14.19,6.986,27.504,10.439,67.195,14.985,15.005,20.724,6.48,10.15,4.781,10.523,20.829
33,0,1,0,0,0,77.87,2.745,14.193,6.973,27.486,10.445,67.338,14.546,15.005,20.782,6.395,10.116,4.761,10.521,20.964
34,1,1,0,1,0,77.981,2.741,14.193,6.953,27.563,10.372,67.096,14.725,14.997,20.773,6.472,10.06,4.783,10.569,20.637
35,1,0,0,0,0,78.518,2.799,14.214,6.955,27.692,10.475,67.898,58.262,15.092,37.447,7.377,10.113,5.744,10.641,21.417
36,0,0,0,0,0,77.865,2.808,14.16,7.0,27.503,10.498,68.356,59.451,15.054,37.615,7.389,10.062,5.73,10.504,21.395
37,0,1,0,1,0,0.004,0.003,0.003,0.003,0.004,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.003,0.004,0.004
38,1,1,0,0,0,78.156,2.781,14.158,6.95,27.61,10.441,67.701,14.668,15.189,20.77,6.417,10.284,4.803,11.169,20.853
39,0,0,0,0,0,77.726,2.804,14.189,7.031,27.582,10.44,67.496,57.898,15.02,37.379,7.38,10.356,5.78,10.548,21.412
4,1,1,0,1,0,77.94,2.741,14.211,6.943,27.539,10.388,66.976,14.774,14.956,20.782,6.568,10.082,4.785,10.54,20.677
40,0,0,0,0,0,77.538,2.837,14.179,7.049,27.54,10.392,67.676,58.376,15.058,36.911,7.426,10.082,5.727,10.549,21.327
41,1,0,0,1,0,78.22200000000001,2.835,14.244,6.991,27.609,10.429,67.346,58.157,15.003,36.954,7.53,10.071,5.731,10.526,21.383
42,1,1,0,0,0,78.08500000000001,2.772,14.28,6.954,27.461,10.453,67.636,14.63,15.013,20.778,6.415,10.125,4.824,10.579,20.725
