configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,14.629,0.5,2.858,1.403,4.247,2.099,12.555,11.789,3.035,7.22,1.398,2.061,1.582,2.123,4.356
1,0,1,0,1,0,15.219,1.165,3.24,1.85,4.006,2.639,12.782,3.433,3.3,4.159,1.773,2.5,1.716,2.514,4.334
10,0,0,0,1,0,15.014,1.2,3.258,1.856,3.991,2.635,12.775,12.342,3.301,7.419,1.972,2.532,2.328,2.54,4.533
11,1,0,0,0,0,14.513,0.52,2.866,1.4,4.211,2.12,12.619,11.852,3.018,7.263,1.403,2.052,1.572,2.116,4.523
12,1,0,0,1,0,14.677,0.517,2.847,1.415,4.236,2.144,12.529,11.63,3.047,7.308,1.363,2.031,1.576,2.134,4.479
13,0,0,0,0,0,14.502,0.55,2.822,1.382,4.303,2.151,12.587,11.784,2.993,7.256,1.366,2.065,1.581,2.122,4.415
14,0,0,0,1,0,15.011,1.205,3.254,1.867,4.029,2.634,12.855,12.261,3.313,7.448,1.991,2.56,2.339,2.511,4.463
15,1,1,0,1,0,14.642,0.497,2.853,1.364,4.214,2.128,12.716,2.97,2.959,3.967,1.159,2.025,0.931,2.102,4.26
16,1,0,0,0,0,14.48,0.552,2.877,1.403,4.215,2.134,12.539,11.943,3.021,7.284,1.345,2.056,1.553,2.115,4.452
17,0,0,0,1,0,14.985,1.189,3.276,1.867,4.029,2.659,12.812,12.481,3.311,7.342,1.998,2.533,2.334,2.533,4.494
18,0,1,0,1,0,14.968,1.161,3.257,1.859,3.972,2.632,12.777,3.41,3.298,4.15,1.781,2.52,1.699,2.52,4.325
19,0,1,0,0,0,14.475,0.479,2.852,1.377,4.248,2.099,12.615,2.969,2.979,3.991,1.163,2.05,0.959,2.105,4.256
2,1,0,0,1,0,14.531,0.55,2.841,1.371,4.217,2.088,12.781,12.161,2.974,7.236,1.383,2.031,1.546,2.098,4.46
20,1,0,0,0,0,14.45,0.528,2.84,1.374,4.235,2.117,12.693,11.745,2.968,7.576,1.366,2.039,1.614,2.115,4.414
21,1,1,0,1,0,14.571,0.49,2.853,1.385,4.223,2.119,12.514,2.992,2.972,4.016,1.193,2.044,0.958,2.092,4.273
22,1,0,0,0,0,14.472,0.525,2.834,1.391,4.247,2.095,12.62,11.972,3.016,7.315,1.367,2.052,1.616,2.134,4.448
23,0,1,0,0,0,14.447,0.499,2.819,1.38,4.202,2.133,12.699,2.963,2.977,3.984,1.141,2.046,0.932,2.09,4.317
24,1,1,0,1,0,14.625,0.496,2.822,1.366,4.263,2.119,12.526,2.979,2.963,4.002,1.154,2.033,0.956,2.09,4.22
25,0,1,0,0,0,14.557,0.51,2.826,1.364,4.239,2.125,12.696,2.971,3.0,3.989,1.163,2.028,0.951,2.085,4.277
26,0,1,0,0,0,14.456,0.481,2.849,1.366,4.224,2.131,12.607,2.944,2.983,4.001,1.162,2.055,0.929,2.089,4.29
27,0,0,0,1,0,15.003,1.194,3.248,1.872,3.994,2.645,12.843,12.174,3.309,7.463,2.01,2.526,2.367,2.565,4.473
28,0,1,0,1,0,15.288,1.175,3.239,1.861,4.001,2.66,12.873,3.436,3.307,4.148,1.771,2.615,1.698,2.519,4.309
29,0,1,0,0,0,14.432,0.503,2.82,1.377,4.2,2.092,12.555,2.95,2.958,3.957,1.159,2.028,0.949,2.092,4.231
3,1,1,0,1,0,14.731,0.479,2.835,1.384,4.255,2.112,12.594,2.985,2.959,3.986,1.155,2.071,0.921,2.102,4.35
30,0,1,0,1,0,15.012,1.165,3.256,1.846,3.979,2.628,12.765,3.414,3.307,4.136,1.784,2.529,1.798,2.499,4.338
31,1,1,0,1,0,14.588,0.481,2.855,1.388,4.217,2.112,12.508,2.991,3.004,4.085,1.177,2.063,0.954,2.084,4.251
32,1,1,0,1,0,14.51,0.503,2.833,1.389,4.231,2.104,12.526,2.985,2.965,3.958,1.152,2.041,0.926,2.078,4.284
33,0,1,0,0,0,14.464,0.496,2.834,1.364,4.214,2.105,12.642,2.954,2.977,3.993,1.155,2.037,0.919,2.093,4.241
34,1,1,0,1,0,14.443,0.499,2.821,1.374,4.231,2.121,12.556,2.976,2.984,3.97,1.174,2.026,0.933,2.086,4.276
35,1,0,0,0,0,14.532,0.534,2.903,1.4,4.223,2.097,12.747,11.701,3.006,7.206,1.354,2.051,1.562,2.095,4.398
36,0,0,0,0,0,14.502,0.501,2.821,1.369,4.243,2.106,12.631,11.871,2.987,7.284,1.371,2.067,1.577,2.111,4.415
37,0,1,0,1,0,15.034,1.177,3.264,1.847,4.0,2.644,12.783,3.437,3.292,4.136,1.772,2.502,1.712,2.511,4.318
38,1,1,0,0,0,14.626,0.475,2.866,1.364,4.222,2.117,12.872,2.953,2.988,4.028,1.144,2.061,0.932,2.133,4.299
39,0,0,0,0,0,14.566,0.558,2.858,1.38,4.236,2.129,12.626,11.669,3.006,7.388,1.342,2.053,1.575,2.087,4.534
4,1,1,0,1,0,14.753,0.521,2.823,1.377,4.228,2.11,12.503,2.992,2.971,3.977,1.169,2.026,0.933,2.112,4.243
40,0,0,0,0,0,14.476,0.545,2.839,1.367,4.205,2.1,12.621,11.742,3.017,7.184,1.359,2.046,1.576,2.113,4.418
41,1,0,0,1,0,14.583,0.524,2.847,1.375,4.206,2.118,12.688,11.811,3.021,7.229,1.395,2.067,1.56,2.141,4.402
42,1,1,0,0,0,14.454,0.538,2.827,1.374,4.207,2.125,12.643,2.962,2.955,3.986,1.163,2.06,0.94,2.084,4.389
43,0,0,0,1,0,14.995,1.182,3.307,1.876,3.985,2.649,12.789,12.154,3.291,7.409,1.994,2.556,2.348,2.575,4.462
44,1,0,0,1,0,14.485,0.519,2.824,1.394,4.231,2.115,12.613,11.857,2.982,7.277,1.384,2.066,1.579,2.106,4.369
45,0,0,0,1,0,15.084,1.208,3.266,1.878,4.01,2.645,12.942,12.113,3.313,7.606,1.991,2.531,2.322,2.519,4.481
46,1,1,0,0,0,14.423,0.477,2.816,1.382,4.195,2.105,12.613,2.939,2.994,3.961,1.158,2.033,0.922,2.083,4.256
47,1,1,0,0,0,14.379,0.48,2.829,1.369,4.222,2.109,12.575,2.965,2.993,4.004,1.157,2.029,0.931,2.12,4.251
48,0,1,0,0,0,14.455,0.475,2.814,1.383,4.309,2.09,12.59,2.952,2.969,3.957,1.151,2.051,0.937,2.096,4.265
49,1,0,0,1,0,14.799,0.517,2.83,1.373,4.238,2.133,12.528,11.629,2.967,7.207,1.404,2.045,1.587,2.108,4.477
5,1,1,0,0,0,14.601,0.481,2.839,1.397,4.213,2.106,12.613,2.976,2.985,4.043,1.139,2.046,0.932,2.116,4.31
6,0,1,0,0,0,14.406,0.51,2.859,1.385,4.273,2.113,12.618,2.941,2.97,3.986,1.154,2.075,0.935,2.1,4.245
7,0,0,0,1,0,14.933,1.202,3.3,1.878,3.994,2.803,12.916,12.158,3.353,7.522,1.99,2.535,2.339,2.519,4.488
8,1,1,0,0,0,14.471,0.502,2.843,1.365,4.216,2.092,12.591,2.941,2.975,3.999,1.155,2.047,0.937,2.088,4.347
9,0,0,0,0,0,14.516,0.538,2.866,1.394,4.244,2.14,12.566,11.911,3.048,7.293,1.376,2.057,1.585,2.115,4.398
