configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,62.052,2.256,11.638,5.692,21.645,8.384,53.792,48.748,11.974,29.69,6.116,8.094,4.785,8.451,17.188
1,0,1,0,1,0,0.005,0.005,0.004,0.004,0.005,0.004,0.003,0.003,0.004,0.004,0.003,0.004,0.005,0.003,0.004
10,0,0,0,1,0,0.009,0.009,0.004,0.007,0.005,0.004,0.008,0.006,0.01,0.006,0.01,0.004,0.005,0.005,0.009
11,1,0,0,0,0,62.211,2.319,11.266,5.609,21.629,8.38,53.982,47.106,12.007,29.807,5.924,8.276,4.706,8.445,17.274
12,1,0,0,1,0,62.469,2.277,11.429,5.632,21.763,8.271,53.639,47.147,12.03,29.592,6.034,8.163,4.727,8.436,17.169
13,0,0,0,0,0,64.28,2.26,11.418,5.763,21.607,8.313,53.989,48.373,12.068,29.578,6.176,8.135,4.79,8.435,17.175
14,0,0,0,1,0,0.01,0.005,0.008,0.005,0.008,0.004,0.005,0.004,0.006,0.006,0.01,0.007,0.004,0.005,0.008
15,1,1,0,1,0,61.984,2.194,11.381,5.656,22.029,8.374,53.944,11.851,11.944,16.686,5.238,8.09,3.771,8.458,16.64
16,1,0,0,0,0,62.229,2.282,11.4,5.621,21.683,8.342,54.113,46.88,12.08,29.735,5.968,8.426,4.697,8.388,17.132
17,0,0,0,1,0,0.005,0.005,0.005,0.004,0.009,0.004,0.005,0.005,0.007,0.005,0.005,0.009,0.004,0.005,0.011
18,0,1,0,1,0,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.005
19,0,1,0,0,0,61.858,2.212,11.372,5.687,21.676,8.407,53.823,11.758,11.924,16.609,5.127,8.07,3.764,8.428,16.753
2,1,0,0,1,0,62.372,2.288,11.397,5.626,21.66,8.371,53.755,47.187,12.127,29.808,6.062,8.087,4.737,8.389,17.191
20,1,0,0,0,0,62.341,2.265,11.386,5.612,21.991,8.257,54.21,46.618,11.978,29.568,5.981,8.103,4.711,8.417,17.052
21,1,1,0,1,0,62.085,2.189,11.404,5.589,21.671,8.38,53.844,11.827,11.948,16.657,5.22,8.096,3.748,8.463,16.602
22,1,0,0,0,0,62.021,2.264,11.298,5.593,21.63,8.518,54.813,46.888,11.991,29.751,5.971,8.091,4.784,8.428,17.132
23,0,1,0,0,0,62.019,2.189,11.41,5.631,21.63,8.364,54.012,11.688,11.997,16.564,5.241,8.117,3.761,8.392,16.581
24,1,1,0,1,0,61.877,2.228,11.364,5.571,21.654,8.376,53.612,11.85,11.925,16.661,5.237,8.08,3.755,8.409,16.536
25,0,1,0,0,0,61.702,2.236,11.369,5.578,21.63,8.366,53.962,11.681,12.206,16.587,5.139,8.102,3.769,8.406,16.569
26,0,1,0,0,0,61.955,2.213,11.38,5.562,21.738,8.331,54.075,11.716,11.982,16.502,5.137,8.118,3.802,8.411,16.581
27,0,0,0,1,0,0.008,0.007,0.005,0.007,0.01,0.004,0.006,0.006,0.007,0.005,0.006,0.005,0.005,0.01,0.006
28,0,1,0,1,0,0.005,0.003,0.003,0.005,0.004,0.003,0.003,0.004,0.004,0.004,0.005,0.003,0.003,0.003,0.004
29,0,1,0,0,0,61.783,2.213,11.466,5.627,21.585,8.324,54.245,11.692,11.973,16.702,5.17,8.087,3.748,8.417,16.603
3,1,1,0,1,0,62.711,2.205,11.386,5.598,21.686,8.297,53.502,11.855,11.997,16.524,5.258,8.074,3.741,8.458,16.696
30,0,1,0,1,0,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.004,0.003,0.004,0.004,0.005,0.004,0.004
31,1,1,0,1,0,62.194,2.205,11.401,5.624,21.68,8.34,53.817,11.851,11.955,16.548,5.288,8.295,3.755,8.397,16.619
32,1,1,0,1,0,62.124,2.188,11.396,5.621,21.656,8.423,53.946,11.788,12.032,16.665,5.215,8.121,3.757,8.423,16.573
33,0,1,0,0,0,61.568,2.217,11.395,5.598,21.729,8.512,54.005,11.669,11.934,16.526,5.14,8.09,3.775,8.422,16.614
34,1,1,0,1,0,61.965,2.199,11.376,5.688,21.635,8.325,53.683,11.804,12.04,16.553,5.227,8.125,3.737,8.489,16.634
35,1,0,0,0,0,61.885,2.255,11.723,5.592,21.829,8.34,54.143,47.505,11.924,29.725,5.99,8.088,4.672,8.438,17.204
36,0,0,0,0,0,62.217,2.254,11.404,5.587,21.614,8.366,53.953,47.121,12.026,29.714,5.955,8.213,4.795,8.582,17.139
37,0,1,0,1,0,0.004,0.004,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.003,0.003,0.004,0.004
38,1,1,0,0,0,61.993,2.21,11.391,5.611,21.664,8.328,54.256,11.678,12.016,16.504,5.157,8.074,3.79,8.432,16.677
39,0,0,0,0,0,61.813,2.271,11.427,5.593,21.806,8.431,54.305,48.26,12.011,29.651,5.994,8.127,4.707,8.422,17.16
4,1,1,0,1,0,62.705,2.207,11.432,5.587,21.588,8.347,54.015,11.79,12.133,16.778,5.226,8.145,3.804,8.586,16.59
40,0,0,0,0,0,62.049,2.255,11.406,5.583,21.656,8.348,54.226,46.453,12.561,29.409,5.968,8.161,4.721,8.452,17.162
41,1,0,0,1,0,62.075,2.256,11.37,5.657,21.656,8.471,53.848,46.891,11.973,29.554,6.018,8.125,4.862,8.415,17.127
42,1,1,0,0,0,61.911,2.195,11.361,5.751,21.634,8.38,53.949,11.698,11.989,16.536,5.157,8.138,4.012,8.432,16.768
43,0,0,0,1,0,0.006,0.007,0.009,0.004,0.007,0.008,0.007,0.005,0.009,0.006,0.008,0.005,0.008,0.004,0.008
44,1,0,0,1,0,62.185,2.244,11.401,5.587,21.73,8.39,54.044,47.214,12.0,29.608,6.066,8.072,4.805,8.385,17.112
45,0,0,0,1,0,0.006,0.005,0.004,0.005,0.005,0.006,0.007,0.005,0.005,0.009,0.004,0.005,0.005,0.005,0.008
