configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,45.906,1.672,8.612,4.244,15.429,6.303,40.4,35.659,9.044,22.378,4.493,6.067,3.766,6.276,12.899
1,0,1,0,1,0,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.003,0.005,0.004,0.003,0.003,0.004
10,0,0,0,1,0,0.005,0.006,0.006,0.005,0.005,0.005,0.005,0.006,0.011,0.004,0.006,0.008,0.01,0.004,0.013
11,1,0,0,0,0,45.675,1.696,8.432,4.202,15.449,6.389,40.415,35.599,8.979,22.352,4.406,6.06,3.722,6.286,12.843
12,1,0,0,1,0,45.68,1.69,8.48,4.17,15.497,6.222,40.384,35.048,8.937,22.525,4.499,6.042,3.716,6.277,12.841
13,0,0,0,0,0,46.417,1.666,8.45,4.157,15.422,6.299,40.878,35.31,8.95,22.09,4.42,6.09,3.727,6.284,12.846
14,0,0,0,1,0,0.005,0.006,0.005,0.009,0.005,0.008,0.006,0.004,0.007,0.009,0.005,0.005,0.007,0.007,0.008
15,1,1,0,1,0,46.232,1.618,8.524,4.191,15.384,6.36,40.46,8.889,8.899,12.243,3.857,6.06,2.8,6.321,12.421
16,1,0,0,0,0,45.568,1.684,8.426,4.183,15.425,6.28,40.49,34.954,8.91,22.067,4.444,6.095,3.696,6.303,12.766
17,0,0,0,1,0,0.004,0.006,0.01,0.004,0.004,0.007,0.005,0.009,0.006,0.009,0.005,0.005,0.009,0.004,0.008
18,0,1,0,1,0,0.004,0.003,0.004,0.004,0.005,0.005,0.002,0.003,0.003,0.004,0.004,0.003,0.005,0.004,0.004
19,0,1,0,0,0,45.606,1.648,8.452,4.185,15.374,6.331,41.41,8.798,8.919,12.269,3.85,6.062,2.833,6.252,12.411
2,1,0,0,1,0,45.464,1.681,8.442,4.172,15.507,6.319,40.444,35.231,9.01,22.225,4.457,6.035,3.706,6.313,12.733
20,1,0,0,0,0,45.978,1.713,8.415,4.174,15.694,6.341,41.054,34.869,8.937,22.013,4.426,6.054,3.732,6.329,12.724
21,1,1,0,1,0,45.657,1.64,8.465,4.186,15.433,6.345,40.169,8.89,8.87,12.347,3.872,6.045,2.82,6.273,12.441
22,1,0,0,0,0,46.229,1.683,8.408,4.167,15.436,6.264,40.992,34.895,9.056,22.008,4.412,6.086,3.797,6.277,12.796
23,0,1,0,0,0,45.527,1.641,8.436,4.18,15.486,6.245,40.54,8.834,8.923,12.186,3.81,6.057,2.816,6.27,12.357
24,1,1,0,1,0,45.61,1.617,8.447,4.183,15.436,6.409,40.28,8.853,8.947,12.279,3.866,6.026,2.791,6.274,12.339
25,0,1,0,0,0,45.654,1.65,8.417,4.168,15.405,6.257,40.881,8.812,8.912,12.259,3.796,6.106,2.794,6.262,12.509
26,0,1,0,0,0,45.831,1.637,8.438,4.202,15.478,6.295,41.06,8.789,8.928,12.276,3.799,6.062,2.811,6.281,12.493
27,0,0,0,1,0,0.009,0.004,0.005,0.009,0.006,0.01,0.01,0.009,0.009,0.004,0.005,0.005,0.006,0.005,0.011
28,0,1,0,1,0,0.004,0.004,0.003,0.003,0.004,0.002,0.003,0.004,0.004,0.005,0.004,0.004,0.004,0.004,0.004
29,0,1,0,0,0,45.549,1.626,8.418,4.171,15.487,6.322,40.416,8.773,8.906,12.255,3.813,6.076,2.822,6.336,12.43
3,1,1,0,1,0,45.88,1.633,8.408,4.158,15.429,6.24,40.293,8.905,8.882,12.193,3.857,6.045,2.792,6.283,12.319
30,0,1,0,1,0,0.003,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.005,0.005,0.003,0.005,0.004,0.004,0.005
31,1,1,0,1,0,45.831,1.618,8.449,4.174,15.584,6.314,40.719,8.934,8.929,12.276,3.868,6.073,2.785,6.28,12.401
32,1,1,0,1,0,45.615,1.637,8.438,4.251,15.552,6.326,40.286,8.884,8.889,12.316,3.885,6.02,2.767,6.265,12.34
33,0,1,0,0,0,46.478,1.612,8.434,4.156,15.541,6.262,41.03,8.945,8.901,12.29,3.82,6.039,2.782,6.242,12.306
34,1,1,0,1,0,45.869,1.647,8.408,4.191,15.459,6.24,40.515,8.856,8.961,12.22,3.903,6.052,2.814,6.294,12.423
35,1,0,0,0,0,45.708,1.699,8.439,4.19,15.437,6.27,40.505,35.496,8.962,22.349,4.409,6.15,3.707,6.254,12.821
36,0,0,0,0,0,45.597,1.672,8.435,4.196,15.485,6.221,40.552,34.82,8.988,22.025,4.516,6.054,3.707,6.27,12.87
37,0,1,0,1,0,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.004,0.003,0.004,0.004,0.004,0.005,0.004,0.004
38,1,1,0,0,0,45.876,1.633,8.497,4.197,15.481,6.229,40.49,8.776,8.9,12.309,3.815,6.055,2.795,6.581,12.417
39,0,0,0,0,0,45.751,1.671,8.426,4.209,15.444,6.344,40.608,35.026,8.931,22.246,4.521,6.066,3.72,6.275,12.845
4,1,1,0,1,0,45.776,1.633,8.437,4.172,15.443,6.284,40.531,8.901,8.905,12.223,3.848,6.036,2.806,6.361,12.35
40,0,0,0,0,0,45.485,1.671,8.417,4.179,15.496,6.291,40.696,34.896,9.035,21.968,4.403,6.112,3.713,6.242,12.765
