configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,2.722,0.12,0.597,0.281,0.756,0.445,2.354,2.428,0.611,1.408,0.287,0.414,0.37,0.427,1.079
1,0,1,0,1,0,2.801,0.242,0.655,0.387,0.771,0.537,2.417,0.7,0.66,0.799,0.358,0.533,0.362,0.509,0.864
10,0,0,0,1,0,2.916,0.273,0.675,0.39,0.767,0.546,2.444,2.482,0.697,1.488,0.425,0.516,0.549,0.519,0.923
11,1,0,0,0,0,2.771,0.104,0.568,0.302,0.724,0.451,2.396,2.525,0.621,1.425,0.27,0.422,0.385,0.421,1.113
12,1,0,0,1,0,2.753,0.121,0.588,0.299,0.724,0.448,2.375,2.374,0.613,1.426,0.27,0.418,0.371,0.422,1.007
13,0,0,0,0,0,2.745,0.104,0.567,0.298,0.729,0.432,2.366,2.317,0.611,1.405,0.265,0.419,0.377,0.448,1.021
14,0,0,0,1,0,2.816,0.265,0.672,0.395,0.773,0.543,2.431,2.465,0.69,1.452,0.411,0.516,0.549,0.524,0.914
15,1,1,0,1,0,2.747,0.107,0.589,0.292,0.717,0.42,2.359,0.615,0.592,0.774,0.219,0.406,0.188,0.444,1.003
16,1,0,0,0,0,2.766,0.122,0.595,0.296,0.727,0.481,2.365,2.33,0.624,1.433,0.281,0.421,0.399,0.433,1.13
17,0,0,0,1,0,2.813,0.269,0.668,0.381,0.77,0.539,2.449,2.445,0.677,1.468,0.426,0.524,0.528,0.517,0.899
18,0,1,0,1,0,2.835,0.26,0.654,0.39,0.77,0.535,2.452,0.695,0.683,0.797,0.36,0.512,0.358,0.503,0.882
19,0,1,0,0,0,2.773,0.112,0.587,0.276,0.713,0.428,2.368,0.616,0.609,0.752,0.216,0.408,0.186,0.417,0.985
2,1,0,0,1,0,2.748,0.122,0.598,0.278,0.73,0.465,2.355,2.361,0.615,1.43,0.273,0.415,0.364,0.425,1.09
20,1,0,0,0,0,2.742,0.113,0.586,0.276,0.726,0.473,2.369,2.406,0.626,1.409,0.27,0.414,0.378,0.426,1.064
21,1,1,0,1,0,2.733,0.107,0.564,0.276,0.719,0.426,2.349,0.602,0.587,0.752,0.219,0.411,0.186,0.441,0.979
22,1,0,0,0,0,2.749,0.118,0.594,0.29,0.725,0.448,2.373,2.364,0.619,1.429,0.264,0.419,0.376,0.429,0.989
23,0,1,0,0,0,2.738,0.107,0.571,0.274,0.724,0.427,2.352,0.601,0.589,0.757,0.242,0.414,0.188,0.414,0.985
24,1,1,0,1,0,2.753,0.096,0.564,0.274,0.717,0.437,2.355,0.618,0.6,0.752,0.224,0.433,0.188,0.435,0.994
25,0,1,0,0,0,2.703,0.096,0.592,0.293,0.718,0.441,2.363,0.613,0.594,0.752,0.219,0.407,0.188,0.415,0.985
26,0,1,0,0,0,2.791,0.096,0.589,0.274,0.723,0.426,2.346,0.615,0.594,0.752,0.219,0.409,0.189,0.413,1.448
27,0,0,0,1,0,2.835,0.269,0.672,0.379,0.788,0.535,2.446,2.489,0.69,1.555,0.425,0.522,0.534,0.542,0.919
28,0,1,0,1,0,2.847,0.251,0.669,0.375,0.785,0.554,2.431,0.693,0.662,0.813,0.362,0.516,0.361,0.503,0.865
29,0,1,0,0,0,2.755,0.106,0.583,0.269,0.714,0.444,2.364,0.601,0.614,0.755,0.238,0.415,0.186,0.432,0.981
3,1,1,0,1,0,2.726,0.11,0.583,0.292,0.72,0.424,2.335,0.617,0.588,0.779,0.217,0.416,0.184,0.41,0.96
30,0,1,0,1,0,2.854,0.262,0.654,0.373,0.761,0.555,2.427,0.705,0.663,0.838,0.362,0.532,0.344,0.512,0.864
31,1,1,0,1,0,2.777,0.105,0.572,0.273,0.728,0.427,2.371,0.617,0.591,0.771,0.244,0.417,0.212,0.415,0.965
32,1,1,0,1,0,2.729,0.104,0.564,0.275,0.721,0.425,2.342,0.611,0.607,0.753,0.222,0.407,0.211,0.414,0.97
33,0,1,0,0,0,2.714,0.107,0.583,0.272,0.717,0.442,2.365,0.614,0.595,0.752,0.22,0.408,0.206,0.438,0.956
34,1,1,0,1,0,2.759,0.105,0.564,0.273,0.742,0.425,2.355,0.6,0.589,0.75,0.222,0.407,0.203,0.446,0.965
