configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,11.244,0.408,2.267,1.126,3.175,1.684,9.573,9.401,2.361,5.87,1.101,1.62,1.308,1.661,3.546
1,0,1,0,1,0,11.671,0.928,2.531,1.458,3.108,2.091,9.783,2.718,2.586,3.246,1.406,1.97,1.336,2.004,3.399
10,0,0,0,1,0,11.608,0.954,2.556,1.45,3.122,2.098,9.832,9.668,2.61,5.87,1.567,1.979,1.882,1.98,3.515
11,1,0,0,0,0,11.249,0.411,2.254,1.067,3.182,1.703,9.657,9.362,2.363,5.686,1.078,1.61,1.307,1.672,3.528
12,1,0,0,1,0,11.334,0.411,2.235,1.105,3.177,1.667,9.57,9.498,2.341,5.682,1.094,1.605,1.272,1.65,3.51
13,0,0,0,0,0,11.279,0.393,2.227,1.099,3.164,1.671,9.559,9.216,2.383,5.679,1.079,1.659,1.27,1.668,3.493
14,0,0,0,1,0,11.732,0.937,2.582,1.482,3.116,2.089,9.808,9.593,2.642,5.868,1.574,1.998,1.9,1.988,3.51
15,1,1,0,1,0,11.28,0.4,2.25,1.063,3.181,1.655,9.53,2.343,2.344,3.13,0.929,1.617,0.76,1.682,3.393
16,1,0,0,0,0,11.232,0.417,2.235,1.112,3.206,1.678,9.58,9.335,2.366,5.765,1.075,1.63,1.298,1.7,3.496
17,0,0,0,1,0,11.625,0.949,2.567,1.449,3.114,2.106,9.826,9.631,2.631,5.825,1.571,2.023,1.891,2.001,3.529
18,0,1,0,1,0,11.669,0.913,2.577,1.458,3.082,2.096,9.831,2.698,2.598,3.235,1.393,1.984,1.357,1.979,3.454
19,0,1,0,0,0,11.201,0.376,2.234,1.06,3.19,1.688,9.582,2.337,2.347,3.138,0.921,1.631,0.757,1.663,3.414
2,1,0,0,1,0,11.297,0.397,2.255,1.103,3.169,1.697,9.595,9.323,2.372,5.734,1.091,1.621,1.275,1.691,3.469
20,1,0,0,0,0,11.295,0.395,2.256,1.098,3.191,1.675,9.603,9.368,2.34,5.785,1.084,1.626,1.303,1.657,3.51
21,1,1,0,1,0,11.317,0.379,2.22,1.07,3.169,1.673,9.568,2.344,2.349,3.161,0.937,1.663,0.749,1.649,3.519
22,1,0,0,0,0,11.211,0.396,2.233,1.097,3.18,1.658,9.629,9.21,2.368,5.805,1.086,1.615,1.315,1.671,3.494
23,0,1,0,0,0,11.201,0.395,2.276,1.087,3.17,1.671,9.594,2.317,2.351,3.121,0.915,1.596,0.744,1.665,3.407
24,1,1,0,1,0,11.275,0.378,2.243,1.097,3.225,1.669,9.528,2.367,2.33,3.094,0.915,1.612,0.757,1.641,3.37
25,0,1,0,0,0,11.25,0.377,2.237,1.095,3.183,1.68,9.585,2.359,2.328,3.142,0.915,1.603,0.751,1.645,3.373
26,0,1,0,0,0,11.182,0.396,2.227,1.092,3.188,1.677,9.614,2.328,2.372,3.134,0.899,1.618,0.759,1.681,3.42
27,0,0,0,1,0,11.588,0.934,2.581,1.462,3.102,2.078,9.799,9.819,2.67,5.841,1.557,2.005,1.909,2.027,3.5
28,0,1,0,1,0,11.584,0.935,2.561,1.466,3.107,2.109,9.771,2.692,2.604,3.252,1.403,1.993,1.35,1.975,3.396
29,0,1,0,0,0,11.276,0.39,2.264,1.081,3.195,1.663,9.569,2.334,2.356,3.126,0.904,1.631,0.742,1.639,3.361
3,1,1,0,1,0,11.249,0.382,2.251,1.086,3.181,1.682,9.527,2.338,2.33,3.158,0.91,1.597,0.728,1.674,3.387
