configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,1.917,0.078,0.439,0.202,0.504,0.33,1.701,1.647,0.439,0.995,0.195,0.295,0.293,0.302,0.768
1,0,1,0,1,0,1.973,0.186,0.458,0.262,0.556,0.376,1.689,0.511,0.464,0.551,0.256,0.383,0.261,0.356,0.604
10,0,0,0,1,0,2.017,0.199,0.464,0.27,0.567,0.405,1.739,1.759,0.494,1.028,0.294,0.377,0.373,0.364,0.633
11,1,0,0,0,0,1.933,0.09,0.424,0.198,0.521,0.31,1.65,1.675,0.451,1.012,0.193,0.294,0.296,0.3,0.783
12,1,0,0,1,0,1.922,0.091,0.407,0.221,0.499,0.336,1.69,1.645,0.423,1.002,0.2,0.296,0.296,0.307,0.769
13,0,0,0,0,0,1.927,0.089,0.426,0.191,0.502,0.305,1.682,1.641,0.443,0.997,0.197,0.323,0.263,0.301,0.812
14,0,0,0,1,0,2.003,0.2,0.491,0.273,0.531,0.385,1.719,1.723,0.491,1.068,0.293,0.371,0.377,0.378,0.632
15,1,1,0,1,0,1.947,0.077,0.41,0.214,0.499,0.303,1.648,0.422,0.429,0.514,0.176,0.285,0.147,0.293,0.775
16,1,0,0,0,0,1.913,0.08,0.427,0.201,0.502,0.322,1.646,1.628,0.424,0.997,0.2,0.297,0.303,0.304,0.76
17,0,0,0,1,0,2.049,0.181,0.464,0.287,0.533,0.384,1.702,1.704,0.494,1.016,0.305,0.368,0.38,0.39,0.637
18,0,1,0,1,0,1.982,0.179,0.456,0.28,0.526,0.381,1.707,0.492,0.467,0.552,0.255,0.383,0.236,0.359,0.606
19,0,1,0,0,0,1.971,0.078,0.422,0.212,0.496,0.298,1.632,0.439,0.411,0.528,0.179,0.304,0.13,0.29,0.838
2,1,0,0,1,0,1.926,0.088,0.433,0.22,0.529,0.313,1.668,1.691,0.442,0.985,0.197,0.297,0.266,0.3,0.743
20,1,0,0,0,0,1.955,0.092,0.426,0.198,0.533,0.326,1.672,1.655,0.424,1.003,0.198,0.299,0.272,0.302,0.789
21,1,1,0,1,0,1.96,0.078,0.425,0.192,0.498,0.33,1.638,0.425,0.412,0.546,0.159,0.312,0.127,0.331,0.82
22,1,0,0,0,0,1.921,0.077,0.441,0.198,0.503,0.309,1.671,1.642,0.44,1.005,0.211,0.299,0.265,0.303,0.783
23,0,1,0,0,0,2.026,0.08,0.423,0.217,0.492,0.321,1.666,0.438,0.438,0.519,0.155,0.295,0.132,0.288,0.76
24,1,1,0,1,0,1.921,0.068,0.398,0.191,0.521,0.324,1.625,0.426,0.42,0.543,0.154,0.286,0.128,0.311,0.808
25,0,1,0,0,0,1.932,0.077,0.41,0.193,0.493,0.293,1.639,0.446,0.418,0.521,0.156,0.287,0.13,0.29,0.836
26,0,1,0,0,0,1.95,0.078,0.404,0.21,0.494,0.3,1.636,0.44,0.424,0.523,0.158,0.285,0.155,0.312,0.886
