configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,0.159,0.017,0.045,0.029,0.047,0.041,0.147,0.15,0.049,0.096,0.033,0.038,0.038,0.036,0.253
1,0,1,0,1,0,0.154,0.019,0.043,0.032,0.051,0.037,0.14,0.045,0.049,0.048,0.026,0.035,0.023,0.033,0.056
10,0,0,0,1,0,0.164,0.027,0.056,0.034,0.056,0.045,0.152,0.157,0.056,0.101,0.035,0.044,0.04,0.041,0.075
11,1,0,0,0,0,0.163,0.026,0.053,0.031,0.049,0.044,0.145,0.159,0.05,0.101,0.028,0.039,0.034,0.034,0.257
12,1,0,0,1,0,0.158,0.017,0.047,0.029,0.048,0.038,0.145,0.171,0.053,0.101,0.025,0.039,0.031,0.036,0.208
13,0,0,0,0,0,0.154,0.026,0.045,0.028,0.047,0.037,0.144,0.153,0.046,0.093,0.029,0.038,0.032,0.036,0.239
14,0,0,0,1,0,0.162,0.028,0.051,0.039,0.056,0.044,0.15,0.16,0.054,0.098,0.033,0.043,0.044,0.049,0.066
15,1,1,0,1,0,0.149,0.009,0.041,0.021,0.044,0.03,0.136,0.045,0.04,0.047,0.016,0.03,0.013,0.029,0.187
16,1,0,0,0,0,0.159,0.017,0.044,0.029,0.049,0.045,0.146,0.151,0.048,0.096,0.028,0.037,0.035,0.038,0.228
17,0,0,0,1,0,0.169,0.025,0.051,0.034,0.055,0.043,0.149,0.158,0.054,0.1,0.038,0.047,0.042,0.042,0.068
18,0,1,0,1,0,0.159,0.018,0.044,0.029,0.047,0.037,0.141,0.047,0.042,0.046,0.025,0.034,0.023,0.034,0.054
19,0,1,0,0,0,0.154,0.008,0.038,0.022,0.041,0.032,0.136,0.048,0.036,0.048,0.02,0.028,0.014,0.034,0.224
2,1,0,0,1,0,0.157,0.017,0.047,0.029,0.047,0.037,0.146,0.157,0.05,0.093,0.026,0.044,0.037,0.035,0.309
20,1,0,0,0,0,0.16,0.019,0.046,0.03,0.049,0.041,0.145,0.151,0.049,0.094,0.029,0.042,0.036,0.035,0.233
21,1,1,0,1,0,0.153,0.009,0.038,0.022,0.039,0.031,0.145,0.041,0.038,0.043,0.024,0.034,0.014,0.03,0.213
22,1,0,0,0,0,0.156,0.016,0.049,0.033,0.05,0.037,0.149,0.158,0.051,0.094,0.026,0.037,0.031,0.035,0.239
23,0,1,0,0,0,0.148,0.016,0.044,0.029,0.046,0.03,0.136,0.049,0.036,0.049,0.014,0.03,0.014,0.03,0.187
24,1,1,0,1,0,0.156,0.008,0.042,0.024,0.045,0.032,0.137,0.042,0.04,0.042,0.021,0.028,0.014,0.028,0.181
25,0,1,0,0,0,0.155,0.009,0.045,0.026,0.041,0.029,0.136,0.041,0.037,0.048,0.021,0.028,0.013,0.034,0.194
26,0,1,0,0,0,0.152,0.01,0.037,0.021,0.048,0.03,0.137,0.045,0.044,0.046,0.015,0.037,0.014,0.029,0.191
27,0,0,0,1,0,0.161,0.034,0.05,0.035,0.055,0.043,0.15,0.162,0.056,0.105,0.04,0.044,0.04,0.049,0.068
28,0,1,0,1,0,0.157,0.019,0.044,0.028,0.046,0.042,0.14,0.053,0.043,0.05,0.024,0.034,0.024,0.041,0.056
29,0,1,0,0,0,0.155,0.018,0.039,0.022,0.042,0.032,0.137,0.042,0.038,0.042,0.016,0.029,0.014,0.029,0.183
3,1,1,0,1,0,0.151,0.011,0.037,0.021,0.047,0.036,0.143,0.04,0.038,0.042,0.015,0.037,0.014,0.029,0.183
30,0,1,0,1,0,0.154,0.017,0.048,0.027,0.047,0.035,0.142,0.046,0.044,0.047,0.023,0.035,0.024,0.034,0.056
31,1,1,0,1,0,0.151,0.009,0.045,0.021,0.045,0.03,0.137,0.042,0.041,0.044,0.019,0.031,0.015,0.032,0.186
32,1,1,0,1,0,0.151,0.01,0.039,0.021,0.043,0.03,0.137,0.049,0.036,0.042,0.015,0.027,0.013,0.034,0.192
33,0,1,0,0,0,0.152,0.009,0.041,0.021,0.042,0.032,0.136,0.042,0.045,0.043,0.023,0.031,0.022,0.028,0.196
34,1,1,0,1,0,0.15,0.008,0.042,0.02,0.04,0.028,0.135,0.04,0.043,0.05,0.018,0.028,0.018,0.028,0.202
35,1,0,0,0,0,0.158,0.026,0.046,0.029,0.049,0.043,0.154,0.159,0.049,0.095,0.027,0.037,0.031,0.036,0.24
36,0,0,0,0,0,0.16,0.017,0.047,0.032,0.056,0.04,0.147,0.155,0.049,0.096,0.027,0.037,0.031,0.043,0.245
37,0,1,0,1,0,0.155,0.018,0.044,0.031,0.046,0.038,0.139,0.053,0.044,0.05,0.023,0.041,0.022,0.035,0.055
38,1,1,0,0,0,0.15,0.008,0.043,0.02,0.042,0.031,0.139,0.042,0.04,0.042,0.014,0.035,0.02,0.036,0.222
39,0,0,0,0,0,0.156,0.019,0.046,0.029,0.054,0.042,0.15,0.15,0.049,0.098,0.032,0.037,0.039,0.035,0.245
4,1,1,0,1,0,0.149,0.009,0.043,0.021,0.041,0.03,0.138,0.048,0.037,0.044,0.017,0.031,0.015,0.027,0.193
40,0,0,0,0,0,0.161,0.02,0.047,0.029,0.047,0.037,0.153,0.161,0.051,0.094,0.028,0.042,0.039,0.037,0.23
41,1,0,0,1,0,0.164,0.018,0.047,0.034,0.05,0.037,0.145,0.16,0.053,0.102,0.03,0.041,0.033,0.038,0.366
42,1,1,0,0,0,0.151,0.016,0.038,0.019,0.039,0.03,0.145,0.039,0.038,0.046,0.016,0.037,0.012,0.028,0.204
43,0,0,0,1,0,0.169,0.03,0.051,0.035,0.059,0.051,0.153,0.159,0.059,0.102,0.04,0.043,0.041,0.041,0.075
44,1,0,0,1,0,0.16,0.026,0.046,0.028,0.048,0.037,0.143,0.152,0.052,0.094,0.031,0.037,0.039,0.041,0.248
45,0,0,0,1,0,0.166,0.03,0.051,0.036,0.059,0.044,0.15,0.16,0.055,0.105,0.035,0.043,0.04,0.046,0.075
46,1,1,0,0,0,0.148,0.018,0.043,0.024,0.04,0.03,0.138,0.042,0.038,0.046,0.017,0.033,0.021,0.031,0.289
47,1,1,0,0,0,0.151,0.008,0.038,0.021,0.041,0.03,0.139,0.041,0.038,0.041,0.014,0.03,0.022,0.028,0.197
48,0,1,0,0,0,0.15,0.017,0.038,0.02,0.045,0.032,0.138,0.042,0.04,0.042,0.016,0.035,0.018,0.028,0.198
49,1,0,0,1,0,0.158,0.018,0.046,0.03,0.051,0.041,0.147,0.151,0.051,0.094,0.023,0.037,0.03,0.035,0.24
