configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,7.028,0.253,1.401,0.674,1.844,1.041,5.845,5.729,1.449,3.533,0.655,0.998,0.85,1.022,2.257
1,0,1,0,1,0,7.173,0.592,1.596,0.912,1.879,1.288,5.984,1.702,1.628,2.025,0.863,1.251,0.842,1.228,2.121
10,0,0,0,1,0,7.262,0.591,1.624,0.929,1.889,1.325,6.046,6.057,1.629,3.645,0.988,1.248,1.228,1.251,2.181
11,1,0,0,0,0,6.935,0.253,1.381,0.667,1.837,1.043,5.884,5.851,1.478,3.585,0.644,1.014,0.858,1.024,2.311
12,1,0,0,1,0,7.029,0.249,1.385,0.687,1.855,1.032,5.844,5.962,1.464,3.554,0.641,1.003,0.902,1.038,2.261
13,0,0,0,0,0,6.983,0.228,1.409,0.672,1.833,1.039,5.854,5.781,1.458,3.513,0.651,1.031,0.848,1.025,2.255
14,0,0,0,1,0,7.184,0.589,1.614,0.913,1.909,1.315,6.02,6.059,1.639,3.635,0.986,1.247,1.234,1.245,2.196
15,1,1,0,1,0,7.012,0.234,1.377,0.688,1.832,1.051,5.821,1.471,1.458,1.951,0.543,1.005,0.459,1.05,2.148
16,1,0,0,0,0,6.968,0.255,1.386,0.686,1.836,1.062,5.847,5.851,1.477,3.514,0.666,1.002,0.88,1.031,2.265
17,0,0,0,1,0,7.169,0.603,1.613,0.924,1.918,1.302,6.049,5.951,1.664,3.622,1.008,1.29,1.226,1.229,2.197
18,0,1,0,1,0,7.216,0.59,1.587,0.919,1.906,1.303,6.008,1.692,1.649,2.322,0.888,1.239,0.851,1.229,2.137
19,0,1,0,0,0,7.084,0.236,1.378,0.681,1.824,1.031,5.864,1.44,1.445,1.954,0.515,1.009,0.462,1.016,2.15
2,1,0,0,1,0,6.992,0.247,1.379,0.692,1.838,1.043,5.862,5.733,1.479,3.544,0.655,1.031,0.847,1.075,2.268
20,1,0,0,0,0,7.037,0.256,1.391,0.673,1.863,1.054,5.859,5.699,1.456,3.515,0.65,1.024,0.88,1.039,2.247
21,1,1,0,1,0,7.051,0.229,1.375,0.68,1.856,1.022,5.845,1.487,1.462,1.936,0.527,0.998,0.485,1.04,2.202
22,1,0,0,0,0,6.994,0.252,1.39,0.685,1.834,1.049,5.874,5.83,1.48,3.628,0.653,0.999,0.866,1.043,2.233
23,0,1,0,0,0,7.006,0.232,1.379,0.688,1.835,1.034,5.875,1.442,1.462,1.915,0.54,0.994,0.463,1.055,2.168
24,1,1,0,1,0,7.005,0.215,1.373,0.682,1.83,1.023,5.862,1.48,1.491,1.912,0.552,0.992,0.46,1.017,2.144
25,0,1,0,0,0,6.914,0.241,1.38,0.665,1.854,1.03,5.861,1.46,1.469,1.96,0.515,1.012,0.462,1.042,2.167
26,0,1,0,0,0,7.017,0.214,1.403,0.67,1.832,1.023,5.884,1.444,1.466,1.915,0.541,1.021,0.461,1.041,2.183
27,0,0,0,1,0,7.22,0.586,1.622,0.913,1.909,1.307,6.034,5.904,1.639,3.623,0.976,1.245,1.227,1.244,2.219
28,0,1,0,1,0,7.23,0.571,1.589,0.922,1.891,1.31,6.057,1.69,1.629,2.027,0.88,1.25,0.838,1.239,2.118
29,0,1,0,0,0,6.937,0.234,1.374,0.682,1.828,1.041,5.864,1.482,1.484,1.927,0.534,1.022,0.466,1.021,2.161
3,1,1,0,1,0,7.02,0.239,1.375,0.659,1.842,1.031,5.825,1.475,1.442,1.909,0.549,1.027,0.452,1.022,2.259
30,0,1,0,1,0,7.177,0.595,1.591,0.916,1.886,1.296,6.002,1.695,1.613,2.027,0.864,1.236,0.83,1.242,2.116
31,1,1,0,1,0,6.998,0.241,1.377,0.668,1.849,1.047,5.84,1.456,1.46,1.919,0.55,0.995,0.483,1.038,2.148
32,1,1,0,1,0,6.966,0.221,1.375,0.658,1.859,1.022,5.836,1.483,1.443,1.966,0.519,1.017,0.474,1.024,2.148
33,0,1,0,0,0,6.982,0.233,1.374,0.688,1.847,1.04,5.857,1.466,1.443,1.929,0.537,0.998,0.455,1.037,2.186
34,1,1,0,1,0,7.002,0.234,1.409,0.661,1.827,1.064,5.848,1.474,1.443,1.935,0.523,1.023,0.462,1.046,2.154
35,1,0,0,0,0,6.994,0.251,1.379,0.683,1.834,1.058,5.88,5.765,1.484,3.559,0.648,1.016,0.85,1.036,2.224
36,0,0,0,0,0,7.012,0.25,1.404,0.688,1.843,1.049,5.885,5.964,1.456,3.521,0.649,1.027,0.868,1.047,2.434
37,0,1,0,1,0,7.17,0.571,1.589,0.901,1.907,1.301,6.004,1.68,1.627,2.024,0.876,1.237,0.829,1.229,2.122
38,1,1,0,0,0,6.975,0.213,1.38,0.678,1.834,1.022,5.867,1.442,1.451,1.936,0.518,1.0,0.484,1.045,2.207
39,0,0,0,0,0,6.974,0.251,1.381,0.678,1.869,1.046,5.887,5.705,1.453,3.723,0.622,1.015,0.85,1.059,2.308
4,1,1,0,1,0,7.044,0.213,1.403,0.658,1.833,1.024,5.791,1.45,1.465,1.917,0.543,1.018,0.461,1.021,2.159
40,0,0,0,0,0,7.033,0.253,1.38,0.689,1.846,1.063,5.893,5.916,1.476,3.541,0.646,1.026,0.875,1.027,2.211
41,1,0,0,1,0,7.155,0.253,1.381,0.691,1.837,1.06,5.848,5.769,1.459,3.527,0.662,0.998,0.871,1.059,2.277
42,1,1,0,0,0,6.945,0.235,1.374,0.659,1.829,1.046,5.867,1.45,1.446,1.93,0.517,1.03,0.461,1.036,2.346
43,0,0,0,1,0,7.231,0.606,1.598,0.924,1.89,1.299,6.035,5.92,1.63,3.641,0.981,1.247,1.247,1.241,2.189
44,1,0,0,1,0,6.963,0.249,1.406,0.67,1.856,1.036,5.876,5.794,1.475,3.57,0.655,1.02,0.858,1.067,2.26
45,0,0,0,1,0,7.245,0.606,1.598,0.923,1.901,1.304,6.005,6.007,1.62,3.617,0.981,1.246,1.227,1.238,2.199
46,1,1,0,0,0,7.072,0.219,1.378,0.682,1.842,1.051,5.89,1.465,1.446,1.914,0.518,0.995,0.472,1.017,2.218
47,1,1,0,0,0,7.018,0.235,1.373,0.659,1.846,1.05,5.863,1.45,1.445,1.934,0.536,1.001,0.48,1.022,2.162
48,0,1,0,0,0,6.991,0.231,1.386,0.674,1.823,1.042,5.894,1.434,1.466,1.91,0.542,1.002,0.466,1.017,2.17
49,1,0,0,1,0,6.995,0.254,1.41,0.665,1.857,1.068,5.854,5.743,1.451,3.509,0.661,0.999,0.859,1.04,2.333
5,1,1,0,0,0,6.941,0.237,1.377,0.681,1.83,1.021,5.883,1.441,1.462,1.914,0.525,1.013,0.463,1.022,2.22
6,0,1,0,0,0,6.897,0.237,1.392,0.661,1.848,1.041,5.85,1.465,1.469,1.908,0.52,1.005,0.479,1.019,2.186
7,0,0,0,1,0,7.247,0.601,1.597,0.925,1.894,1.318,6.015,6.049,1.648,3.643,0.992,1.243,1.231,1.253,2.182
8,1,1,0,0,0,7.038,0.215,1.374,0.687,1.824,1.05,5.853,1.453,1.444,1.927,0.517,1.022,0.489,1.018,2.137
9,0,0,0,0,0,6.926,0.228,1.38,0.685,1.839,1.042,5.879,5.921,1.475,3.567,0.653,0.999,0.879,1.049,2.231
