configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,9.224,0.349,1.838,0.94,2.48,1.373,7.759,7.596,1.905,4.647,0.843,1.307,1.074,1.339,2.875
1,0,1,0,1,0,9.382,0.781,2.112,1.204,2.5,1.721,7.943,2.2,2.118,2.63,1.17,1.624,1.121,1.644,2.782
10,0,0,0,1,0,9.49,0.775,2.108,1.197,2.509,1.731,7.914,7.81,2.147,4.793,1.3,1.643,1.575,1.626,2.864
11,1,0,0,0,0,9.151,0.323,1.826,0.882,2.482,1.349,7.75,7.446,1.939,4.622,0.843,1.316,1.101,1.346,2.9
12,1,0,0,1,0,9.208,0.349,1.817,0.864,2.481,1.37,7.685,7.634,1.931,4.602,0.867,1.322,1.079,1.361,2.885
13,0,0,0,0,0,9.299,0.33,1.813,0.872,2.553,1.35,7.717,7.513,1.898,4.659,0.848,1.326,1.091,1.372,2.931
14,0,0,0,1,0,9.399,0.78,2.096,1.201,2.522,1.745,7.955,7.839,2.128,4.784,1.293,1.641,1.587,1.672,2.868
15,1,1,0,1,0,9.148,0.31,1.813,0.915,2.505,1.337,7.659,1.906,1.898,2.514,0.715,1.315,0.6,1.353,2.794
16,1,0,0,0,0,9.18,0.331,1.804,0.884,2.645,1.382,7.723,7.449,1.92,4.663,0.831,1.316,1.092,1.368,2.893
17,0,0,0,1,0,9.517,0.783,2.113,1.2,2.524,1.707,7.934,7.782,2.187,4.761,1.27,1.648,1.585,1.641,2.925
18,0,1,0,1,0,9.45,0.779,2.117,1.212,2.525,1.705,7.882,2.218,2.116,2.651,1.138,1.638,1.113,1.614,2.794
19,0,1,0,0,0,9.163,0.328,1.811,0.866,2.48,1.335,7.723,1.886,1.894,2.524,0.681,1.301,0.601,1.33,2.756
2,1,0,0,1,0,9.155,0.341,1.804,0.876,2.506,1.348,7.674,7.583,1.901,4.677,0.822,1.302,1.086,1.347,2.941
20,1,0,0,0,0,9.14,0.348,1.804,0.866,2.497,1.353,7.729,7.465,1.928,4.636,0.832,1.315,1.08,1.337,2.901
