configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,12.713,0.46,2.528,1.257,3.623,1.866,10.876,10.277,2.59,6.597,1.214,1.773,1.393,1.818,3.883
1,0,1,0,1,0,13.055,1.012,2.814,1.628,3.456,2.288,11.096,2.983,2.854,3.616,1.54,2.181,1.476,2.182,3.763
10,0,0,0,1,0,13.095,1.048,2.825,1.626,3.477,2.294,11.11,10.85,2.929,6.439,1.733,2.2,2.052,2.194,3.864
11,1,0,0,0,0,12.676,0.436,2.471,1.222,3.559,1.856,10.86,10.315,2.587,6.492,1.19,1.796,1.419,1.838,3.935
12,1,0,0,1,0,12.916,0.458,2.452,1.229,3.583,1.816,10.82,10.426,2.601,6.302,1.198,1.764,1.392,1.831,3.931
13,0,0,0,0,0,12.739,0.434,2.508,1.192,3.578,1.843,10.961,10.602,2.601,6.448,1.19,1.787,1.38,1.837,3.894
14,0,0,0,1,0,13.085,1.042,2.834,1.632,3.459,2.293,11.087,11.116,2.88,6.47,1.726,2.205,2.089,2.196,3.856
15,1,1,0,1,0,12.837,0.436,2.454,1.216,3.553,1.856,10.836,2.59,2.571,3.473,1.001,1.774,0.804,1.809,3.721
16,1,0,0,0,0,12.678,0.434,2.473,1.195,3.594,1.853,10.949,10.286,2.609,6.326,1.165,1.814,1.379,1.853,3.869
17,0,0,0,1,0,13.177,1.034,2.838,1.629,3.446,2.279,11.107,10.79,2.885,6.517,1.73,2.22,2.049,2.188,3.862
18,0,1,0,1,0,13.13,1.006,2.835,1.64,3.445,2.274,11.069,2.974,2.864,3.616,1.546,2.185,1.485,2.182,3.756
19,0,1,0,0,0,12.93,0.436,2.447,1.225,3.554,1.843,11.045,2.562,2.582,3.442,0.995,1.765,0.804,1.815,3.837
2,1,0,0,1,0,12.785,0.432,2.461,1.191,3.577,1.836,10.863,10.21,2.601,6.304,1.217,1.765,1.38,1.859,3.848
20,1,0,0,0,0,12.698,0.436,2.454,1.193,3.569,1.86,11.042,10.494,2.602,6.281,1.171,1.77,1.393,1.823,3.87
21,1,1,0,1,0,12.878,0.44,2.452,1.197,3.553,1.866,10.867,2.574,2.627,3.439,0.996,1.773,0.831,1.833,3.68
22,1,0,0,0,0,12.649,0.451,2.455,1.19,3.554,1.852,10.95,10.459,2.609,6.335,1.213,1.795,1.404,1.88,3.841
23,0,1,0,0,0,12.623,0.44,2.45,1.178,3.569,1.842,10.858,2.562,2.575,3.43,1.012,1.788,0.806,1.817,3.701
24,1,1,0,1,0,12.647,0.432,2.459,1.181,3.574,1.85,10.863,2.612,2.587,3.448,1.009,1.773,0.803,1.837,3.742
25,0,1,0,0,0,12.695,0.421,2.468,1.203,3.554,1.83,10.906,2.575,2.571,3.454,1.01,1.763,0.802,1.834,3.719
26,0,1,0,0,0,12.682,0.434,2.45,1.191,3.57,1.834,10.87,2.575,2.6,3.458,0.992,1.784,0.823,1.84,3.729
27,0,0,0,1,0,13.121,1.03,2.839,1.627,3.448,2.322,11.08,10.485,2.872,6.675,1.739,2.205,2.045,2.208,3.872
28,0,1,0,1,0,13.081,1.07,2.809,1.637,3.446,2.306,11.179,3.007,2.855,3.592,1.528,2.195,1.49,2.179,3.743
29,0,1,0,0,0,12.707,0.418,2.488,1.201,3.554,1.844,10.881,2.574,2.566,3.455,1.014,1.785,0.825,1.834,3.713
3,1,1,0,1,0,12.671,0.42,2.478,1.205,3.576,1.842,10.827,2.605,2.573,3.44,1.02,1.755,0.806,1.818,3.712
30,0,1,0,1,0,13.274,1.064,2.82,1.619,3.429,2.287,11.179,2.979,2.863,3.627,1.544,2.199,1.475,2.206,3.778
31,1,1,0,1,0,12.779,0.439,2.473,1.201,3.583,1.85,10.877,2.602,2.584,3.45,1.005,1.762,0.805,1.84,3.687
32,1,1,0,1,0,12.818,0.429,2.481,1.206,3.586,1.851,10.982,2.598,2.609,3.438,1.007,1.786,0.794,1.832,3.739
33,0,1,0,0,0,12.624,0.417,2.458,1.18,3.567,1.844,10.945,2.577,2.606,3.443,1.012,1.763,0.814,1.81,3.768
34,1,1,0,1,0,12.675,0.441,2.449,1.185,3.55,1.829,10.839,2.637,2.622,3.442,1.024,1.757,0.81,1.823,3.757
35,1,0,0,0,0,12.855,0.453,2.459,1.215,3.565,1.858,10.914,10.184,2.604,6.281,1.193,1.831,1.405,1.85,3.871
36,0,0,0,0,0,12.788,0.439,2.475,1.198,3.576,1.878,10.886,11.037,2.59,6.38,1.167,1.791,1.402,1.83,3.868
37,0,1,0,1,0,13.088,1.023,2.808,1.613,3.444,2.282,11.081,2.967,2.86,3.582,1.534,2.192,1.478,2.21,3.74
38,1,1,0,0,0,12.645,0.418,2.458,1.206,3.599,1.827,10.918,2.551,2.589,3.487,0.996,1.783,0.8,1.812,3.718
39,0,0,0,0,0,13.163,0.435,2.456,1.188,3.6,1.83,10.888,10.285,2.615,6.29,1.171,1.784,1.395,1.813,3.86
4,1,1,0,1,0,12.65,0.414,2.448,1.177,3.567,1.832,10.812,2.597,2.593,3.438,1.024,1.76,0.825,1.822,3.745
40,0,0,0,0,0,12.732,0.46,2.452,1.184,3.607,1.834,10.912,10.468,2.603,6.309,1.169,1.768,1.391,1.823,3.87
41,1,0,0,1,0,12.749,0.458,2.46,1.206,3.581,1.823,10.888,10.116,2.637,6.312,1.195,1.771,1.395,1.832,3.892
42,1,1,0,0,0,12.635,0.428,2.465,1.181,3.57,1.839,10.939,2.552,2.589,3.469,1.016,1.761,0.836,1.817,3.726
43,0,0,0,1,0,13.081,1.026,2.835,1.631,3.435,2.347,11.131,10.577,2.881,6.463,1.728,2.195,2.054,2.284,3.876
44,1,0,0,1,0,12.743,0.445,2.452,1.207,3.569,1.835,10.83,10.876,2.629,6.399,1.189,1.795,1.399,1.838,3.836
45,0,0,0,1,0,13.21,1.043,2.818,1.633,3.444,2.338,11.059,10.542,2.957,6.491,1.738,2.2,2.082,2.191,3.894
46,1,1,0,0,0,12.593,0.416,2.446,1.211,3.589,1.832,10.857,2.554,2.587,3.468,1.012,1.765,0.807,1.833,3.688
47,1,1,0,0,0,12.62,0.435,2.444,1.19,3.561,1.86,10.879,2.549,2.587,3.48,1.002,1.772,0.805,1.828,3.686
48,0,1,0,0,0,12.673,0.419,2.477,1.207,3.587,1.853,10.93,2.564,2.575,3.442,1.005,1.783,0.798,1.824,3.713
49,1,0,0,1,0,12.7,0.439,2.475,1.209,3.556,1.857,10.882,10.059,2.621,6.302,1.226,1.783,1.411,1.832,3.797
5,1,1,0,0,0,12.704,0.413,2.453,1.193,3.561,1.834,10.984,2.562,2.572,3.444,1.008,1.767,0.825,1.829,3.734
6,0,1,0,0,0,12.633,0.44,2.442,1.185,3.561,1.822,11.046,2.553,2.568,3.47,1.018,1.77,0.824,1.813,3.729
7,0,0,0,1,0,13.079,1.033,2.841,1.633,3.46,2.296,11.094,10.676,2.872,6.497,1.746,2.199,2.101,2.244,3.896
8,1,1,0,0,0,12.655,0.436,2.449,1.201,3.573,1.833,10.88,2.577,2.639,3.441,1.004,1.778,0.81,1.829,3.739
9,0,0,0,0,0,12.703,0.456,2.51,1.207,3.569,1.869,10.918,10.68,2.605,6.285,1.167,1.789,1.391,1.834,3.912
